Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
1200;01.06.2007 00:05;TestAll Geo;300,79;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;113,98;3,23;207,91;3,51;<LOD;5,2;61,96;1,41;5,09;0,77;14,93;2,45;<LOD;2,16;11,44;3,14;<LOD;35,39;0,36;0,16;162,86;8,96;<LOD;39,88;34,79;10,13;37,88;9,23;<LOD;101,15;41903,39;223,94;629,52;43,64;140,4;10,32;84,65;13,5;2793,58;50,59;16,87;2,48;16780,97;124,11;21146,61;198,63;295,75;121,17;481,98;27,3;30,11;10,35;470,4;19,74;60,7;7,97;<LOD;0,88;<LOD;6,64;<LOD;4,4;41,37;6,99;231,03;25,61;142,95;21,65;683706,75;2237,65;12,86;1,38;21,2;1,77;<LOD;52,15;<LOD;1,5;<LOD;1,5;<LOD;1,5;56142,51;693,21;3101,73;197,71;144013,22;835,7;2591,7;43,64;<LOD;1886,67
1201;01.06.2007 00:26;TestAll Geo;300,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;113,7;3,23;209,71;3,52;<LOD;5,25;61,34;1,4;5,24;0,78;14,29;2,43;<LOD;2,08;11,24;3,12;<LOD;35,75;0,33;0,16;156,36;8,83;<LOD;40,66;26,49;9,96;39,68;9,23;<LOD;101,05;42156,66;224,52;648,91;44,06;133,59;10,38;80,13;13,84;2844,38;52,01;16,56;2,52;16976,89;126,32;21335,62;201,88;235,91;121,09;511,65;27,21;31,74;10,49;460,47;19,89;73,25;8,22;<LOD;0,9;<LOD;6,7;<LOD;4,36;39,53;7,03;265,65;25,81;162,02;21,67;677646,13;2226,63;13,18;1,38;20,37;1,76;<LOD;52,36;<LOD;1,5;<LOD;1,5;<LOD;1,5;58029,15;701,3;3190,03;196,73;146953,91;840,36;2641,73;43,58;<LOD;1829,37
1202;01.06.2007 00:43;TestAll Geo;300,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;113,06;3,22;207,13;3,5;<LOD;5,24;61,51;1,4;4,95;0,77;14,47;2,43;<LOD;2,09;12,42;3,16;<LOD;34,59;0,38;0,16;160,48;8,91;<LOD;40,27;24,08;9,91;45,93;9,29;<LOD;100,38;42014,1;223,97;611,82;43,33;136,24;10,37;83,13;13,71;2787,32;51,44;18,27;2,52;16760,76;125,81;21130,01;201,42;200,01;119,79;525,1;27,47;39,84;10,54;481,21;20,1;67,68;8,17;<LOD;0,91;<LOD;6,78;<LOD;4,35;42,59;7,11;229,13;25,49;148,73;21,64;673960,75;2288,22;13,76;1,38;20,57;1,76;<LOD;51,88;<LOD;1,5;<LOD;1,5;<LOD;1,5;59203,38;721,77;3341;202,08;149981,58;857,76;2673,23;44,54;<LOD;1906,81
1203;01.06.2007 01:09;TestAll Geo;300,41;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;115,38;3,25;208,42;3,53;<LOD;5,33;62,02;1,42;5,21;0,78;15,6;2,49;<LOD;2,21;13,25;3,21;<LOD;35,87;0,33;0,16;169,64;9,12;<LOD;40,02;27,76;10,01;33,73;9,2;<LOD;101,88;42254,04;225,58;617,7;43,78;133,93;10,39;82,04;13,66;2856,44;51,46;18,51;2,54;16923,32;126,45;21116,42;201,51;198,54;119,98;484,08;27,46;30,92;10,48;489,11;20,14;71,55;8,19;<LOD;0,91;<LOD;6,66;<LOD;4,4;44,71;7,15;224,07;25,65;151,06;21,87;671482,19;2289,26;13,15;1,38;21,4;1,78;<LOD;52,54;<LOD;1,5;<LOD;1,5;<LOD;1,5;60542,82;728,12;3122,81;198,92;151035,7;860,08;2697,47;44,29;<LOD;1884,59
1204;01.06.2007 02:23;TestAll Geo;300,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;196;3,32;95,1;2,25;<LOD;3,55;21,6;1;4,75;0,64;8,44;2,03;<LOD;1,61;<LOD;6,06;<LOD;30,24;0,36;0,14;40,73;5,32;<LOD;32,91;32,06;8,54;<LOD;27,36;<LOD;78,79;28952,76;170,01;426,52;35,07;110,16;10,15;85,91;15,23;5405,01;53,93;<LOD;1,58;2780,3;51,87;6783,48;113,92;368,25;97,73;627,12;24,55;59,35;9,09;474,05;17,11;68,04;6,97;<LOD;0,76;<LOD;5,56;<LOD;3,59;36,4;5,93;325,19;23,3;181,75;19,25;750218,69;1532,55;18,59;1,29;28,5;1,49;<LOD;40,37;<LOD;1,5;<LOD;1,5;<LOD;1,5;29968,71;392,73;1971,93;146,01;157721,3;815,09;3662,42;40,21;<LOD;1219,4
1205;01.06.2007 02:34;TestAll Geo;300,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;307,13;4,04;283,75;3,72;<LOD;3,75;17,08;1;3,89;0,63;6,9;1,98;<LOD;1,52;5,85;2,48;<LOD;28,97;0,4;0,15;66,32;5,76;<LOD;32,54;<LOD;12,75;<LOD;26,17;<LOD;62,29;13455,03;116,99;339,81;32,08;77,07;15,63;39,59;15,51;5232,64;50,24;<LOD;5,22;47420,41;182,68;15110,18;157,83;489,58;120,93;1000,06;25,44;63,34;8,79;487,2;16,56;73,63;6,76;<LOD;0,74;<LOD;5,39;<LOD;3,33;44,03;5,86;322,29;22,25;193,87;18,54;720946,5;1813,57;27,25;1,41;50,93;1,75;<LOD;38,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;30244,57;445,3;16518,73;272,34;142990,09;771,88;1977,79;34,91;<LOD;1563,4
1206;01.06.2007 02:40;TestAll Geo;300,09;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;328,87;4,31;243,28;3,61;<LOD;3,86;17,67;1;3,8;0,65;10,24;2,17;<LOD;1,81;5,79;2,71;<LOD;33,18;<LOD;0,22;55,89;6,35;<LOD;36,48;<LOD;13,15;23,46;8,41;118,28;43,98;17474,41;138,61;273,75;32,04;<LOD;10,72;32,82;12,34;3457,08;47,65;<LOD;4,48;43383,34;158,04;8740,78;114,12;609,82;105,8;366,8;25,43;<LOD;12,81;310,33;16,48;13,14;6,71;<LOD;0,74;<LOD;6,16;<LOD;3,94;31,92;6,11;180,89;22,84;103,07;19,29;711026,75;2071,7;28,83;1,49;56,6;1,89;<LOD;40,1;<LOD;1,5;<LOD;1,5;<LOD;1,5;32331,44;517,06;11477,85;274,36;144631,73;841,67;1815,47;39,68;<LOD;1934,69
1207;01.06.2007 02:51;TestAll Geo;300,71;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;290,51;4,11;486,59;4,85;<LOD;4,1;18,64;1;4,2;0,66;11,99;2,13;<LOD;1,52;4,28;2,64;<LOD;29,35;0,47;0,15;64,77;6,14;<LOD;33,08;<LOD;12,63;<LOD;26,02;<LOD;65,21;15639,56;126,73;379,2;33,4;69;16,72;38,02;17,21;5257,02;51,99;<LOD;7,09;79509,99;247,61;17044,96;178,29;678,09;147,21;1569,05;28,73;24,63;8,72;446,2;16,4;55,65;6,65;<LOD;0,74;<LOD;5,36;<LOD;3,35;45,49;5,95;283,83;22,04;182,35;18,57;692203,69;2009,19;27,63;1,43;52,09;1,78;<LOD;41,93;<LOD;1,5;<LOD;1,5;<LOD;1,5;31068,85;493,56;16327,78;289,5;140585,52;783,11;2574,97;40,71;<LOD;1833,19
1208;01.06.2007 02:59;TestAll Geo;300,4;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;325,39;4,03;197,21;3,08;<LOD;3,68;19,99;1;4,37;0,63;12,98;2,12;<LOD;1,53;5,41;2,61;<LOD;28,22;0,31;0,14;71,25;5,77;<LOD;30,55;<LOD;12,41;<LOD;25,62;64,05;40,37;16989,94;128,63;310,1;31,04;<LOD;12,55;39,34;14,66;5548,83;51,77;<LOD;4,79;43331,99;169,05;10966,71;133,46;577,07;114,95;645,28;23,73;47,36;9,16;499,15;17,53;68,41;7,07;<LOD;0,79;<LOD;5,47;<LOD;3,42;47,44;6,24;260,41;21,74;171,79;18,41;748900,75;1710,55;28,82;1,4;58,08;1,81;<LOD;39,14;<LOD;1,5;<LOD;1,5;<LOD;1,5;27346,89;421,62;8154,83;216,9;128194,49;730,35;1394,14;32,22;<LOD;1508,07
1209;01.06.2007 03:13;TestAll Geo;300,62;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;294,58;4,09;480,85;4,79;<LOD;4,04;18,37;1;4,06;0,64;9,53;2,06;<LOD;1,68;4,42;2,56;<LOD;29,46;0,48;0,15;75,51;6,35;<LOD;33,53;<LOD;12,95;<LOD;26,18;93,45;41,41;16979,59;131,11;399,22;33,69;69,79;17,55;36,42;16,31;5179,33;53,12;<LOD;7,07;78286,75;246,16;14619,22;167,68;848,58;149,37;1275,16;27,95;<LOD;13,06;417,87;16,42;44,84;6,64;<LOD;0,75;<LOD;5,55;<LOD;3,45;32,92;5,77;258,36;22,45;152,62;18,83;684561,44;2087,02;26,42;1,41;54,02;1,78;<LOD;41,98;<LOD;1,5;<LOD;1,5;<LOD;1,5;31692,08;510,82;15220,4;288,3;143999,58;796,07;2646,46;42,18;2440,21;1300,17
1210;01.06.2007 03:25;TestAll Geo;300,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;438,79;4,74;337,99;3,99;<LOD;3,98;21,93;1;3,7;0,63;8,31;1,98;<LOD;1,5;7,14;2,54;<LOD;29,05;0,29;0,14;74,51;6,21;<LOD;31,76;<LOD;12,05;<LOD;24,87;<LOD;69,43;19908,25;139,91;423,54;34,17;<LOD;20,21;565,14;21,34;4050,49;49,21;<LOD;11,85;84190,7;401,73;17550,63;220,86;1480,28;241,33;874,23;22,91;12,84;7,63;447,58;14,51;47,84;5,81;<LOD;0,65;<LOD;4,82;<LOD;2,9;38,54;5,12;281,41;20,1;175;16,89;650380,69;2273,24;25,74;1,37;51,69;1,76;<LOD;39,1;<LOD;1,5;<LOD;1,5;<LOD;1,5;31974,67;547,13;27183,97;369,67;141094,13;796,19;2785,55;43,02;11201,52;1457,2
1211;01.06.2007 03:31;TestAll Geo;300,75;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;341,56;4,33;283,46;3,77;<LOD;3,9;22,36;1;4,31;0,66;15,69;2,26;<LOD;1,55;8,41;2,86;<LOD;30,47;0,27;0,15;85,05;6,67;<LOD;32,9;36,19;8,5;37,67;7,78;<LOD;76,43;23825,74;156,91;440,44;35,56;53,64;12,75;496,33;20,92;4737,28;52,72;<LOD;7,72;65993,73;272,52;31063,41;276,39;1108,31;195,66;753,63;22,98;<LOD;11,64;430,44;14,69;48,93;5,94;<LOD;0,66;<LOD;5,11;<LOD;3,11;36,49;5,19;305,05;20,96;183,37;17,49;658171,06;2139,83;26,55;1,42;50,63;1,8;<LOD;42,22;<LOD;1,5;<LOD;1,5;<LOD;1,5;31662,51;505,06;29815,04;365,58;154942,16;815,77;4020,04;47,69;4852,28;1300,31
1212;01.06.2007 03:42;TestAll Geo;300,26;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;312,52;4,02;332,84;3,93;<LOD;3,8;17,56;1;3,93;0,62;11,36;2,06;<LOD;1,5;4,98;2,55;<LOD;28,68;0,3;0,14;74,09;6,22;<LOD;31,3;<LOD;12,06;<LOD;24,64;<LOD;71,4;21856,04;145,45;394,88;33,26;61,33;11,96;75,37;20,91;5559,54;54,78;<LOD;5,41;28539,6;187,52;22706,35;218,97;633,03;150,28;891,37;23,61;<LOD;11,78;413,88;14,89;44,12;6,03;<LOD;0,67;<LOD;5,04;<LOD;3,12;30,99;5,2;260,32;20,45;166,16;17,26;690140,44;1869,16;27,83;1,38;45,7;1,65;<LOD;39;<LOD;1,5;<LOD;1,5;<LOD;1,5;36470,85;486,27;14585,66;253,07;166151,94;828,63;2242,66;35,63;<LOD;1597,1
1213;01.06.2007 03:51;TestAll Geo;300,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;306,66;4,18;539,83;5,06;<LOD;4,01;14,91;1;3,92;0,63;4,95;1,9;<LOD;1,5;7,7;2,46;<LOD;28,46;0,31;0,15;86,32;6,49;<LOD;32,44;<LOD;12,32;<LOD;24,89;<LOD;72,23;22789,23;151,21;446,52;35,11;36,97;14,25;1017,56;25,25;5774,1;57,8;<LOD;8,27;48185,63;268,8;16305,91;210,64;1244,63;197,96;1636,11;27,17;<LOD;11,14;388,08;13,96;33,72;5,63;<LOD;0,62;<LOD;4,84;<LOD;2,96;29,27;4,91;255,06;20,1;173,19;17,08;677147,31;2042,75;25,56;1,38;38,89;1,59;<LOD;41,94;<LOD;1,5;<LOD;1,5;<LOD;1,5;36665,4;523,19;21133,07;306,06;150047,22;800,16;2398,23;37,59;6913,5;1218,17
