Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
1382;01.06.2007 00:05;TestAll Geo;300,54;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;115,67;2,98;208,9;3,23;<LOD;4,77;63,05;1,31;5,18;0,71;13,72;2,22;<LOD;1,78;13,85;2,9;<LOD;30,86;0,49;0,15;139,82;7,74;<LOD;35,37;30,1;8,64;46,59;8,18;<LOD;93,92;43244,44;208,89;619,8;40,24;216,74;14,62;127,61;19,57;4643,42;57,95;21,54;3,37;18518,78;165,45;31742,82;289,85;466,74;170,8;562,13;24,16;49,05;9,03;464,96;17,03;58,82;6,88;<LOD;0,77;<LOD;5,71;<LOD;3,68;45,15;6,11;267,86;22,65;169,99;19,1;650773,56;2171,68;13,41;1,28;22,14;1,65;<LOD;48,9;<LOD;1,5;<LOD;1,5;<LOD;1,5;68947,3;740,43;3912,89;180,81;158286,17;829,62;4625,96;49,67;<LOD;1711,37
1383;01.06.2007 00:10;TestAll Geo;300,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;116,41;3,02;206,13;3,25;<LOD;4,86;63,2;1,33;5,42;0,73;15,36;2,3;<LOD;1,81;12,44;2,94;<LOD;31,08;0,42;0,15;151;7,96;<LOD;33,92;33,61;8,8;54,37;8,37;<LOD;94,96;42843,3;210,45;609,4;40,4;202,01;14,15;130,05;19,2;4568,44;56,24;21,17;3,28;18314,88;161,75;31299,87;281,23;509,97;167,71;540,04;23,94;30,46;8,88;467,68;16,91;61,25;6,84;<LOD;0,76;<LOD;5,66;<LOD;3,65;35,79;5,87;252,29;22,38;172,32;19,04;649449;2193,04;13,21;1,29;21,8;1,66;<LOD;49,28;<LOD;1,5;<LOD;1,5;<LOD;1,5;69260,85;745,49;3931,32;181,3;160387,88;841;4719,59;50,29;<LOD;1720,87
1384;01.06.2007 00:15;TestAll Geo;300,33;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;120,4;3,03;204,84;3,23;<LOD;4,94;65,58;1,34;5,08;0,72;14,14;2,25;<LOD;1,72;14,38;2,94;<LOD;31,35;0,43;0,15;145,82;7,92;<LOD;34,54;<LOD;13,26;51,44;8,27;<LOD;94,26;43104,13;210,44;671,07;41,36;222,22;14,41;134,53;19,14;4589,37;56,61;23,56;3,32;18345,47;162,44;31856,73;285,34;474,42;168,15;559,83;24,07;47,73;9,01;466;16,99;62,34;6,89;<LOD;0,77;<LOD;5,62;<LOD;3,58;41,09;6,01;266,64;22,55;165,62;18,98;645710,31;2209,55;13,23;1,29;20,23;1,65;<LOD;49,3;<LOD;1,5;<LOD;1,5;<LOD;1,5;71432,36;761,05;3932,7;181,91;161294,7;842,43;4703,96;50,27;<LOD;1725,19
1385;01.06.2007 00:21;TestAll Geo;300,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;118,33;3,01;208,72;3,25;<LOD;4,94;63,69;1,32;4,96;0,71;16,65;2,31;<LOD;1,72;13,56;2,96;<LOD;31,57;0,39;0,15;147,88;7,94;<LOD;35,22;29,56;8,68;47,85;8,23;<LOD;94,5;43387,16;210,57;636,79;40,73;210,08;14,4;138,17;19,46;4648,09;57,29;23,42;3,35;18500,52;163,76;31752,43;286,36;450,03;168,3;571,51;24,1;51,23;9,07;465,17;17,07;67,75;6,98;<LOD;0,78;<LOD;5,66;<LOD;3,62;46,79;6,16;280,16;22,68;195,03;19,28;642983;2254,39;12,96;1,28;22,36;1,66;<LOD;48,78;<LOD;1,5;<LOD;1,5;<LOD;1,5;72344,78;775,62;4250,32;186,75;162350,34;847,45;4679,15;50,6;<LOD;1789,65
1386;01.06.2007 00:26;TestAll Geo;300,51;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;117,13;2,98;207,01;3,21;<LOD;4,89;64,29;1,32;5,58;0,72;14,03;2,23;<LOD;1,71;12,77;2,87;<LOD;30,9;0,42;0,15;141,19;7,76;<LOD;34,39;29,45;8,6;50,33;8,19;<LOD;93,57;42976,77;208,03;593,22;39,76;205,06;14,46;140,84;19,5;4582,33;57,22;26,8;3,42;18485,42;164,59;31920,52;290,13;430,32;169,62;548,27;23,96;49,53;9,07;480,53;17,21;66,57;6,98;<LOD;0,77;<LOD;5,61;<LOD;3,62;42,89;6,09;243,43;22,26;182,23;19,13;643606,31;2211,19;13,31;1,28;21,7;1,65;<LOD;49,22;<LOD;1,5;<LOD;1,5;<LOD;1,5;72207,97;762,79;3913,98;180,61;162872,73;842,13;4706,97;49,98;<LOD;1729,99
1387;01.06.2007 00:31;TestAll Geo;300,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;120,74;3,03;204,15;3,22;<LOD;4,92;63,93;1,32;4,78;0,71;15,86;2,29;<LOD;1,72;12,2;2,93;<LOD;31,97;<LOD;0,22;134,27;7,69;<LOD;34,91;28,44;8,65;50,52;8,29;<LOD;94,74;43019,46;209,77;629,71;40,65;213,98;14,4;136,91;19,27;4578,12;56,78;24,23;3,36;18468,29;163,47;31563,19;285,97;432,67;167,82;555,74;24,03;29,62;8,82;459,91;16,75;58,07;6,77;<LOD;0,76;<LOD;5,56;<LOD;3,57;44,73;6,02;266,15;22,53;166,82;18,98;641671,5;2230,54;12,49;1,27;21,43;1,65;<LOD;48,5;<LOD;1,5;<LOD;1,5;<LOD;1,5;73120,45;772,51;4043,39;182,79;163829,16;847,1;4754,22;50,48;<LOD;1740,77
1388;01.06.2007 00:36;TestAll Geo;300,31;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;117,3;2,97;208,06;3,21;<LOD;4,91;63,95;1,31;4,84;0,7;16,11;2,28;<LOD;1,77;11,78;2,91;<LOD;30,65;0,35;0,15;143,9;7,78;<LOD;34,91;30,82;8,6;48,96;8,11;<LOD;92,74;42984,86;207,36;617,12;39,88;209,52;14,44;140,39;19,41;4599,27;56,86;28,49;3,4;18447,33;163,04;31958,95;288,03;309,47;164,57;559,32;23,97;40,06;8,96;468,21;16,98;64,84;6,91;<LOD;0,76;<LOD;5,65;<LOD;3,5;36,67;5,91;277,17;22,58;163,45;18,88;638815,88;2232,61;13,02;1,26;22,93;1,65;<LOD;47,76;<LOD;1,5;<LOD;1,5;<LOD;1,5;74297,24;782,72;4001,21;184,03;165398,33;849,91;4721,93;50,57;<LOD;1736,47
1389;01.06.2007 00:41;TestAll Geo;300,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;117,56;2,97;206,76;3,2;<LOD;4,85;64,35;1,32;5,75;0,73;16,18;2,27;<LOD;1,64;10,25;2,85;<LOD;31,32;0,39;0,15;150,68;7,9;<LOD;34,53;28,83;8,53;48,27;8,13;<LOD;93,45;42967,94;206,91;656,75;40,52;213,38;14,25;135,89;19,13;4611,19;56,37;25,65;3,33;18466,53;161,82;31925,77;284,13;494,12;168,05;539,44;24;25,68;8,81;462,08;16,79;63,92;6,84;<LOD;0,75;<LOD;5,69;<LOD;3,61;41,29;5,95;252,04;22,43;164,59;19;638066,94;2257,07;12,81;1,26;21,39;1,64;<LOD;49,22;<LOD;1,5;<LOD;1,5;<LOD;1,5;74285,07;782,4;4107,83;183,93;165961,16;850,94;4799,45;50,75;<LOD;1777,81
1390;01.06.2007 00:47;TestAll Geo;300,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;113,81;2,95;207,6;3,21;<LOD;4,89;63,39;1,31;5,62;0,72;15,46;2,26;<LOD;1,68;13,12;2,91;<LOD;30,66;0,31;0,15;146,78;7,85;<LOD;34,43;<LOD;13,15;45,78;8,12;<LOD;93,66;42902,84;207,47;652,19;40,52;200,54;14,33;155,54;19,53;4518,1;56,52;24,51;3,38;18609,41;164,48;31913,44;288,3;343,42;165,67;541,63;23,88;62,63;9,2;490,4;17,42;73,81;7,1;<LOD;0,79;<LOD;5,66;<LOD;3,61;48,38;6,25;264,02;22,45;181,54;19,09;640419;2221,37;12,6;1,27;21,29;1,64;<LOD;49,08;<LOD;1,5;<LOD;1,5;<LOD;1,5;73793,68;772,28;3876,22;179,67;164124,38;843,3;4718,2;49,89;<LOD;1727,75
1391;01.06.2007 00:52;TestAll Geo;300,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;117,43;2,96;208,08;3,19;<LOD;4,88;63,44;1,3;4,94;0,7;16,87;2,27;<LOD;1,65;12,8;2,91;<LOD;29,96;0,42;0,15;143,17;7,73;<LOD;35,1;29,18;8,52;48,84;8,08;<LOD;92,62;42948,09;206,03;630,56;39,89;209,95;14,28;126,52;19,27;4649,45;56,78;22,96;3,34;18625,11;162,74;32028,95;285,92;543,56;170,58;542,37;24,01;36,66;8,9;471,91;16,93;64,43;6,87;<LOD;0,76;<LOD;5,67;<LOD;3,58;39,78;5,95;274,21;22,67;165,44;19,01;634152,06;2276,99;12,6;1,25;19,91;1,61;<LOD;47,6;<LOD;1,5;<LOD;1,5;<LOD;1,5;75982,65;799,01;3914,96;184,22;167992,55;856,02;4859,16;51,45;<LOD;1792,29
