Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
1231;01.06.2007 00:07;TestAll Geo;360,36;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;115,17;7,28;206,56;7,86;<LOD;11,46;63,88;3,26;6,98;1,88;22,23;6,02;<LOD;5,23;<LOD;11,02;<LOD;16,43;<LOD;0,57;158,73;19,66;<LOD;85,91;42,29;20,91;58,4;19,7;<LOD;228,61;43286,92;511,13;600,04;97,09;193,27;11,27;262,32;13,79;3434,96;50,29;24,86;2,7;21595,14;134,49;30284,21;223,75;290,33;129,1;396,88;15,38;46,05;7,42;479,66;14,1;62,71;5,69;<LOD;0,63;<LOD;3,08;<LOD;1,82;44,67;5,02;191,04;13,89;119,79;11,65;710937,63;3111,58;12,95;3,16;20,85;4,03;<LOD;129,08;<LOD;1,5;<LOD;1,5;<LOD;1,5;54471,09;828,8;3217,37;144,36;131339,89;1341,05;2303,63;39,37;<LOD;1301,48
1232;01.06.2007 00:24;TestAll Geo;360,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;118,63;3,01;208,33;3,24;<LOD;4,98;64,33;1,32;4,81;0,71;15,27;2,27;<LOD;1,77;11,78;2,91;<LOD;30,81;0,32;0,15;156,63;8,07;<LOD;35,06;30,11;8,7;49,49;8,25;<LOD;94,34;43685,7;210,55;632,86;40,49;206,12;11,56;132,14;15,53;4612,01;48,35;25,9;2,76;21703,4;137,24;30793,61;229,42;336,94;133,02;531,24;19,72;38,85;7,36;473,15;14;65,36;5,68;<LOD;0,62;<LOD;4,49;<LOD;2,8;41,97;4,95;273,7;18,62;164,15;15,6;636635,19;2252,29;13,15;1,27;20,42;1,64;<LOD;48,4;<LOD;1,5;<LOD;1,5;<LOD;1,5;75081,83;790,27;4318,17;186,28;167281,5;853,89;2997,38;42,18;<LOD;1757,48
1233;01.06.2007 00:43;TestAll Geo;360,32;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;114,4;2,96;209,84;3,23;<LOD;4,9;64,51;1,32;5,81;0,73;15,07;2,25;<LOD;1,71;14,96;2,94;<LOD;31,21;0,43;0,15;152,61;7,96;<LOD;35,1;<LOD;13,27;46,22;8,15;<LOD;93,79;43443,99;208,72;650,37;40,52;205,98;11,45;128,05;15,47;4671,28;48,49;24,43;2,74;21847,97;136,62;30898,42;228,07;331,68;131,99;562,07;19,8;33,51;7,33;466,84;13,94;60,77;5,65;<LOD;0,63;<LOD;4,51;<LOD;2,82;42,27;4,95;259,68;18,44;171,47;15,62;632168,25;2301,75;13,48;1,28;20,55;1,63;<LOD;49,55;<LOD;1,5;<LOD;1,5;<LOD;1,5;76288,18;803,91;4187,14;186,48;170574,06;857,33;3022,19;42,64;<LOD;1788,78
1234;01.06.2007 00:50;TestAll Geo;360,06;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;289,88;3,98;358,65;4,09;<LOD;3,97;25,63;1;4,64;0,65;7,12;1,97;<LOD;1,5;4,6;2,42;<LOD;28,56;0,41;0,15;75,97;6,28;<LOD;31,76;35,68;8,1;<LOD;25,1;<LOD;68,17;18893,69;135,91;473,25;34,86;39,01;10,01;600,1;16,51;5925,53;47,32;<LOD;3,31;14412,69;104,92;28061,13;192,25;567,15;116,39;1234,27;19,57;<LOD;8,83;384,92;11,04;36;4,48;<LOD;0,49;<LOD;3,72;<LOD;2,18;29,47;3,89;289,76;16,22;188,59;13,67;648846,56;1960,5;26,46;1,38;42,57;1,66;<LOD;41,52;<LOD;1,5;<LOD;1,5;<LOD;1,5;46895,95;532,61;10471,95;208,12;211079,27;924,13;1633,5;30,08;2913,21;1009,3
1235;01.06.2007 00:58;TestAll Geo;360,33;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;271,08;3,81;522,26;4,8;<LOD;3,95;16,78;1;3,77;0,6;<LOD;1,64;<LOD;1,5;7,36;2,18;<LOD;27,16;0,36;0,14;46,89;5,48;<LOD;30,93;39,17;8;<LOD;23,74;<LOD;58,38;13206,31;111,46;277,67;29,66;40,29;9,4;972,78;18,33;7724,35;54,1;4,21;1,75;10668,12;82,47;22445,77;156,63;528,11;97,57;1631,97;21,17;<LOD;8,83;361,46;11,06;32,81;4,52;<LOD;0,5;<LOD;3,76;<LOD;2,21;27,14;3,91;240;15,86;147,93;13,37;661832,06;1816,53;26,28;1,34;46,54;1,62;<LOD;39,53;<LOD;1,5;<LOD;1,5;<LOD;1,5;46556,54;510,46;1486,29;131,48;221515,38;951,2;1774,28;30,51;<LOD;1327,67
1236;01.06.2007 01:13;TestAll Geo;300,15;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;273,56;3,82;519,26;4,79;<LOD;3,95;17,51;1;3,34;0,59;4,31;1,83;<LOD;1,5;<LOD;5,28;<LOD;27,71;0,36;0,14;48,12;5,52;<LOD;31,58;38,54;8,01;<LOD;23,93;<LOD;58,57;13285,95;111,95;290,19;29,94;49,82;11,63;952,47;22,25;7719,07;61,31;6,22;2,16;10584,69;95;22522,14;193,5;557,73;121,17;1517,5;25,9;<LOD;10,8;356,94;13,55;27,45;5,5;<LOD;0,61;<LOD;4,77;<LOD;2,89;27,77;4,82;240,23;19,52;146,22;16,45;660304,94;1814,93;26,57;1,35;46,37;1,63;<LOD;38,95;<LOD;1,5;<LOD;1,5;<LOD;1,5;47139,39;511,08;1379,44;129,35;222587,72;951,37;1783,08;30,34;<LOD;1315,14
1237;01.06.2007 01:19;TestAll Geo;300,53;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;257,95;3,95;728,93;5,7;<LOD;4,18;14,53;1;4,29;0,63;3,79;1,82;<LOD;1,5;5,4;2,31;<LOD;27,45;0,32;0,14;49,34;5,5;<LOD;31,97;45,37;8,22;<LOD;24,14;<LOD;58,71;13680,9;114,61;349,94;31,81;46,2;12,92;1096,74;23,67;7932,45;63,37;4,64;2,4;10967,49;98,58;24035,82;211,06;560,6;131,43;2382,68;28,68;<LOD;10,96;386,67;13,71;28,85;5,49;<LOD;0,61;<LOD;4,75;<LOD;2,85;31,39;4,87;264,73;19,84;176,17;16,81;648319,38;1865,38;26,17;1,37;47,14;1,64;<LOD;42,67;<LOD;1,5;<LOD;1,5;<LOD;1,5;49978,07;530,73;3119,23;142,37;228045,98;987,92;1314,99;27,29;<LOD;1354,61
1238;01.06.2007 01:28;TestAll Geo;300,54;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;267,14;3,89;529,58;4,94;<LOD;4,12;20,04;1;3,6;0,62;3,97;1,86;<LOD;1,5;4,1;2,29;<LOD;29,45;0,31;0,14;48,22;5,63;<LOD;31,88;29,96;7,98;<LOD;24,31;<LOD;61,14;14032,84;117,37;291,63;30,68;20,74;11,27;698,05;20,65;7033,35;58,73;3,16;2,09;9742,98;93,04;29243,97;222,18;495,34;125,32;1403,83;25,36;<LOD;11,01;371,87;13,79;35;5,62;<LOD;0,63;<LOD;4,86;<LOD;3,04;31,93;4,94;248,2;19,62;163,38;16,63;649682,56;1876,89;26,59;1,37;42,06;1,62;<LOD;40,67;<LOD;1,5;<LOD;1,5;<LOD;1,5;50427,01;535,13;2748,81;142,11;223507,31;956,39;1068,8;26,55;<LOD;1335,09
1239;01.06.2007 01:47;TestAll Geo;300,3;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;293,05;3,89;356,2;4;<LOD;3,77;18,14;1;4,32;0,62;11,29;2,04;<LOD;1,5;<LOD;5,93;<LOD;28,4;0,32;0,14;69,29;6,07;<LOD;31,62;<LOD;12,11;<LOD;24,79;<LOD;64,51;16508,39;124,77;316,15;30,84;21,08;9,28;52,96;17,31;6920,61;57,24;<LOD;2,38;8342,28;83,83;20844,7;172,29;378,29;101,49;1525,41;27,47;<LOD;11,57;344,46;14,56;23,77;5,92;<LOD;0,66;<LOD;5,13;<LOD;3,18;30,4;5,26;220,84;20,45;131,21;17,23;673150,25;1798,62;28,41;1,39;60,03;1,79;<LOD;39,36;<LOD;1,5;<LOD;1,5;<LOD;1,5;47698,35;516,23;1854,03;139,19;207245,77;928,17;1684,85;30,23;<LOD;1334,76
1240;01.06.2007 01:52;TestAll Geo;300,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;311;3,94;286,18;3,6;<LOD;3,61;19,06;1;4,32;0,62;9,83;2;<LOD;1,5;<LOD;6,28;<LOD;29,05;0,39;0,14;69,56;5,63;<LOD;30,44;<LOD;12,34;<LOD;25,06;<LOD;62,86;15202,74;119,72;306,01;30,42;<LOD;12,76;54,38;15,04;5922,92;50,53;<LOD;1,96;5760,91;66,85;19252,32;160,51;235,75;90,81;1533,2;27,71;30,96;8,47;456,41;15,96;59,33;6,47;<LOD;0,71;<LOD;5,23;<LOD;3,21;38,31;5,62;283,13;21,39;174,89;17,96;703228,69;1636,39;28,3;1,37;49,57;1,68;<LOD;38,42;<LOD;1,5;<LOD;1,5;<LOD;1,5;44037,76;464,29;541,55;117,03;189665,88;878,59;1702,08;28,32;<LOD;1182,36
