Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
1263;01.06.2007 00:05;TestAll Geo;300,55;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;119,44;3;205,61;3,21;<LOD;4,92;64,28;1,32;5,47;0,72;14,06;2,23;<LOD;1,78;14;2,9;<LOD;30,45;0,32;0,15;143,57;7,82;<LOD;33,99;30,64;8,66;41,56;8,12;<LOD;94,13;43364,23;209,38;616,47;40,2;199,98;14,06;114,72;18,9;4582,23;57,04;24,22;3,32;18746,1;165,24;30269,59;278,22;334,34;161,72;532,12;24,23;34,61;9,02;474,2;17,21;59,14;6,92;<LOD;0,77;<LOD;5,64;<LOD;3,67;37,64;5,99;261,49;22,79;167,35;19,25;644732,5;2230,3;13,07;1,28;21,67;1,65;<LOD;49,13;<LOD;1,5;<LOD;1,5;<LOD;1,5;72378,48;770,34;3673,81;179,77;164295,56;851,48;2828,46;41,27;<LOD;1763,49
1264;01.06.2007 00:10;TestAll Geo;300,13;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;118,68;3,01;208,22;3,24;<LOD;4,95;64,66;1,33;5,68;0,73;14,67;2,26;<LOD;1,78;13,29;2,93;<LOD;30,79;0,31;0,15;141,65;7,81;<LOD;34,08;31,66;8,73;53,54;8,28;<LOD;93,77;43424,71;210,26;633,91;40,66;205,43;13,92;128,5;18,68;4573,3;56,44;23,45;3,28;21071,85;163,67;29940,57;273,92;407,63;161,86;556,36;24,37;41,32;9,18;489,4;17,56;66,75;7,1;<LOD;0,79;<LOD;5,77;<LOD;3,6;42,25;6,17;266,31;22,85;161,03;19,18;644903,63;2204,6;12,03;1,27;21,28;1,66;<LOD;50,04;<LOD;1,5;<LOD;1,5;<LOD;1,5;72393,98;763,41;3647,26;177,26;164264,58;849,55;2876,74;41,02;<LOD;1715,36
1265;01.06.2007 00:15;TestAll Geo;300,29;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;119,12;3,01;208,02;3,23;<LOD;4,92;65,69;1,34;5,39;0,72;15,77;2,28;<LOD;1,78;11,03;2,89;<LOD;30,15;0,36;0,15;150,78;7,96;<LOD;34,65;<LOD;13,27;46,34;8,2;<LOD;94,28;43388,94;209,62;635,3;40,49;204,84;13,91;134,53;18,77;4582,08;56,38;24,7;3,27;20987,26;162,94;30427,2;275,02;289,13;157,98;534,8;24,26;32,99;9,06;477,17;17,3;70,1;7,06;<LOD;0,78;<LOD;5,82;<LOD;3,69;46,8;6,21;256,43;22,75;160,81;19,19;639858,44;2255,03;12,25;1,27;21,65;1,66;<LOD;49,54;<LOD;1,5;<LOD;1,5;<LOD;1,5;74273,29;784,04;3808,39;180,56;166394,3;856,57;2931,37;41,77;<LOD;1773,43
1266;01.06.2007 00:21;TestAll Geo;300,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;116,17;2,97;206,86;3,21;<LOD;4,84;65,09;1,32;4,59;0,7;16,31;2,28;<LOD;1,74;9,79;2,87;<LOD;30,63;0,27;0,14;141,47;7,76;<LOD;34,49;33,19;8,71;54,43;8,24;<LOD;93,36;43404,69;208,79;664,43;40,88;196,55;13,94;132,64;18,99;4605,54;56,68;24,33;3,32;18943,83;164,8;30949,7;279,13;365,08;162,31;540,6;24,28;25,1;9;483,97;17,32;63,07;6,97;<LOD;0,77;<LOD;5,64;<LOD;3,54;41,13;6,07;252,18;22,69;151,3;19,08;638299,75;2238,91;13,31;1,27;21,7;1,65;<LOD;47,93;<LOD;1,5;<LOD;1,5;<LOD;1,5;74528,09;780,3;3700,79;178,47;167429,3;852,29;2921,82;41,4;<LOD;1755,05
1267;01.06.2007 00:26;TestAll Geo;300,37;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;119,12;3;206,57;3,22;<LOD;4,95;64,68;1,32;5,3;0,72;12,62;2,2;<LOD;1,78;16,67;2,91;<LOD;31,64;0,31;0,15;143,04;7,82;<LOD;34,05;30,95;8,68;49,27;8,23;<LOD;94,28;43644,95;210,02;651,32;40,79;201,18;14,05;125,99;18,84;4573,27;57,15;24,06;3,34;18939,46;166,44;30722,92;280,81;364,45;163,49;562,72;24,23;38,86;9,05;463,86;17,14;60,84;6,94;<LOD;0,78;<LOD;5,65;<LOD;3,69;46,1;6,18;251,27;22,54;169,1;19,15;633757,5;2309,05;12,95;1,27;23,23;1,67;<LOD;48,79;<LOD;1,5;<LOD;1,5;<LOD;1,5;77136,32;807,9;3986,27;183,62;168831,3;854,42;2978,46;42,34;<LOD;1796,4
1268;01.06.2007 00:31;TestAll Geo;300,34;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;115,83;2,98;208,12;3,23;<LOD;4,89;63,46;1,31;4,68;0,7;14;2,22;<LOD;1,74;13,04;2,88;<LOD;31,47;0,37;0,15;144,87;7,85;<LOD;34,66;33,29;8,73;52,61;8,24;<LOD;93,81;43358,5;209,27;634,96;40,52;194,32;14,11;140,7;19,24;4603,12;57,4;22,96;3,35;18948,46;166,47;30964,45;282,81;443,22;166,97;553,04;24,05;37,16;9,09;466,21;17,24;70,29;7,07;<LOD;0,78;<LOD;5,7;<LOD;3,56;46,97;6,22;256,56;22,48;183,67;19,21;633674,63;2285,64;13,25;1,27;21,73;1,64;<LOD;47,76;<LOD;1,5;<LOD;1,5;<LOD;1,5;76935,85;800,11;3945,62;181,58;169507,89;851,21;2942,7;41,77;<LOD;1767,29
1269;01.06.2007 00:36;TestAll Geo;300,45;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;114,33;2,99;209,97;3,26;<LOD;4,98;63,99;1,33;5,53;0,73;14,35;2,24;<LOD;1,71;13,5;2,92;<LOD;30,83;0,42;0,15;157,11;8,1;<LOD;34,37;<LOD;13,31;47,4;8,24;<LOD;94,55;43328,42;210,29;642,01;40,73;210,53;13,99;131,34;18,7;4561,58;56,39;25,69;3,32;18973,88;165,04;31098,62;278,84;454,57;164,63;560,57;24,23;24,73;8,92;461,81;17;66,92;6,95;<LOD;0,77;<LOD;5,72;<LOD;3,62;39,89;6;260,99;22,66;170,63;19,18;631561,38;2316,89;12,14;1,27;20,84;1,65;<LOD;49,78;<LOD;1,5;<LOD;1,5;<LOD;1,5;77638,11;813,24;4058,48;184,62;170708,59;863,77;3003,29;42,51;<LOD;1787,91
1270;01.06.2007 00:41;TestAll Geo;300,03;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;117,05;3,01;209,18;3,25;<LOD;5,03;65,62;1,34;5,17;0,72;14,49;2,26;<LOD;1,76;12,59;2,91;<LOD;31,74;<LOD;0,21;143,25;7,86;<LOD;34,53;31,24;8,73;51,79;8,27;<LOD;94,51;43822,78;211,53;622,05;40,56;221,49;14,32;129,89;19,1;4642,11;57,66;27,13;3,38;18919,69;166,58;31217,99;283,77;401,12;165,72;536,12;24,11;40,03;9,09;478,81;17,31;66,52;7,03;<LOD;0,78;<LOD;5,73;<LOD;3,67;44,49;6,16;242,16;22,46;167,43;19,15;628586,69;2334,26;12,62;1,28;21,03;1,66;<LOD;49,18;<LOD;1,5;<LOD;1,5;<LOD;1,5;78809,23;822,37;3857,07;182,95;172083,08;867,25;2975,1;42,39;<LOD;1804,71
1271;01.06.2007 00:47;TestAll Geo;300,2;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;116,46;2,96;209,27;3,21;5,27;3,31;64,19;1,3;4,37;0,69;16,52;2,26;<LOD;1,64;13,67;2,93;<LOD;30,76;0,3;0,15;150,46;7,89;<LOD;35,31;30,31;8,6;52,52;8,17;<LOD;92,98;43336,62;207,37;614,39;39,78;206,39;14,16;140,55;19,15;4594,44;57,05;24,52;3,37;19157,99;166,5;30683,86;280,5;<LOD;237,17;543,4;24,19;32,4;9;473,74;17,16;62,11;6,94;<LOD;0,77;<LOD;5,73;<LOD;3,62;42,72;6,09;259,41;22,68;159,63;19,1;628004,81;2308,05;13,18;1,25;21,19;1,62;<LOD;47,49;<LOD;1,5;<LOD;1,5;<LOD;1,5;78995,45;817,85;3974,71;183,84;173097,48;861,37;3033,4;42,54;<LOD;1790
1272;01.06.2007 00:52;TestAll Geo;300,23;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;117,77;3,01;209,59;3,25;<LOD;4,95;64,5;1,33;5,55;0,73;16,55;2,31;<LOD;1,75;9,7;2,91;<LOD;30,5;0,37;0,15;151,86;8;<LOD;34,64;<LOD;13,17;53,03;8,28;<LOD;94,26;43536,25;210,4;656,27;40,93;194,05;14,27;135,44;19,52;4626,85;58,23;25,03;3,42;19083,21;169,06;31093,21;286,85;313,38;165,02;531,42;24,2;31,71;8,94;465,44;17,01;56,44;6,84;<LOD;0,76;<LOD;5,67;<LOD;3,58;44,36;6,08;247,65;22,62;164,26;19,21;625110,75;2343,16;13,49;1,28;21,63;1,66;<LOD;49,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;80238,88;827,64;4059,75;183,31;173997,77;869,76;3020,69;42,3;<LOD;1809,55
