Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
857;01.06.2007 00:05;TestAll Geo;300,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;213,04;3,93;136,59;2,92;<LOD;4,88;44,57;1,75;7,23;1,95;1753,48;20;<LOD;3,33;190,22;19,82;<LOD;39,26;<LOD;0,38;3730,97;35,69;<LOD;56,51;46,65;10,59;<LOD;28,45;<LOD;109,21;63413,48;277,27;10281,99;132,89;147,17;16,67;96,48;23,43;4300,23;60,74;15,82;4,59;23706,62;211,86;19942,9;270,5;1854,14;245,53;650,05;24,97;<LOD;12,84;401,56;16;46,5;6,57;1,63;0,51;<LOD;6,23;<LOD;3,75;40,88;5,83;347,73;23,87;209,68;19,8;627701,13;5013,86;8,04;1,78;40,14;2,88;<LOD;118,81;<LOD;1,5;<LOD;1,5;<LOD;1,5;29896,51;496,81;6158,85;893,01;183451,27;1626,89;712,35;31,46;<LOD;1832,12
858;01.06.2007 00:27;TestAll Geo;300,3;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;211,83;3,95;136,79;2,94;<LOD;4,92;43,82;1,76;8,68;1,97;1753,2;20,13;<LOD;3,26;172,82;19,83;<LOD;39,52;0,42;0,25;3732,36;35,86;<LOD;56,61;34,47;10,38;<LOD;28,38;<LOD;109,77;63198,61;278,05;10199,51;133;158,9;16,9;98,88;23,53;4353,37;61,37;17,03;4,64;23765,08;213,3;19908,99;271,84;1775,38;244,8;664,26;24,96;<LOD;12,75;398,49;15,92;47,88;6,57;1,71;0,51;<LOD;6,2;<LOD;3,82;37,29;5,74;295,94;23,2;213,8;19,77;627790,69;5048,11;6,9;1,78;39,87;2,89;<LOD;120,29;<LOD;1,5;<LOD;1,5;<LOD;1,5;30531,12;504,07;5907,27;901,64;185702,25;1659,99;743,88;31,76;<LOD;1812,32
859;01.06.2007 00:47;TestAll Geo;300,07;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;216,14;4,02;132,06;2,93;<LOD;5,01;44,77;1,8;9,68;2;1741,98;20,31;<LOD;3,27;189,58;20,09;<LOD;38,96;<LOD;0,37;3745,49;36,37;<LOD;54,98;31,03;10,46;47,13;9,32;<LOD;110,71;63659,98;282,67;10242,79;135;156,95;17,16;103,58;24,14;4277,2;61,55;12,58;4,69;23918,91;217,83;19980,48;275,97;1648,4;244,59;658,17;25,1;<LOD;12,8;415,38;16,11;43,82;6,56;1,82;0,51;<LOD;6,28;<LOD;3,78;36,24;5,74;310,92;23,52;192,42;19,67;624032,38;5037,24;9,12;1,83;38,44;2,92;<LOD;122,45;<LOD;1,5;<LOD;1,5;<LOD;1,5;31024,39;508,59;6123,27;901,54;187668,19;1689,48;738,09;31,61;<LOD;1826,96
860;01.06.2007 01:09;TestAll Geo;300,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;210,88;3,97;134,55;2,94;7,57;3,39;44,6;1,8;10,55;2,01;1769,51;20,45;<LOD;3,29;190,81;20,09;<LOD;39,19;0,48;0,26;3737,41;36,12;<LOD;56,73;41,64;10,62;<LOD;28,74;<LOD;110,58;63485,15;280,53;10348,02;134,79;167,46;17,11;113,78;23,82;4275,34;61,3;14,25;4,67;24127,78;218,37;20346,88;276,26;1883,87;250,01;637,26;25,05;<LOD;12,82;421,9;16,16;41,29;6,53;1,93;0,52;<LOD;6,23;<LOD;3,83;41,34;5,84;297,62;23,54;201;19,91;619144,63;5027,48;6,66;1,8;36,17;2,89;<LOD;122,95;<LOD;1,5;<LOD;1,5;<LOD;1,5;31627,59;515,02;6243,36;899,29;189666,47;1699,02;751,13;31,76;<LOD;1855,58
861;01.06.2007 01:15;TestAll Geo;300,14;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;300,59;4,19;288,7;3,85;<LOD;3,91;20,13;1;4,37;0,68;23,47;2,51;<LOD;1,79;14,22;3,25;<LOD;33,26;0,3;0,15;100,29;7,21;<LOD;35,32;57,08;9,57;34,86;8,29;<LOD;76,62;25663,95;164,94;474,44;36,96;14,84;7,5;44,64;11,62;3795,67;45,58;<LOD;1,89;6406,76;65,6;12144,04;127,03;153,87;80,58;636,24;25,94;62,99;9,61;502,12;18,26;69,41;7,36;<LOD;0,82;<LOD;6,01;<LOD;3,73;44,35;6,42;339,84;24,73;213,02;20,67;674272;1830,31;24,43;1,48;87,25;2,22;<LOD;43,32;<LOD;1,5;<LOD;1,5;<LOD;1,5;31339,66;430,21;6090,92;188,2;219489,19;1009,36;2596,09;36,94;<LOD;1439,64
862;01.06.2007 01:28;TestAll Geo;300,33;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;287,03;3,9;289,83;3,71;<LOD;3,73;18,76;1;<LOD;165,5;22,36;2,38;<LOD;1,53;9,19;2,98;<LOD;28,84;0,35;0,15;89,04;6,63;<LOD;31,57;56,45;8,65;<LOD;25,44;<LOD;76,59;24549,94;155,39;470,4;35,31;68,43;11,24;272,07;16,71;5035,1;48,53;<LOD;3,34;10742,01;98,57;17362,54;181,68;358,88;120,2;609,9;21,72;39,06;7,94;453,97;14,96;51,74;6,01;<LOD;0,67;<LOD;4,97;<LOD;3;40,95;5,31;358,05;21,01;223,51;17,49;672637,38;1779,2;23,08;1,39;82,01;2,07;<LOD;40,4;<LOD;1,5;<LOD;1,5;<LOD;1,5;38793,69;460,43;12379,35;215,49;205757,58;914,38;2103,67;31,46;<LOD;1360,7
863;01.06.2007 01:37;TestAll Geo;300,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;279,11;3,73;247,17;3,36;<LOD;3,53;16,45;1;<LOD;157,38;18,23;2,22;<LOD;1,5;7,76;2,75;<LOD;27,38;0,31;0,14;84,74;6,01;<LOD;29,47;43,53;8,16;<LOD;24,94;<LOD;71,16;20948,4;140,26;420,56;33,07;25,68;10,27;70,56;16,21;5173,65;48,8;2,91;1,75;7106,13;78,03;16862,29;173,1;244,13;108,16;624,11;21,77;42,01;8,07;461,2;15,23;58,04;6,16;<LOD;0,68;<LOD;4,96;<LOD;3,03;44,22;5,45;339,26;20,82;201,38;17,27;665843;1731,1;22,9;1,35;80,48;2;<LOD;38,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;33731,62;418,75;6667,2;172,69;230364,02;963,71;2191,36;31,67;<LOD;1298,3
864;01.06.2007 01:44;TestAll Geo;300,09;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;260,98;3,8;356,59;4,11;<LOD;3,8;17,33;1;3,66;0,63;19,77;2,31;<LOD;1,5;8,4;2,91;<LOD;29,87;0,28;0,14;114,57;7,11;<LOD;32,38;60,75;8,74;40,82;7,61;<LOD;76,55;24873,83;156,72;546,05;37,03;175,03;14,47;453,2;20,73;5744,93;56,17;<LOD;3,6;8956,9;97,03;29509,89;261,06;465,07;151,34;865,39;22,76;13,27;7,48;419,2;14,03;42,4;5,64;<LOD;0,63;<LOD;4,83;<LOD;3,01;34,29;4,94;346,03;20,7;246,05;17,55;635956,75;1962,48;22,26;1,39;86,16;2,1;<LOD;40,83;<LOD;1,5;<LOD;1,5;<LOD;1,5;46815,71;531,28;19615,47;267,11;215206,95;914,9;3013,95;37,29;<LOD;1491,8
865;01.06.2007 01:50;TestAll Geo;300,13;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;242,15;3,63;313,51;3,85;<LOD;3,67;15,29;1;3,13;0,6;16,92;2,23;<LOD;1,5;7,17;2,79;<LOD;27,89;0,4;0,15;124,72;7,03;<LOD;32,05;55,19;8,65;<LOD;25,7;<LOD;73,21;21107,35;144,16;508,44;35,71;126,35;12,26;108,8;18,64;5393,55;52,9;3,53;1,92;7356,73;85,22;23044,44;213,12;323,91;124,66;783,19;23,01;<LOD;11,56;423,83;14,56;41,57;5,84;<LOD;0,65;<LOD;4,99;<LOD;3,1;33,37;5,1;352,13;21,36;213,61;17,74;663243,25;1841,77;22,02;1,37;79,7;2,03;<LOD;38,62;<LOD;1,5;<LOD;1,5;<LOD;1,5;42796,25;496,22;10474,39;209,1;211850;933,04;2124,27;32,98;<LOD;1392,77
866;01.06.2007 01:57;TestAll Geo;300,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;244,45;3,66;314,13;3,82;<LOD;3,73;18,63;1;3,84;0,62;18,1;2,25;<LOD;1,5;8,06;2,82;<LOD;29,45;0,33;0,14;96,84;6,7;<LOD;32,48;45,92;8,34;<LOD;25,32;<LOD;75,74;24681,85;154,4;481,06;35,34;143,69;13,56;470,96;20,34;5915,29;56;<LOD;3,28;7964,13;90,48;35549,34;275,34;416,37;147,34;805,72;22,49;<LOD;11,21;412,57;14,05;43,96;5,69;<LOD;0,62;<LOD;4,91;<LOD;3;35,11;4,98;362,25;20,88;230,46;17,43;629880,56;1969,53;23,61;1,42;110,79;2,32;<LOD;39,74;<LOD;1,5;<LOD;1,5;<LOD;1,5;47006,18;535,14;13346,79;229,61;222785,91;928,44;2614,54;35,71;<LOD;1497,61
