Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
1087;01.06.2007 00:04;TestAll Geo;300,31;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;284,24;3,85;36,08;1,56;<LOD;3,47;19,26;1;3,38;0,63;22,22;2,43;<LOD;1,73;5,27;3;<LOD;29,96;0,32;0,15;43,87;5,87;<LOD;34,84;30,94;8,84;<LOD;27,93;<LOD;98,89;47106,11;220,82;1838,96;57,98;183,65;12,4;53,55;16,47;4843,46;55,51;2,93;1,56;4868,52;77,27;12396,99;169,82;260,38;121;317,93;22,58;<LOD;12,53;364,6;16,01;30,96;6,52;<LOD;0,73;<LOD;5,7;<LOD;3,69;36,45;5,86;212,06;21,81;137,64;18,53;662333,25;1831,31;18,12;1,33;52,77;1,81;<LOD;39,12;<LOD;1,5;<LOD;1,5;<LOD;1,5;38605,88;482,23;805,26;135,26;215404,97;950,25;693,27;25,96;<LOD;1432,3
1088;01.06.2007 00:26;TestAll Geo;300,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;285,96;3,85;37,23;1,56;<LOD;3,45;18,48;1;4,34;0,65;21,68;2,39;<LOD;1,61;<LOD;4,38;<LOD;30,56;0,25;0,14;46,27;5,81;<LOD;34,63;38,84;8,94;<LOD;27,8;<LOD;97,26;47300,27;219,15;1792,46;56,96;171,75;12,07;48,41;16,1;4825,75;54,6;<LOD;2,29;4881,46;76,21;12458,28;167,55;236,36;118,3;325,15;22,67;<LOD;12,63;367,8;16,09;32,28;6,55;<LOD;0,72;<LOD;5,58;<LOD;3,69;30,26;5,74;222,14;21,98;137,39;18,57;656912,25;1827,37;18,32;1,33;52,76;1,79;<LOD;41,07;<LOD;1,5;<LOD;1,5;<LOD;1,5;40350,46;488,87;812,23;133,78;218987,86;954;665,59;25,45;<LOD;1405,01
1089;01.06.2007 00:48;TestAll Geo;300,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;284,71;3,85;36,25;1,55;<LOD;3,5;18,77;1;4,39;0,65;21,79;2,41;<LOD;1,74;<LOD;7,06;<LOD;30,64;0,33;0,15;50,25;5,89;<LOD;33,96;37,03;8,89;<LOD;27,84;<LOD;97,61;46634,14;217,8;1796,6;56,96;178,68;12,36;47,11;16,36;4844,84;55,47;2,34;1,56;4931,19;77,68;12500,81;170,4;<LOD;177,12;322,33;22,66;<LOD;12,72;380,01;16,27;31,11;6,57;<LOD;0,73;<LOD;5,65;<LOD;3,68;32,5;5,82;221,68;21,98;135,92;18,56;652267,81;1876,03;16,78;1,31;53,15;1,8;<LOD;41,19;<LOD;1,5;<LOD;1,5;<LOD;1,5;41248,78;507,86;957,79;139,2;222788,89;976,64;702,3;26,43;<LOD;1460,78
1090;01.06.2007 01:19;TestAll Geo;300,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;284,88;3,87;35,63;1,55;4,58;2,39;19,03;1;4,04;0,64;19,08;2,34;<LOD;1,7;5,37;2,9;<LOD;31,04;<LOD;0,22;43,39;5,84;<LOD;33,91;36,55;8,97;41,25;8,27;<LOD;97,53;47360,27;220,97;1853,66;58,15;186,73;12,33;51,04;16,22;4854;55,59;<LOD;2,34;4971,87;77,41;12574,34;170,05;211,79;118,86;322,85;22,72;<LOD;12,75;380,05;16,29;30,94;6,58;<LOD;0,74;<LOD;5,68;<LOD;3,6;28,48;5,74;214,15;21,97;132,93;18,61;646998,81;1943,88;17,86;1,33;53,52;1,8;<LOD;40,15;<LOD;1,5;<LOD;1,5;<LOD;1,5;42572,32;520,49;984,5;140,3;226127,03;1092,29;706,6;26,5;<LOD;1507,51
1091;01.06.2007 01:29;TestAll Geo;300,6;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;122,76;3,38;402,21;4,7;<LOD;4,68;35,49;1,08;3,59;0,67;<LOD;2,91;<LOD;1,89;<LOD;3,65;<LOD;33,1;0,29;0,16;87,11;7,1;<LOD;37,57;31,67;9,61;14,24;8,7;<LOD;101,06;43332,23;222,62;607,55;42,45;34,82;9,72;70,71;15,69;3571,7;47,5;<LOD;5,84;48579,55;205,86;23495,91;212,86;981,08;155,72;1132,52;29,83;<LOD;14,65;426,37;18,68;43,86;7,53;<LOD;0,84;<LOD;6,28;<LOD;4,08;47,86;6,91;199,72;23,89;123;20,25;669850,94;2246,08;12;1,32;25,64;1,63;<LOD;46,17;<LOD;1,5;<LOD;1,5;<LOD;1,5;18958,29;429,69;24849,23;355,75;139630,91;787,67;2307,15;41,9;3845,84;1496,57
1092;01.06.2007 01:36;TestAll Geo;300,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;99,57;3,33;339,26;4,67;<LOD;4,73;31,07;1,09;2,71;0,69;<LOD;3,17;<LOD;2,3;4,07;2,69;<LOD;37,46;<LOD;0,25;110,83;8,3;<LOD;44,25;32,04;11,05;<LOD;14,7;<LOD;111,73;45523,78;246,07;492,57;43,3;35,16;8,32;40,93;12,25;1609,35;44,98;<LOD;5,33;44375,29;186,3;16963,61;174,74;543,4;129,66;840,78;30,71;<LOD;15,04;325,62;19,37;24,88;7,97;<LOD;0,87;<LOD;7,02;<LOD;4,69;26,68;7;133,42;25,19;91,28;21,69;665212,13;2456,3;13,48;1,43;29,1;1,77;<LOD;47,12;<LOD;1,5;<LOD;1,5;<LOD;1,5;15366,21;437,47;30029,02;420,67;140549,92;830,9;1774,77;44,38;<LOD;2516,03
1093;01.06.2007 01:44;TestAll Geo;300,2;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;125,16;3,41;415,43;4,78;<LOD;4,76;37,56;1,11;3,46;0,68;<LOD;2,94;<LOD;1,89;3,73;2,48;<LOD;32,58;0,36;0,16;89,21;7,16;<LOD;37,74;43,78;9,99;<LOD;13,17;<LOD;103,05;46173,34;230,3;582,73;42,45;38,4;9,74;36,67;15,58;3684,18;49,66;<LOD;5,9;48276,41;208,18;23424,22;215,61;990,98;157,75;1150,49;30,11;<LOD;14,71;396,44;18,75;42,94;7,66;<LOD;0,84;<LOD;6,36;<LOD;4,13;45,58;6,99;206,85;24,11;114,83;20,23;666392,13;2301,34;11,12;1,31;28,7;1,68;<LOD;46,58;<LOD;1,5;<LOD;1,5;<LOD;1,5;18333,93;433,3;25167,31;364,85;140234,83;788,56;2408,05;43,54;<LOD;2292,77
1094;01.06.2007 01:53;TestAll Geo;300,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;88,6;3,15;265,99;4;<LOD;4,79;41,33;1,18;3,03;0,68;3,48;2,07;<LOD;2,14;<LOD;3,85;<LOD;35,03;<LOD;0,24;59,32;6,87;<LOD;39,66;24,39;10,17;<LOD;13,81;<LOD;106,8;45866,41;237,86;354,21;39,1;24,71;7,34;40,75;9,76;1945,56;36,73;3,86;1,39;7262,37;71,71;12597,33;133,94;<LOD;124,16;484,38;27,67;<LOD;15,2;398,09;19,45;35,52;7,86;<LOD;0,88;<LOD;6,94;<LOD;4,49;28,78;6,82;216,01;25,77;138,64;21,87;768224,69;1680,47;8,81;1,32;21,74;1,67;<LOD;46,5;<LOD;1,5;<LOD;1,5;<LOD;1,5;17405,03;348,58;684,9;163,57;122669,7;739,63;1099,72;32,88;<LOD;1576,59
1095;01.06.2007 01:59;TestAll Geo;300,11;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;89,38;3,26;276,67;4,2;<LOD;4,99;42,1;1,23;<LOD;202,57;3,48;2,13;<LOD;2,18;<LOD;6,93;<LOD;35,98;0,43;0,17;68,19;7,31;<LOD;41,92;21,88;10,64;19,29;9,79;<LOD;110,17;46454,18;246,23;451,25;42,41;27,34;7,05;32,24;9,29;1790,59;35,08;<LOD;2,08;7777,4;72,49;12039,6;129,28;<LOD;119,08;510,63;28,96;<LOD;15,73;395,44;19,98;44,66;8,18;<LOD;0,89;<LOD;7,22;<LOD;4,75;30,31;7,05;222,67;26,92;145,38;22,87;759311,5;1760,36;9,51;1,37;23,73;1,75;<LOD;49,29;<LOD;1,5;<LOD;1,5;<LOD;1,5;17656,56;359,22;1285,27;175,58;127571,47;767,63;1379,81;35,34;<LOD;1641,55
1096;01.06.2007 02:14;TestAll Geo;300,55;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;85,94;3,03;225,31;3,72;<LOD;4,67;37,39;1,13;2,19;0,65;3,58;2,07;<LOD;2,09;<LOD;6,5;<LOD;35,23;0,36;0,16;60,96;6,76;<LOD;38,97;19,55;10,1;17,14;9,3;<LOD;102,46;39304,38;221,32;366,88;38,95;12,44;6,89;39,02;9;1711,49;33,74;2,7;1,41;8076,68;72,65;10073,18;118,9;<LOD;644,09;534,85;28,75;51,85;10,98;488,95;20,88;70,26;8,48;<LOD;0,92;<LOD;7,08;<LOD;4,49;35,83;7,19;268,05;27,16;179,04;23,02;758727,94;1714,01;9,71;1,32;19,62;1,62;<LOD;43,52;<LOD;1,5;<LOD;1,5;<LOD;1,5;19329,19;362,99;1807,26;175,03;138212,16;798,82;895,74;31,96;<LOD;1564,17
