Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
719;02.11.2023 12:01;TestAll Geo;330,15;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;521,45;295,12;53,71;1012,94;169,07;742,32;117,52;858,11;81,24;1511,18;272,4;<LOD;143,64;<LOD;406,91;<LOD;319,75;24,39;8,71;264,29;112,29;4723;1077,48;780,3;230,57;<LOD;337,98;1541,75;463,86;<LOD;700,06;7726,77;1404,95;<LOD;601,88;278,9;120,82;1361,07;389,04;62,39;25,36;900,74;489,97;1844,84;864,11;<LOD;38009,2;<LOD;1993,62;6238,09;2118,38;15383,89;5340,44;6148,03;2502,33;743,2;236,92;<LOD;552,43;<LOD;365,42;12683,91;4489,55;<LOD;1118,3;<LOD;1151,46;905900,13;48759,48;<LOD;157,38;152,51;72,8;<LOD;5445,68;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;18587,05;<LOD;8352,13;<LOD;6950,29;<LOD;860,48;<LOD;57024,66
720;02.11.2023 12:06;TestAll Geo;330,15;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;547,85;310,45;53,7;1102,81;174,67;769,68;120,19;873,14;81,58;1373,99;246,06;<LOD;133,47;<LOD;404,31;<LOD;327,14;24,42;8,56;278,86;109,92;5516,51;1148,44;537,6;181,32;<LOD;313,9;1699,18;475,97;766,26;477,27;6359,02;1451,28;1112,12;223,65;237,1;103,54;1043,25;316;50,77;21,74;622,87;377,65;<LOD;769,55;<LOD;30599,39;<LOD;2358,79;<LOD;1983,74;15285,84;4700,64;5852,33;2167,06;431,13;175,9;<LOD;589,58;<LOD;495,02;9768,18;3531,53;<LOD;1197,2;<LOD;976,17;890140,69;42717,46;<LOD;166,95;167,9;75,01;<LOD;5694,44;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;22816,27;<LOD;6800,78;<LOD;5310,17;<LOD;719,6;<LOD;47568,86
721;02.11.2023 12:12;TestAll Geo;330,11;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;451,49;291,3;47,4;1191,52;169,42;907,77;119,35;747,27;70,69;1143,1;200,84;<LOD;117,05;<LOD;340,98;1630,81;490,78;28,54;8,33;363,5;115,4;5531,23;1078,47;292,98;129,66;371,66;222,04;2757,33;584,42;<LOD;378,15;5544,27;1213,2;629,1;148,36;246,13;80,8;887,03;245,07;46,42;17,55;778,48;355,28;<LOD;647,91;<LOD;19681,44;<LOD;1896,95;4729,86;1793,16;17148,14;5159,37;6485,42;2369,56;706,15;217,67;<LOD;545,68;<LOD;395,22;11851,7;4006,84;<LOD;1175,34;<LOD;1118,23;624746,88;42244,39;<LOD;139,69;218,66;68,79;<LOD;4731,81;<LOD;1,5;<LOD;1,5;<LOD;1,5;141606,39;22338,02;<LOD;4217,67;141479,75;18547,49;4015,21;676,87;40999,14;13686,35
722;02.11.2023 12:18;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,06;2,78;200,8;3,16;<LOD;4,9;162,44;3,32;5,07;0,72;27,05;3,47;<LOD;2;12,15;2,92;<LOD;31,49;0,31;0,15;145,8;7,9;<LOD;35,31;<LOD;14,3;109,53;16,59;<LOD;102;43085,89;211,22;625,62;40,73;213,03;11,63;131,96;7,34;4659,42;48,82;25,75;2,75;21592,45;137,01;28566,16;210,72;313,67;107,84;647,74;26,01;34,84;9,03;461,28;17,11;66,69;7;<LOD;0,79;<LOD;6,96;<LOD;4,12;36,51;5,98;275,18;23,3;164,87;19,02;522018,63;3119,63;15,9;1,62;25,67;1,91;<LOD;47,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;169256,33;1810,45;1586,18;74,55;189997,17;941,32;5006,49;52,3;<LOD;1729,44
723;02.11.2023 12:23;TestAll Geo;330,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,51;2,75;204,07;3,13;<LOD;4,85;157,75;3,23;5,56;0,72;27,49;3,42;<LOD;1,95;11,86;2,87;<LOD;31,25;0,43;0,15;151,84;7,88;<LOD;35,09;32,67;8,67;124,09;16,41;<LOD;99,48;43230,82;207,73;611,78;39,81;215,2;11,62;135,99;7,34;4635,89;48,42;24,1;2,73;21576,79;136,62;28427,19;209,77;340,38;108,2;674,24;26,17;36,76;9,05;474,17;17,22;63,81;6,98;<LOD;0,78;<LOD;7;<LOD;4,15;40,08;6,05;273,97;23,39;166,94;19,13;519746,66;3124,24;16,88;1,6;25,19;1,86;<LOD;47,43;<LOD;1,5;<LOD;1,5;<LOD;1,5;170334,88;1815,57;1620,99;74,88;191168,45;937,58;4999,78;52,22;<LOD;1750,89
724;02.11.2023 12:29;TestAll Geo;330,3;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,94;2,75;198,84;3,1;<LOD;4,84;157,15;3,22;4,95;0,71;28,35;3,43;<LOD;1,87;10,55;2,86;<LOD;31,66;0,34;0,15;148,37;7,82;<LOD;34,18;28,02;8,56;112,91;16,3;<LOD;99,81;42754,93;207,3;617,77;39,99;207,21;11,79;141,69;7,48;4649,28;49,06;22,83;2,79;22033,09;140,25;28829,48;214,64;435,87;112,9;670;26,17;42,1;9,09;482,25;17,32;72,21;7,07;<LOD;0,78;<LOD;6,92;<LOD;4,03;45,16;6,16;274,19;23,27;175,63;19,13;515436,63;3124,71;15,11;1,58;25,23;1,87;<LOD;46,68;<LOD;1,5;<LOD;1,5;<LOD;1,5;173527,72;1820,9;1588,41;73,83;192232,11;934,17;4960,84;51,6;<LOD;1722,44
725;02.11.2023 12:35;TestAll Geo;330,17;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,69;2,73;201,45;3,1;<LOD;4,86;159,66;3,25;6,11;0,73;26,4;3,39;<LOD;1,92;14,67;2,9;<LOD;31,01;0,38;0,15;149,99;7,82;<LOD;34,61;31,63;8,61;118,35;16,23;<LOD;98,82;43236,93;207,3;638,67;40,14;211,68;11,52;141,87;7,29;4645,57;48,01;24,19;2,73;21945,08;136,47;28711,55;208,86;400,07;109,08;642,41;25,92;43,15;9,05;477,68;17,21;63,43;6,96;<LOD;0,77;<LOD;7;<LOD;4,1;45,58;6,15;283,63;23,34;159,76;18,93;514716,56;3155,16;17,18;1,61;24,87;1,86;<LOD;48,47;<LOD;1,5;<LOD;1,5;<LOD;1,5;173805,13;1835,5;1598,03;74,28;192509,86;939,06;4983,47;51,96;<LOD;1759,29
726;02.11.2023 12:41;TestAll Geo;330,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;105,63;2,72;204,24;3,12;<LOD;4,83;160,73;3,25;5,35;0,71;25,81;3,35;<LOD;1,87;14,44;2,88;<LOD;31,31;0,5;0,15;157,24;7,97;<LOD;35,2;34,5;8,66;97,17;16,06;<LOD;99,85;43193,75;207,15;619,1;39,75;211,5;11,83;137,89;7,53;4683,31;49,25;25,45;2,82;22170,16;140,76;29163,59;215,87;506,16;115,01;642,81;25,64;26,31;8,87;456,1;16,84;61,58;6,85;<LOD;0,77;<LOD;6,91;<LOD;4,11;42,29;6,01;270,45;23,29;172,92;19,14;506355,16;3183,45;16,16;1,6;25,04;1,87;<LOD;47,38;<LOD;1,5;<LOD;1,5;<LOD;1,5;177977,48;1878,69;1588,94;75,08;195848,84;963,09;5052,48;52,72;<LOD;1761,17
727;02.11.2023 12:46;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,1;2,77;203,32;3,15;<LOD;5;161,99;3,29;5,39;0,72;26,84;3,42;<LOD;1,91;12,76;2,9;<LOD;31,45;0,4;0,15;159,88;8,08;<LOD;34,66;36,43;8,82;124,08;16,5;<LOD;99,94;43372,06;209,96;583,32;39,75;209,49;11,63;147,14;7,39;4611,89;48,32;27,03;2,77;21880,74;137,79;28963,53;211,93;422,02;110,91;646,34;26,02;46,57;9,1;492,43;17,39;66,71;7,02;<LOD;0,78;<LOD;7,11;<LOD;4,16;40,6;6,07;261,99;23,36;171,28;19,27;507095,66;3220,71;16,33;1,62;24,1;1,88;<LOD;48,39;<LOD;1,5;<LOD;1,5;<LOD;1,5;178307,23;1879,21;1711,25;75,88;195167,98;950,53;5072,19;52,75;<LOD;1777,52
728;02.11.2023 12:52;TestAll Geo;330,37;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,22;2,76;203,76;3,16;<LOD;4,95;158,66;3,27;5,35;0,72;29,68;3,51;<LOD;1,99;13,88;2,98;<LOD;31,62;0,44;0,15;150,94;7,92;<LOD;34,3;33,22;8,73;111,67;16,38;<LOD;100,73;43203,69;209,79;630,8;40,61;208,01;11,46;139,43;7,27;4659,33;48,09;26,22;2,73;21840,66;135,9;29158;209,76;307,13;106,64;632,7;25,77;35,67;8,98;454,21;16,95;62,89;6,93;<LOD;0,77;<LOD;7,04;<LOD;4,02;38,93;5,99;281,06;23,31;156,38;18,88;505435,94;3220,74;16,52;1,61;24,32;1,87;<LOD;47,43;<LOD;1,5;<LOD;1,5;<LOD;1,5;178737,06;1877,73;1552,96;74,32;196468,13;950,93;5014,95;52,35;<LOD;1772,58
