Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Si;Si Error;Ti;Ti Error;Al;Al Error;Fe;Fe Error;Mn;Mn Error;Mg;Mg Error;Ca;Ca Error;K;K Error;P;P Error;S;S Error;V;V Error;Cr;Cr Error;Ni;Ni Error;Cu;Cu Error;Zn;Zn Error;Sr;Sr Error;Rb;Rb Error;Nb;Nb Error;Zr;Zr Error;Y;Y Error;Pb;Pb Error;Th;Th Error;U;U Error;Mo;Mo Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;W;W Error;Co;Co Error;Sc;Sc Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cl;Cl Error;Bal;Bal Error
2075;06.06.2024 11:02;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;185349,05;924,31;4604,14;57,19;161337,47;1772,15;43815,84;208,37;635,64;40,14;<LOD;1791,49;21730,38;169,13;29728,08;263,75;1743,19;78,14;453,9;137,77;142,3;9,04;212,89;14,35;117,1;16,16;25,55;8,47;158,44;7,97;206,6;3,13;163,46;3,26;15,24;1,58;107,2;2,73;24,29;1,86;28,65;3,43;5,26;0,71;<LOD;4,92;<LOD;1,5;<LOD;1,88;10,01;2,84;<LOD;30,89;0,32;0,15;<LOD;35,12;<LOD;98,98;27,46;3,4;610,4;20,72;23,3;7,21;462,99;13,76;63,54;5,59;<LOD;0,62;<LOD;5,44;<LOD;3,15;41,39;4,88;248,07;18,62;158,98;15,34;<LOD;47,11;<LOD;1,5;<LOD;1,5;<LOD;1,5;9632,42;73,53;528250,56;3089,46
2076;06.06.2024 11:10;TestAll Geo;330,62;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;227442,08;998,39;6988,15;66,35;141975,25;1370,96;45215,55;211,56;2103,64;59,8;<LOD;1255,66;2036,24;62,45;11246,15;171,3;2069,25;60,67;493,11;101,43;164,37;9,23;317,58;18,68;179,45;16,58;52,45;8,6;49,23;5,69;56,01;1,76;60,53;2,17;24,28;1,63;271,59;3,56;27,23;1,63;21,12;3,15;4,37;0,63;<LOD;3,56;<LOD;1,5;<LOD;1,64;7,4;2,6;<LOD;29,54;0,29;0,14;<LOD;32,68;<LOD;101,04;4,51;1,61;661,36;17,34;9,87;5,91;408,25;11,07;42,13;4,48;<LOD;0,5;<LOD;4,53;<LOD;2,42;32,46;3,9;361,71;16,88;220,93;13,65;<LOD;40,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;1724,02;27,55;552992,19;2482,81
2077;10.06.2024 11:11;TestAll Geo;330,4;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;184433,42;922,42;4692,05;57,9;159879,72;1755,42;43392,16;208,59;612,08;39,94;<LOD;1772,85;21843,56;170,48;29939,92;266,05;1710,11;77,36;411,34;137,61;133,25;9,06;218,69;14,5;124,59;16,41;28,47;8,57;156,96;7,97;204,59;3,14;160,36;3,26;14,97;1,59;108,34;2,75;26,01;1,88;28,28;3,46;5,54;0,72;<LOD;4,94;<LOD;1,5;<LOD;2,01;13,31;2,93;<LOD;31,82;0,45;0,15;<LOD;34,45;<LOD;99,73;26,22;3,42;642,67;20,76;29,75;7,2;457,14;13,64;60,28;5,54;<LOD;0,61;<LOD;5,46;<LOD;3,12;38,06;4,8;282,03;18,9;159,57;15,32;<LOD;47,79;<LOD;1,5;<LOD;1,5;<LOD;1,5;10092,49;75,42;530695,06;3069,45
2078;10.06.2024 11:27;TestAll Geo;330,01;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;247155,61;1206,56;3633,58;52,53;85360,52;1238,05;40647,46;216,69;284,89;36,27;<LOD;1734,39;3598,9;61,71;15636,55;154,06;<LOD;98,26;897,5;101,29;133,37;8,39;104,53;9,46;198,73;19,98;52,6;10,46;616,78;14,94;170,12;3,1;124,13;3,28;20,82;1,88;311,86;4,21;38,97;2,35;530,13;11;6,76;1,1;5,55;3,33;<LOD;1,5;<LOD;2,58;<LOD;17,89;<LOD;35,64;0,29;0,18;<LOD;42,03;151,55;62,76;<LOD;1,71;571,73;22,75;<LOD;11,49;353,32;14,4;36,54;5,95;<LOD;0,65;<LOD;6,23;<LOD;3,62;37,77;5,33;238,33;20,31;145,8;16,64;<LOD;65,87;<LOD;1,5;<LOD;1,5;<LOD;1,5;16805,8;115,88;566941,5;2718,9
2079;10.06.2024 11:34;TestAll Geo;330,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;264604,69;1184,95;5184,03;56,46;95676,92;1189,24;36779,42;193,26;303,04;34,17;<LOD;1429,14;4332,92;79,26;19741;199,6;131,37;54,23;877,62;124,13;140,05;8,16;161,81;12,85;195,15;17,73;50,01;9,15;536,26;13,11;154,57;2,78;120,62;3,04;19,57;1,74;359,92;4,17;33,98;2,11;462,28;9,67;7,2;1;5,21;3,08;<LOD;1,5;<LOD;2,13;<LOD;15,43;<LOD;31,76;0,39;0,16;<LOD;37,35;<LOD;95,97;<LOD;2,21;906,21;21,34;41,74;7,06;444,78;13,21;59,84;5,39;<LOD;0,59;<LOD;5,27;<LOD;2,99;41,67;4,73;316,95;18,75;201,44;15,31;<LOD;60,16;<LOD;1,5;<LOD;1,5;<LOD;1,5;6857,37;58,34;555712;2519,91
2080;10.06.2024 11:41;TestAll Geo;330,23;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;235631,14;1218,28;3269,72;47,25;81978,43;1266,69;46205,02;242,6;273,73;38,33;<LOD;1860,91;3104,01;54,88;15113,96;142,71;<LOD;112,83;941,41;95,12;136,06;8,6;100,46;8,54;202,47;21,58;36,41;11,03;579,23;15,35;161,84;3,19;138,58;3,61;24,42;1,99;315,32;4,44;36,9;2,41;417,9;10,36;6,73;1,09;5,65;3,59;<LOD;1,5;<LOD;2,9;20,78;8,18;<LOD;37,64;0,29;0,19;<LOD;47,18;<LOD;104,53;<LOD;1,5;367,7;22,74;<LOD;11,62;310,13;14,74;<LOD;8,92;<LOD;0,67;<LOD;6,72;<LOD;3,96;30,28;5,43;199,36;21,23;108,08;17,32;<LOD;67,29;<LOD;1,5;<LOD;1,5;<LOD;1,5;13394,24;101,44;577835,38;2796,3
2081;10.06.2024 11:49;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;270055,69;1144,73;4792,87;50,41;96490,77;1138,65;31896,26;174,14;311,91;32,32;<LOD;1386,94;4181,73;74,04;20634,47;191,49;183,77;49,99;438,91;102,71;105,95;7,08;76,47;11,23;103,08;15,43;<LOD;12,85;209,77;8,5;191,17;2,96;108,88;2,8;18,59;1,61;311,72;3,83;27,01;1,83;212,57;6,6;7,34;0,84;5,12;2,91;<LOD;1,5;<LOD;1,89;<LOD;10,7;<LOD;29,55;0,33;0,15;<LOD;32,99;<LOD;88,54;<LOD;2,02;479,17;18,65;<LOD;9,77;408,22;12,41;42,28;5,03;<LOD;0,56;<LOD;5;<LOD;2,8;38,29;4,47;242,57;17,1;151,6;14,05;<LOD;51,11;<LOD;1,5;<LOD;1,5;<LOD;1,5;4722,86;45,59;557619,13;2417,46
2082;10.06.2024 12:23;TestAll Geo;330,17;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;247748,81;1202,17;2927,79;40,36;80710,13;1100,15;32905,49;192,67;310,44;35,07;<LOD;1513,74;2084,58;43,58;12498,36;121,61;<LOD;86,15;272,93;67,88;92,21;6,91;19,08;7,12;74,69;17,53;<LOD;13,9;128,19;7,85;198,51;3,28;102,38;2,92;23,18;1,78;315,59;4,19;27,35;1,94;132,08;5,91;5,73;0,82;<LOD;4,52;<LOD;1,5;<LOD;2,26;8,74;4,68;<LOD;34,79;0,28;0,16;<LOD;37,73;<LOD;97,36;<LOD;1,19;301,4;21,68;<LOD;11,51;353,67;14,66;24,64;5,96;<LOD;0,67;<LOD;6,27;<LOD;3,61;44,5;5,55;213,45;19,85;116,93;16,17;<LOD;50,62;<LOD;1,5;<LOD;1,5;<LOD;1,5;5545,47;54,01;596783,94;2432,91
2083;10.06.2024 12:29;TestAll Geo;330,6;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;264503,66;1150,24;4962,09;52,18;96718,53;1166,34;36397,38;191,09;498,76;37,31;<LOD;1415,19;4313,57;72,16;18979,36;179,82;183,82;52,19;390,39;97,02;100,93;7,26;49,16;10,4;106,86;16,32;<LOD;13,97;209,78;8,81;239,25;3,38;121,16;3;21,2;1,7;405,32;4,41;32,55;1,98;227,55;7;7,15;0,88;5,65;3,14;<LOD;1,5;<LOD;2,06;15,47;5,56;<LOD;30,74;0,23;0,15;<LOD;34,99;<LOD;94,57;2,3;1,34;501,19;19,65;<LOD;10,24;393,4;12,92;41,04;5,26;<LOD;0,58;<LOD;5,32;<LOD;3,04;40,11;4,72;268,99;18,21;169,8;14,92;<LOD;53,79;<LOD;1,5;<LOD;1,5;<LOD;1,5;4952,38;47,57;557616,63;2463,56
2084;10.06.2024 12:36;TestAll Geo;330,57;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;307464,16;1181,77;6203,81;57,83;123627,8;1436,51;20170,43;138,88;953,99;42,41;2869,39;1118,76;33211,01;177,23;17942,6;183,79;1210,87;64,63;778,72;122,92;214,94;8,3;89,88;12,38;116,51;15,23;<LOD;13,18;185,45;7,98;317,39;3,75;111,58;2,75;25,7;1,66;322,71;3,97;33,74;1,84;57,78;4,06;6,69;0,74;10,4;3,1;<LOD;1,5;<LOD;1,75;7,65;3,24;<LOD;28,77;0,47;0,15;<LOD;32,34;<LOD;75,54;17,27;3,52;1023,34;19,84;<LOD;9,31;405,45;11,75;38,09;4,74;<LOD;0,53;<LOD;4,74;<LOD;2,63;38,33;4,24;262,42;16,65;167,96;13,68;<LOD;45,35;<LOD;1,5;<LOD;1,5;<LOD;1,5;2068,92;34,57;476249,59;2876,26
