Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cd;Cd Error;Ag;Ag Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
776;06.11.2023 16:05;TestAll Geo;330,37;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;201,16;4,04;397,56;4,92;10,44;3,4;68,16;2,71;6,13;0,81;23,96;3,8;<LOD;2,57;15,7;3,33;<LOD;39,28;0,32;0,17;46,16;6,82;<LOD;43,31;16,35;10,61;114,26;20,58;<LOD;111,29;51749,36;259,89;624,28;46,66;<LOD;8,6;<LOD;5,06;535153,63;2909,88;24,06;1,91;29,44;1,96;<LOD;52,64;<LOD;1,5;<LOD;1,5;<LOD;1,5;51,29;6,68;202,17;7,42;2251,18;38,6;2,1;1,04;5143,31;52,91;9168,7;95,76;<LOD;197,83;1145,07;34,15;<LOD;14,89;311,79;18,83;17,37;7,71;<LOD;0,87;32,27;7;198,82;26,68;118;21,93;110106,99;1412,52;1627,21;78,99;263361,66;1200,91;445,69;29,4;<LOD;1765,94
777;06.11.2023 16:18;TestAll Geo;330,31;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;209,4;3,67;404,42;4,44;9,86;3;63,93;2,34;5,44;0,7;18,92;3,24;<LOD;1,96;15,38;2,85;<LOD;31,18;<LOD;0,22;53,42;6,06;<LOD;34,11;<LOD;14,38;62,61;16,37;<LOD;105,32;47507,27;223,14;744,83;43,31;<LOD;7,24;<LOD;4,21;623438,63;2193,56;24,83;1,7;28,16;1,72;<LOD;45,25;<LOD;1,5;<LOD;1,5;<LOD;1,5;39,05;8,12;203,26;6,56;4174,13;40,54;3,42;1,34;7305,23;67,89;11995,55;117,04;154,53;68,85;1332,4;30,38;<LOD;13,23;397,61;16,97;35,27;6,84;<LOD;0,76;29,82;5,97;187,16;23,08;122,96;19,18;79255,06;1030,67;1721,29;65,78;211554,31;979,07;294,34;22,93;<LOD;1405,76
778;06.11.2023 16:26;TestAll Geo;330,47;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;275,44;3,46;78,24;1,94;<LOD;3,43;65,51;2,11;3,71;0,59;12,45;2,78;<LOD;1,71;<LOD;5,02;<LOD;28,13;<LOD;0,2;39,86;4,98;<LOD;29,96;<LOD;12,75;<LOD;26,14;<LOD;83,47;27192,36;157,56;540,76;34,9;<LOD;6,42;<LOD;3,78;586526;2021,78;16,76;1,47;22,08;1,51;<LOD;35,86;<LOD;1,5;<LOD;1,5;<LOD;1,5;12,33;7,67;76,12;4,8;2916,99;31,02;1,89;1,24;7127,48;63,16;6193,09;85,34;<LOD;140,82;450,4;23,43;<LOD;12,35;410,91;15,73;47,58;6,42;<LOD;0,71;39,09;5,68;227,27;21,1;143,07;17,38;54143,51;815,8;494,72;51,48;304720,78;1172,25;425,88;22,4;<LOD;1291,79
779;06.11.2023 16:32;TestAll Geo;330,13;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;278,37;3,65;69,29;1,95;<LOD;3,55;58,36;2,11;2,99;0,59;8,31;2,75;<LOD;1,74;4,3;2,26;<LOD;31,64;0,24;0,14;37,99;5,21;<LOD;33,49;<LOD;14,15;40,14;15,33;<LOD;65,8;22641,91;151,7;476,06;35,37;<LOD;7,32;<LOD;4,32;662952,94;1886,25;16,45;1,54;21,03;1,55;<LOD;35,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;88,71;12,99;69,63;4,41;1621,57;27,15;<LOD;1,91;11058,22;66,1;4371,89;64,64;110,19;49,61;490,61;26,16;<LOD;13,95;446,98;17,73;63,4;7,27;<LOD;0,8;38,7;6,28;249,39;23,66;145,52;19,32;36481,4;718;627,16;60,52;242989,08;1100,44;720,18;26,78;<LOD;1336,52
780;06.11.2023 16:39;TestAll Geo;330,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;168,11;3,4;222,84;3,51;<LOD;4,02;47,76;2,18;4,47;0,69;15,69;3,24;<LOD;2,08;7,53;2,71;<LOD;34,68;0,39;0,16;38,94;5,84;<LOD;36,93;18,39;9,36;75,43;17,57;<LOD;85,79;34467,65;199,94;513,7;40,15;<LOD;7,98;<LOD;4,78;689814,5;1974,84;17,98;1,68;23,46;1,67;<LOD;42,78;<LOD;1,5;<LOD;1,5;<LOD;1,5;17,2;5,97;115,47;5,31;2006,17;31,68;3,16;1,05;6354,14;53,18;7147,26;80,12;<LOD;162,04;1096,61;31,79;114,06;10,54;528,2;19,78;79,19;7,98;<LOD;0,88;38,89;6,77;344,4;27,36;244,33;22,64;55299,21;861,05;338,8;58,33;186784,61;987,45;529,38;26,08;<LOD;1354,21
781;06.11.2023 16:47;TestAll Geo;330,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;256,98;3,56;77,09;2,04;<LOD;3,63;63,06;2,18;2,76;0,59;9,36;2,82;<LOD;1,89;4,37;2,3;<LOD;29,64;0,28;0,14;34,19;5,14;<LOD;33,42;<LOD;14,16;45,16;15,51;<LOD;68,05;24242,31;157,69;467,06;35,3;<LOD;7,3;<LOD;4,34;637469,31;1999,38;15,32;1,53;19,22;1,54;<LOD;35,87;<LOD;1,5;<LOD;1,5;<LOD;1,5;90,58;13,91;67,67;4,66;1702,58;28,51;<LOD;2,09;12466,69;72,73;4917,31;70,26;183,02;54,58;332,7;24,9;<LOD;13,24;398,03;17,09;42,33;6,97;<LOD;0,77;40,76;6,25;186,96;22,71;118,67;18,82;40078,45;768,19;760,74;63,24;259941,16;1140,58;764,17;27,66;<LOD;1423,76
782;06.11.2023 16:54;TestAll Geo;330,26;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;166,4;3,26;240,53;3,48;3,93;2,62;48,4;2,11;4,54;0,66;16,46;3,16;<LOD;2,06;10,18;2,68;<LOD;32,27;0,42;0,15;36,05;5,48;<LOD;34,77;<LOD;14,74;83,44;16,61;86,24;55,27;34558,05;191,74;527,88;39,01;<LOD;7,54;<LOD;4,33;646631,75;2070,8;19,07;1,63;24,34;1,62;<LOD;40,9;<LOD;1,5;<LOD;1,5;<LOD;1,5;22,17;6,86;102,8;5,27;3275,07;34,35;<LOD;2,56;15477,74;88,04;8720,12;96,2;<LOD;152,33;1511,37;32,58;178,53;10,4;572,75;19,28;102,38;7,86;1,49;0,57;49,54;6,7;416,76;26,75;245,8;21,5;67924,25;943,52;485,86;54,88;205406,58;975,92;637,92;24,66;<LOD;1329,77
783;06.11.2023 17:02;TestAll Geo;330,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;216,68;3,43;278,48;3,55;4,98;2,6;55,65;2,1;<LOD;163,45;15,37;2,95;<LOD;1,72;8,94;2,49;<LOD;28,98;<LOD;0,21;38,83;5,32;<LOD;32,12;<LOD;13,49;<LOD;28,4;<LOD;97,43;39983,66;196,11;577,07;37,73;<LOD;6,78;<LOD;3,86;561950,5;2429,95;21,82;1,58;26,77;1,6;<LOD;39,86;<LOD;1,5;<LOD;1,5;<LOD;1,5;52,82;8,76;140,66;6,28;3937,74;40,02;<LOD;2,82;14475,51;97,08;12285,58;125,51;<LOD;113,12;710,36;25,59;<LOD;12,15;329,53;15,48;21,18;6,33;<LOD;0,71;34,88;5,74;194,44;21,42;100,66;17,44;98164,66;1190,46;1216,43;62,62;253800,55;1033,43;437,1;24,38;<LOD;1483,25
784;06.11.2023 17:09;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;260,26;3,69;267,11;3,52;6,83;2,72;63,48;2,21;4,2;0,63;17,73;3,07;<LOD;1,8;14,68;2,7;<LOD;29,59;0,35;0,15;31,3;5,16;<LOD;31,57;<LOD;13,49;<LOD;28,16;<LOD;98,04;40653,65;199,68;469,03;36,65;<LOD;6,52;<LOD;3,75;575415,38;2313,97;20,38;1,59;25,98;1,63;<LOD;40,28;<LOD;1,5;<LOD;1,5;<LOD;1,5;79,1;10,26;136,93;6,25;3968,24;40,09;3,47;1,6;8046,33;81,31;12723,54;137,53;<LOD;132,34;1048,77;25,81;<LOD;12,2;425,62;15,38;41,45;6,17;<LOD;0,68;36,13;5,45;295,47;22,22;179,12;18,11;94343,01;1119,09;1433,39;59,32;254601,95;1071,11;590,59;23,28;<LOD;1380,4
785;06.11.2023 17:15;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;207,8;3,46;265,16;3,57;5,91;2,71;60,06;2,21;4,17;0,64;18,71;3,15;<LOD;1,94;12,46;2,72;<LOD;30,78;<LOD;0,21;35,33;5,43;<LOD;33,68;<LOD;14,08;76,18;16,15;<LOD;100,64;42514,44;207,64;588,93;39,41;<LOD;7,07;<LOD;4,13;608170,94;2246,81;21,82;1,63;25,34;1,63;<LOD;40,53;<LOD;1,5;<LOD;1,5;<LOD;1,5;54,88;8,39;145,73;6,4;3942;40,48;2,58;1,39;7636,35;70,78;10010,14;111,77;<LOD;149,26;809,52;27,22;<LOD;12,88;359,46;16,41;27,17;6,67;<LOD;0,75;30,92;5,91;215,75;22,71;141,05;18,79;83324,05;1075,32;1038,01;61,37;229971,84;1022,86;662,37;25,77;<LOD;1406,19
786;06.11.2023 17:23;TestAll Geo;330,06;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;235,36;3,64;243,68;3,47;<LOD;4,05;60,6;2,25;4,86;0,67;14,32;3,05;<LOD;1,83;14,89;2,71;<LOD;31,05;0,52;0,16;36,47;5,43;<LOD;33,05;<LOD;14,17;92,91;16,1;<LOD;98,5;38014,32;198,93;446,58;37,4;<LOD;6,74;<LOD;3,84;616100,06;2140,78;18,83;1,61;24,04;1,64;<LOD;42,62;<LOD;1,5;<LOD;1,5;<LOD;1,5;43,45;8,87;126,3;5,71;3691,4;37,4;<LOD;2,2;8082,61;75,25;11054,86;120,38;<LOD;126,73;1296,87;28,07;74,85;8,8;475,61;16,43;68,55;6,69;<LOD;0,74;42,24;5,81;339,62;23,33;234,87;19,23;82756,24;1002,72;1002,52;53,79;229148,22;1009,76;288,22;20,61;<LOD;1240,03
787;06.11.2023 17:30;TestAll Geo;330,56;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;186,63;3,38;272,63;3,65;5,68;2,73;57,26;2,22;5,05;0,67;13,06;3,03;<LOD;1,98;11,55;2,62;<LOD;31,01;0,35;0,15;47,23;5,83;<LOD;34,18;<LOD;14,39;109,35;16,72;<LOD;104,03;45058,31;216,34;969,01;46,69;<LOD;7,01;<LOD;4,12;623200;2170,57;20,85;1,66;36,3;1,79;<LOD;42,39;<LOD;1,5;<LOD;1,5;<LOD;1,5;66,04;8,85;147,28;6,06;3641,84;37,78;5,21;1,81;12696,28;92,04;11706,41;123,79;<LOD;112,09;1280,5;29,61;99,61;9,44;525,17;17,79;85,35;7,24;<LOD;0,8;45,88;6,23;339,03;24,48;223,46;20,07;81570,3;1036,62;2870,94;73,12;206950,56;951,33;607,34;23,69;<LOD;1349,5
788;06.11.2023 17:36;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;168,98;3,23;217,71;3,3;4,33;2,63;53,98;2,17;4,54;0,66;17,33;3,14;<LOD;1,97;6,13;2,58;<LOD;31,48;0,49;0,15;44,1;5,79;<LOD;35,42;<LOD;14,6;95,89;16,73;<LOD;90,54;42610,21;211,32;810,68;44,27;<LOD;7,41;<LOD;4,32;625677,44;2170,28;19,07;1,63;27,78;1,68;<LOD;41,65;<LOD;1,5;<LOD;1,5;<LOD;1,5;74,04;8,48;164,77;6,47;3942,18;40,44;2,83;1,23;5569,04;62,4;10723,68;115,52;<LOD;102,71;1091,49;28,86;72,83;9,36;478,42;17,53;59,48;7,04;<LOD;0,78;39,69;6,14;351,69;25,64;207,65;20,75;82848,4;1036,8;527,52;54,44;214520,73;993,91;984,55;26,29;<LOD;1335,8
789;06.11.2023 17:48;TestAll Geo;330,17;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;197,49;3,52;241,87;3,55;5;2,79;59,75;2,31;5,08;0,69;16,17;3,2;<LOD;2,07;8,36;2,69;<LOD;32,87;<LOD;0,22;47,49;6,11;<LOD;36,52;<LOD;13,02;71,2;17,25;<LOD;99,46;48958,46;231,76;915,91;46,93;<LOD;7,55;<LOD;4,51;591318;2422,35;23,44;1,71;24,24;1,68;<LOD;44,51;<LOD;1,5;<LOD;1,5;<LOD;1,5;66,14;8,11;130,56;6,48;4018,74;42,04;<LOD;2;7281,68;69,04;11261,92;116,5;<LOD;164,92;691,44;27,66;<LOD;13,51;380,04;17,29;29,52;6,97;<LOD;0,77;36,18;6,28;228,6;24,3;108,4;19,59;90620,09;1161,47;2262,65;74,62;229302,16;1051,7;1005,28;28,73;<LOD;1545,26
790;06.11.2023 18:05;TestAll Geo;330,23;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;242,4;3,74;201,71;3,26;<LOD;4,03;59,88;2,29;4,68;0,68;18,27;3,26;<LOD;2,04;7,9;2,72;<LOD;32,17;0,41;0,16;29,17;5,52;<LOD;35,77;<LOD;14,65;80,99;17,14;<LOD;93,52;43218,07;217,61;446,98;38,67;<LOD;7,52;<LOD;4,45;614566,88;2241,48;21,97;1,69;23,96;1,68;<LOD;42,95;<LOD;1,5;<LOD;1,5;<LOD;1,5;62,16;7,82;143,36;6,19;3920,81;39,92;1,51;0,99;3727,99;52,59;15104,75;128,12;<LOD;157,8;1522,96;32,85;52,71;9,85;494,48;18,71;65,07;7,52;<LOD;0,84;40,88;6,54;283,66;25,37;172,58;20,74;80062,4;1049,84;564,6;57,27;224440,33;1033,91;625,58;25,8;<LOD;1390,02
791;06.11.2023 18:14;TestAll Geo;330,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;212,17;3,6;166,84;3,05;<LOD;3,92;57,03;2,27;3,55;0,66;16,31;3,27;<LOD;2,23;5,44;2,67;<LOD;34,72;0,4;0,16;24,24;5,44;<LOD;37,84;<LOD;13,76;111,8;18;<LOD;101,54;35857,71;202,84;436,65;38,94;<LOD;8,04;<LOD;4,63;641848;2194,53;20,56;1,7;18,82;1,62;<LOD;41,01;<LOD;1,5;<LOD;1,5;<LOD;1,5;46,97;6,73;136,95;5,97;2354,61;37,32;1,77;0,87;3448,84;45,63;11741,77;105,24;131,52;58,53;1900,49;36,07;136,89;10,67;544,17;19,9;85,28;8,04;1,02;0,59;39,49;6,78;371,31;27,97;223,87;22,66;74289,18;1011,42;597,62;60,4;211016,67;1029,68;809,65;27,51;<LOD;1403,27
792;06.11.2023 18:22;TestAll Geo;330,14;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;279,96;3,89;197,52;3,19;<LOD;4,04;70,12;2,38;4,73;0,68;17,4;3,21;<LOD;2,01;6,38;2,64;<LOD;31,15;0,5;0,16;26,97;5,45;<LOD;34,72;<LOD;14,8;62,1;16,59;<LOD;96,89;47803,89;226,07;465,74;38,99;<LOD;7,38;<LOD;4,34;656018,25;2055,45;25,18;1,7;22,31;1,65;<LOD;43,05;<LOD;1,5;<LOD;1,5;<LOD;1,5;51,73;7,9;128,9;5,78;3645,48;37,76;1,83;1,08;4589,81;56,32;12295,1;118,31;<LOD;150,66;1301,47;30,4;33,94;9,34;470,17;17,74;64,53;7,2;<LOD;0,8;40,59;6,26;290,97;24,83;163,44;20,15;66521,52;924,34;303,99;52,34;197287,17;1005,95;643,57;24,77;<LOD;1343,33
793;06.11.2023 18:29;TestAll Geo;213,71;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;278,56;4,1;192,42;3,33;<LOD;4,14;59,04;2,39;4,7;0,71;16,37;3,37;<LOD;2,33;4,94;2,74;<LOD;34,41;0,38;0,16;30,38;5,85;<LOD;38,27;20,64;9,81;62,69;18,31;99,18;64,91;42543,89;225,59;477,36;40,93;<LOD;8,24;<LOD;4,97;546057,94;146333,91;21,82;1,77;22,53;1,73;<LOD;45,31;<LOD;1,5;<LOD;1,5;<LOD;1,5;56,66;7,1;183,56;7,05;2314,07;39,8;1,38;0,89;3250,93;46,71;12123,13;111,28;<LOD;12230,31;1441,49;34,77;21,36;10,39;461,16;19,76;61,38;8,02;<LOD;0,88;42,82;7,07;253,07;27,15;148,68;22,19;124646,62;77529,3;<LOD;7401,08;201152,92;34109,85;<LOD;2259,79;<LOD;137326,06
794;06.11.2023 18:35;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;184,84;3,52;349,63;4,2;8,39;2,94;60,96;2,35;5,64;0,72;22,77;3,42;<LOD;2,1;20,72;3,07;<LOD;30,77;0,51;0,16;42,18;5,75;<LOD;34,33;<LOD;14,48;113,71;17,05;149;61,06;41298,68;211,22;713,38;43,37;<LOD;6,87;<LOD;3,91;566277,31;2354;22,45;1,71;32,94;1,81;<LOD;45,69;<LOD;1,5;<LOD;1,5;<LOD;1,5;77,23;9,39;194,22;6,58;4427,59;42,25;3,36;1,72;10895,41;88,05;14453,36;137,71;<LOD;112,7;2220,23;33,71;128,28;9,53;566,86;17,97;90,61;7,24;1,66;0,54;55,9;6,39;351,75;24,44;217,79;19,89;93511,04;1107,34;887,87;53,28;256424,33;1091,15;290,91;20,67;<LOD;1337,8
795;06.11.2023 18:44;TestAll Geo;330,45;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,94;2,74;200,79;3,1;<LOD;4,92;161,04;3,25;5,37;0,71;24,86;3,35;<LOD;1,95;11,86;2,82;<LOD;30,59;0,3;0,15;143,47;7,69;<LOD;34,19;<LOD;13,81;120,71;16,31;<LOD;99,37;42887,01;206,69;597,56;39,5;<LOD;6,98;<LOD;4,05;503889,31;3177,47;16,03;1,59;23,92;1,85;<LOD;47,1;<LOD;1,5;<LOD;1,5;<LOD;1,5;216,39;11,92;134,5;7,51;4713,75;49,5;23,9;2,79;21589,53;139,82;29241;217,18;388,56;112,49;652,22;25,69;25,81;8,87;460,94;16,88;59,28;6,84;<LOD;0,76;41,4;5,99;301,35;23,5;167,62;18,99;179647,3;1857,19;1623,42;73,7;198238,39;945,24;4703,88;50,21;<LOD;1725,16
796;07.11.2023 10:40;TestAll Geo;330,33;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,13;2,75;201,13;3,13;<LOD;4,92;160,9;3,28;5,32;0,72;26,47;3,42;<LOD;1,97;12,19;2,88;<LOD;30,75;0,33;0,15;149,53;7,86;<LOD;34,07;29,55;8,64;113,63;16,38;<LOD;100,05;43019,56;208,76;584,85;39,64;<LOD;7,11;<LOD;4,12;541060,25;2969,93;15,73;1,6;24,45;1,88;<LOD;47,74;<LOD;1,5;<LOD;1,5;<LOD;1,5;214,14;11,46;135,37;7,24;4616,96;47,79;24,18;2,66;20843,79;132,67;28364,29;206,59;463,18;109,49;620,83;25,62;38,37;8,96;465,67;16,99;57,32;6,86;<LOD;0,77;33,89;5,86;263,32;23,31;179,66;19,31;158070,89;1712,17;1466,95;72,34;184028,11;930,22;4544,45;49,46;<LOD;1689,92
797;07.11.2023 10:51;TestAll Geo;330,47;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;246,42;3,68;286,9;3,69;5,33;2,78;69;2,36;6,36;0,71;18,67;3,17;<LOD;1,92;13,48;2,74;<LOD;30,48;0,32;0,15;47,12;5,65;<LOD;33,2;<LOD;14,19;<LOD;29,04;<LOD;98,13;38201,97;196,08;453,33;36,51;<LOD;6,95;<LOD;4,04;587886,38;2310,85;23,56;1,67;27,78;1,7;<LOD;44,66;<LOD;1,5;<LOD;1,5;<LOD;1,5;40,19;8,39;116,82;5,95;4000,9;39,83;<LOD;1,61;4281,93;56,46;13566,56;125,78;<LOD;147,52;1427,01;29,68;<LOD;13,01;384,66;16,23;40,45;6,64;<LOD;0,73;35,6;5,87;279,13;23,39;176,58;19,17;81927,82;1067,64;422,53;54,4;256993,67;1094,45;373,92;24,19;<LOD;1426,15
798;07.11.2023 10:57;TestAll Geo;330,55;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;177,23;3,47;337,89;4,13;9,69;2,94;60,21;2,32;4,7;0,68;18,04;3,26;<LOD;2,05;21,62;3;<LOD;30,77;0,49;0,16;40,95;5,75;<LOD;35,23;28,61;9,03;89,66;17,07;137,67;60,24;40140,48;208,49;782,72;44,32;<LOD;7,41;<LOD;4,32;658577,75;2021,07;21,78;1,69;26,06;1,71;<LOD;43,16;<LOD;1,5;<LOD;1,5;<LOD;1,5;50,33;7,87;199,2;6,49;4227,71;40,97;1,99;1,15;5444,16;58,48;10777,67;109,41;<LOD;143,99;1970,77;34,34;91,32;9,84;512,49;18,47;79,84;7,51;<LOD;0,83;43,24;6,46;344,82;25,94;194,97;20,88;61397,82;884,53;669,08;54,97;204621,41;958,24;453,11;23,18;<LOD;1269,75
799;07.11.2023 11:06;TestAll Geo;330,27;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;175,73;3,51;327,42;4,14;9,26;2,96;56,38;2,34;6;0,74;22,13;3,46;<LOD;2,23;23,09;3,18;<LOD;34,68;0,51;0,17;34,44;5,72;<LOD;36,78;46,75;9,68;140,36;18,17;115,93;61,23;40233,03;212,3;533,02;41,06;<LOD;7,61;<LOD;4,53;613668,44;2229,54;21,36;1,73;28,66;1,77;<LOD;46,24;<LOD;1,5;<LOD;1,5;<LOD;1,5;84,22;8,42;168,5;6,87;5020,75;47,43;2,81;1,35;7120,4;69,05;12168,02;121,14;<LOD;148,93;2429,66;35,83;134,43;9,88;528,17;18,29;74,62;7,32;<LOD;0,81;36,29;6,2;421,53;27,89;283,83;22,83;73242,88;1002,43;978,75;59,89;231620,66;1069,01;516,92;24,48;<LOD;1391
800;07.11.2023 11:16;TestAll Geo;330,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;209,35;3,78;402,73;4,57;8,32;3,08;65,37;2,45;5,47;0,73;19,79;3,39;<LOD;2,1;29,81;3,26;<LOD;32,89;0,4;0,16;42,15;5,96;<LOD;36,37;39,61;9,35;85,87;17,25;<LOD;107,67;44110,16;221,96;556,81;41,62;<LOD;7,21;<LOD;4,15;640252,63;2156,95;24,55;1,76;27,67;1,78;<LOD;46,03;<LOD;1,5;<LOD;1,5;<LOD;1,5;73,43;8,88;177,31;6,76;4888,53;45,78;5,49;1,49;8159,62;75,26;13550;129,83;<LOD;109,16;2655,16;36,44;110,43;9,7;537,61;18,19;77,37;7,28;<LOD;0,8;35,9;6,14;342,31;25,96;217,22;21,2;64056,74;936,1;980,08;58,37;210284,56;977,13;643,47;24,83;<LOD;1367,32
801;07.11.2023 11:22;TestAll Geo;330,34;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;211,14;3,71;409,71;4,5;7,85;3,02;67,65;2,43;6,23;0,73;21,88;3,38;<LOD;1,96;28,24;3,19;<LOD;31,73;0,51;0,16;50,5;6,02;<LOD;33,64;46,48;9;<LOD;29,13;<LOD;107,47;47584,39;225,25;876,28;46,21;<LOD;6,56;<LOD;3,74;596058,94;2237,65;24,7;1,73;29,35;1,77;<LOD;46,89;<LOD;1,5;<LOD;1,5;<LOD;1,5;108,55;11,05;202,82;7,09;5286,59;47,75;4,29;1,94;11568,14;99,29;18694,96;167,65;224,31;93,24;2349,94;32,08;60,33;8,6;459,11;15,99;57,18;6,45;<LOD;0,71;41,47;5,69;326,7;23,35;209,6;19,11;81174,87;1037,22;1890,56;63,11;229223,13;999,44;354,81;21,82;<LOD;1344,26
802;07.11.2023 11:42;TestAll Geo;330,19;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;180,36;3,46;310,47;3,97;7,07;2,97;73,05;2,49;5,69;0,72;20,38;3,35;<LOD;2,05;15,45;2,92;<LOD;31,96;0,54;0,16;43,07;5,77;<LOD;34,18;32,24;8,85;124,74;17,1;<LOD;103,8;40925,18;210,52;463,56;38,85;<LOD;6,84;<LOD;3,84;607064,88;2185,16;22,16;1,71;25,95;1,74;<LOD;46,45;<LOD;1,5;<LOD;1,5;<LOD;1,5;69,77;9,18;124,13;5,91;4032,8;39,9;2,41;1,46;7707,87;75,48;13222,73;132,06;<LOD;124,1;2307,47;32,93;108,63;9,1;507,75;16,89;77,62;6,86;<LOD;0,75;44,75;5,94;368,65;24,52;229,85;19,94;83886,15;1013,99;1211,78;54,9;230888,09;1021,72;278,51;19,91;<LOD;1238,43
803;07.11.2023 11:52;TestAll Geo;330,11;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;186,05;3,49;336,91;4,09;6,14;3;79,18;2,55;6,16;0,73;20,28;3,32;<LOD;2,04;13,22;2,85;<LOD;32,27;0,23;0,15;46,08;5,97;<LOD;35,61;27,71;8,91;89,3;16,95;<LOD;108,07;48628,63;227,17;461,61;38,92;<LOD;7,22;<LOD;4,21;593203,06;2329,02;23,39;1,71;29,24;1,79;<LOD;46,66;<LOD;1,5;<LOD;1,5;<LOD;1,5;85,38;9,15;140,74;6,6;4503,43;44,27;3,89;1,44;7307,95;73,65;13439,77;132,64;<LOD;148,33;1600,79;30,8;<LOD;13,18;412,03;16,61;38,29;6,67;<LOD;0,74;35,85;5,92;259,02;24,21;167,24;19,95;84693,85;1102,79;996,28;60,25;235035,09;1044,42;433,76;24,51;<LOD;1436,41
804;07.11.2023 12:02;TestAll Geo;330,4;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;177,94;3,48;331,81;4,11;6,7;3,02;76,42;2,52;4,89;0,7;24,5;3,46;<LOD;2,04;12,99;2,96;<LOD;31,75;0,46;0,16;55,03;6,22;<LOD;34,75;27,63;8,83;95,51;17,01;<LOD;109,94;49057,07;231,12;567,75;41,46;<LOD;6,81;<LOD;3,9;602930;2227,44;23,36;1,73;27,54;1,78;<LOD;45,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;88,73;9,75;136,71;6,33;4209,92;41,97;3,81;1,48;6994,13;75,33;13933,04;139,96;<LOD;132,97;2073,03;32,71;65,98;9,11;477,56;17,05;63,35;6,88;<LOD;0,77;35,59;5,89;320,62;23,98;194,01;19,51;81710,15;1031,34;695,35;52,31;230586,61;1018,31;291,16;21,55;<LOD;1340,7
