Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cd;Cd Error;Ag;Ag Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
758;06.11.2023 12:58;TestAll Geo;330,26;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;166,84;3,16;227,43;3,31;<LOD;3,71;57,4;2,14;3,24;0,6;14,13;2,97;<LOD;1,9;<LOD;3,57;<LOD;31,7;<LOD;0,21;57,42;5,85;<LOD;34,54;20,59;8,68;60,48;16,03;<LOD;75,9;30477,63;175,64;636,89;38,51;<LOD;7,02;<LOD;4,16;501352,97;2554,86;17,79;1,57;20,62;1,55;<LOD;37,79;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;10,32;133,32;5,97;2000,79;35,4;2,8;1,49;12173,32;76,14;8977,12;93,59;111,38;58,65;48,62;22,17;<LOD;11,05;157,88;14,19;<LOD;8,74;<LOD;0,65;21,52;5,56;86,57;19,92;61,44;16,78;67613,12;1086,4;2441,16;83,71;352496,19;1267;1028,25;31,83;<LOD;1760,86
759;06.11.2023 13:06;TestAll Geo;37,6;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;276,74;4,45;72,33;2,41;<LOD;4,38;66,9;2,72;3,52;0,74;9,21;3,41;<LOD;1,86;5,06;2,8;<LOD;35,81;<LOD;0,25;26,5;6,01;<LOD;39,88;<LOD;16,27;<LOD;33,71;<LOD;106,62;27428,98;203,46;521,96;44,71;<LOD;11,42;<LOD;9,48;965459,69;476,43;15,34;1,87;22,52;1,95;<LOD;46,01;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;128,25;<LOD;103,68;1772,13;376,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
760;06.11.2023 13:13;TestAll Geo;330,32;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;190,99;2,96;86,04;1,99;<LOD;3,4;72,48;2,17;4,03;0,59;11,15;2,68;<LOD;1,54;5,67;2,2;<LOD;27,82;0,23;0,13;43,29;5;<LOD;29,55;<LOD;12,56;<LOD;26,05;<LOD;83,22;28184,47;158,44;1143,12;43,74;<LOD;6,15;<LOD;3,6;577647,31;2054,5;16,98;1,47;22,97;1,52;<LOD;36,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;26,41;8,58;87,6;5,08;2995,71;32,11;<LOD;1,64;4474,47;57,6;12772,41;123,44;172,14;70,47;297,04;21,45;<LOD;11,65;394,28;14,83;39,18;6,02;<LOD;0,67;33,65;5,29;212,68;20,06;130,07;16,51;55698,34;840,94;514,62;51,94;306649,59;1167,41;791,1;24,85;<LOD;1320,42
761;06.11.2023 13:26;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;199,43;3,08;91,78;2,09;<LOD;3,53;71,5;2,2;3,9;0,59;10,4;2,71;<LOD;1,57;5,5;2,22;<LOD;26,76;<LOD;0,19;47,21;5,16;<LOD;28,91;<LOD;12,25;<LOD;25,91;<LOD;85,97;28770,51;162,98;779,47;39,27;<LOD;5,94;<LOD;3,36;554321,5;2131,37;16,48;1,48;22,63;1,54;<LOD;37,16;<LOD;1,5;<LOD;1,5;<LOD;1,5;37,05;9,41;103,06;5,16;3112,99;32,56;2,42;1,27;5513,56;65,84;14459,36;135,98;268,3;78,97;309,31;20,98;<LOD;11,37;397,85;14,48;44,46;5,92;<LOD;0,65;36;5,2;228,53;19,38;145,57;15,97;63721,37;886;1149,82;55,71;319965,72;1196;1024,28;24,97;<LOD;1302,17
762;06.11.2023 13:37;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;182,17;2,96;100,88;2,16;<LOD;3,66;77,73;2,25;3,58;0,58;14,4;2,81;<LOD;1,62;6,1;2,31;<LOD;27,68;0,28;0,13;55,55;5,48;<LOD;30,28;<LOD;13,05;<LOD;26,29;<LOD;91,77;37163,89;183,36;918,25;41,6;<LOD;6,34;<LOD;3,64;545930,13;2176,72;18,04;1,49;25,03;1,57;<LOD;37,08;<LOD;1,5;<LOD;1,5;<LOD;1,5;37,87;8,99;93,66;5,28;3115,91;33,33;<LOD;2,09;7427,13;73,19;13237,03;129,88;259,14;77,42;136,64;20,43;<LOD;11,11;327,07;14,21;17,52;5,78;<LOD;0,65;33,47;5,25;189,93;19,93;113,75;16,41;64569,75;921,87;2417,58;69,1;315574,59;1150,84;949,59;25,54;<LOD;1404,2
763;06.11.2023 13:44;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;238,54;3,29;95,09;2,12;<LOD;3,5;67,64;2,15;3,83;0,59;13,65;2,81;<LOD;1,64;4,33;2,27;<LOD;28,27;0,38;0,14;48,4;5,26;<LOD;30,88;<LOD;13,3;<LOD;27,3;<LOD;85,43;29086,61;163,55;781,51;39,37;<LOD;6,65;<LOD;3,93;580862,19;2056,82;14,94;1,47;21,15;1,51;<LOD;37;<LOD;1,5;<LOD;1,5;<LOD;1,5;26,17;7,79;78,65;4,89;2895,56;31,19;3,07;1,29;7428,74;65,37;7345,22;92,58;147,88;63,19;526,53;24,01;<LOD;12,6;431,48;16;54,77;6,52;<LOD;0,72;39,01;5,71;232,92;21,65;147,68;17,85;53462,25;832,01;831,54;56,29;306086,31;1175,93;742,71;24,72;<LOD;1331,56
764;06.11.2023 13:53;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;247,25;3,32;90,03;2,06;<LOD;3,44;66,97;2,16;4,76;0,62;15,86;2,88;<LOD;1,65;<LOD;3,43;<LOD;28,71;0,32;0,14;41,76;5,07;<LOD;30,59;<LOD;12,93;<LOD;26,84;<LOD;85,65;29238,18;163,29;811,39;39,68;<LOD;6,57;<LOD;3,76;579093,5;2041,36;15,12;1,47;22,52;1,53;<LOD;38,39;<LOD;1,5;<LOD;1,5;<LOD;1,5;19,69;8,17;74;4,86;2839,71;30,84;2,53;1,36;7880,9;69,16;7563,41;96,47;246,34;69,14;559,82;23,5;<LOD;12,31;452,3;15,7;55,99;6,36;<LOD;0,69;33,94;5,45;275,21;21,8;182,73;17,98;55330,91;829,12;803,29;53,83;306048,78;1175,13;812,16;24,04;<LOD;1280,04
765;06.11.2023 14:04;TestAll Geo;330,53;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;255,41;3,42;88,98;2,09;<LOD;3,54;63,14;2,12;3,4;0,59;23,6;3,13;<LOD;1,66;5,97;2,55;<LOD;28,32;0,23;0,14;38,75;5,05;<LOD;30,65;<LOD;13,04;<LOD;27,65;<LOD;86,4;28390,13;163,89;755,04;39,65;<LOD;6,28;<LOD;3,54;561908,06;2128,52;14,63;1,48;21,23;1,52;<LOD;36,73;<LOD;1,5;<LOD;1,5;<LOD;1,5;19,89;8,59;72,9;4,88;3100,19;32,41;2,51;1,49;8924,48;75,39;7421,96;98,79;247,96;72,29;609,67;23,15;27,53;8,06;438,51;15,19;46,66;6,11;<LOD;0,68;37,78;5,38;299,4;21,38;187,54;17,48;60041,48;879,8;927,12;55,39;318380,31;1210,78;1369,39;27,21;<LOD;1319,01
766;06.11.2023 14:14;TestAll Geo;330,51;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;203,83;3,05;109,85;2,21;<LOD;3,31;53,82;1,94;3,34;0,56;8,64;2,59;<LOD;1,51;4,51;2,1;<LOD;27,16;0,3;0,13;28,73;4,4;<LOD;28,37;<LOD;12,32;<LOD;25,84;<LOD;68,62;16582,65;121,51;388,47;30,97;<LOD;5,7;<LOD;3,18;547725,25;2033,66;12,03;1,39;15,27;1,36;<LOD;33,69;<LOD;1,5;<LOD;1,5;<LOD;1,5;53,12;11,76;66,59;4,03;2429,91;25,8;<LOD;1,88;7249,14;64,25;7395,11;91,7;<LOD;114,88;686,55;21,93;32,63;7,54;462,41;14,31;60,68;5,8;<LOD;0,64;43,87;5,12;274,99;19,46;178,21;16,01;60228,48;792,22;383,32;42,14;350961,38;1284,41;454,53;18,88;<LOD;1138,19
767;06.11.2023 14:25;TestAll Geo;330,38;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;259,21;3,34;112,66;2,23;<LOD;3,32;54,24;1,91;<LOD;134,99;10,03;2,62;<LOD;1,5;4,52;2,13;<LOD;27,47;0,25;0,13;31,98;4,51;<LOD;28,44;<LOD;12,12;<LOD;25,29;<LOD;70,51;17847,16;125,59;357,86;30,06;<LOD;5,59;<LOD;3,14;530784,06;2151,4;13,88;1,4;18,62;1,4;<LOD;32,8;<LOD;1,5;<LOD;1,5;<LOD;1,5;55,67;12,3;73,84;4,28;2594,75;27,32;<LOD;3,12;20807,1;108,64;8012,94;99,62;265,05;73,97;380,45;19,92;<LOD;10,43;367,18;13,27;30,49;5,4;<LOD;0,6;36,21;4,84;208,3;18,28;136,22;15,15;60638,86;871,33;2113,94;63,71;349907,72;1246,43;1020,92;24,66;<LOD;1346,14
768;06.11.2023 14:36;TestAll Geo;330,42;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;269,28;3,44;117,3;2,3;<LOD;3,48;60,16;2,04;<LOD;147,16;15,25;2,83;<LOD;1,5;<LOD;4,58;<LOD;26,91;0,24;0,13;34,56;4,66;<LOD;28,33;<LOD;12,02;<LOD;25,5;<LOD;76,38;21570,33;139,53;374,1;31,32;<LOD;5,31;<LOD;2,95;517763,47;2126,73;14,07;1,42;16,9;1,42;<LOD;35,79;<LOD;1,5;<LOD;1,5;<LOD;1,5;65,72;12,02;71,29;4,21;2719,05;27,62;2,84;1,49;8695,09;76,02;8412,13;101,4;<LOD;104,01;556,96;20,47;<LOD;10,66;428,05;13,51;50,12;5,48;<LOD;0,61;40,87;4,86;250,44;18,11;162,8;14,93;68704,29;868,91;452,33;41,87;364738,31;1234,53;905,82;21,46;<LOD;1181,85
769;06.11.2023 14:51;TestAll Geo;330,07;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;385,53;3,85;67,58;1,77;<LOD;3,08;41,23;1,73;3,01;0,54;10,63;2,62;<LOD;1,52;<LOD;4,26;<LOD;27,35;0,23;0,13;23,21;4,26;<LOD;28,68;<LOD;12,25;<LOD;25;<LOD;69,48;18043,78;124,79;145,06;25,28;<LOD;6,05;<LOD;3,48;537009,06;2181,76;16,71;1,41;16,58;1,33;<LOD;31,93;<LOD;1,5;<LOD;1,5;<LOD;1,5;81,36;12,7;70,55;4,49;3051,13;30,26;<LOD;1,7;6304,56;57,27;5143,63;76,05;849,17;75,2;78,73;19,39;<LOD;10,72;334,19;13,77;14,6;5,56;<LOD;0,62;32,7;5,05;179,79;19,13;109,43;15,81;77476,17;960,96;<LOD;71,47;343184,81;1246,21;675,07;23,22;<LOD;1250,22
770;06.11.2023 15:06;TestAll Geo;330,35;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;524,87;22,91;123,85;9,85;<LOD;300000;61,22;8,27;<LOD;627,87;<LOD;21,1;<LOD;19,66;<LOD;26,32;<LOD;303,81;<LOD;300000;122,2;45,44;<LOD;300000;<LOD;157,56;<LOD;294,5;<LOD;358,54;41713,78;1056,06;<LOD;240,4;<LOD;35,94;<LOD;25,64;581054,69;13065,81;29,56;7;21,71;6,31;<LOD;152,98;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;3,03;<LOD;2,85;58,64;6,61;<LOD;0,44;1186,92;15,21;424,9;24,2;153,68;25,05;<LOD;179,86;<LOD;28,71;<LOD;53,67;<LOD;21,72;<LOD;1,62;<LOD;19,02;<LOD;128,7;<LOD;105,97;<LOD;6694,08;<LOD;962,49;299139,88;4299,88;10188,54;394,19;<LOD;15512,45
771;06.11.2023 15:18;TestAll Geo;330,54;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;410,32;4,07;95,41;2,1;<LOD;3,25;46,51;1,86;3,7;0,58;15,17;2,82;<LOD;1,57;<LOD;4,65;<LOD;27,97;<LOD;0,19;51,49;5,22;<LOD;30,58;<LOD;13,28;<LOD;26,28;<LOD;77,84;23581,69;145,59;128,12;26,01;<LOD;6,34;<LOD;3,74;546327,31;2251,13;19,21;1,48;20,01;1,43;<LOD;34,64;<LOD;1,5;<LOD;1,5;<LOD;1,5;81,69;13,05;71,63;4,6;3018,06;30,64;2,16;1,34;10059,78;69,89;11744,45;103,91;1651,19;90,65;328,39;26,05;<LOD;10,79;251,98;13,81;<LOD;8,46;<LOD;0,63;26,9;5,19;146,79;19,22;92,69;15,98;68688,09;980,56;473,75;63,25;318371,06;1182,53;3118,29;39,06;<LOD;1437,84
772;06.11.2023 15:26;TestAll Geo;330,58;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;218,95;3,49;238,46;3,38;8,06;2,66;51,46;2,05;3,05;0,6;14,56;3;<LOD;1,85;11,28;2,58;<LOD;30,76;0,37;0,15;34,12;5,21;<LOD;33,31;<LOD;13,42;<LOD;28,64;<LOD;91,27;30623,74;176,15;460,76;36,22;<LOD;6,91;<LOD;3,96;637541,94;2031,96;17,79;1,56;20,67;1,53;<LOD;36,93;<LOD;1,5;<LOD;1,5;<LOD;1,5;17,47;7,71;124,96;5,41;3338,54;34,38;1,88;1,22;6537,78;62,97;10681,67;108,7;<LOD;137,62;1230,12;28,79;92,33;9,22;497,17;17,23;74,78;7,01;0,88;0,52;42,21;6,04;346,55;23,88;209,68;19,36;68807,17;908,37;1570,68;61,31;228631,23;1012,07;265,84;21,58;<LOD;1265,15
773;06.11.2023 15:39;TestAll Geo;330,24;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;262,06;3,69;248,88;3,42;9,56;2,69;53,6;2,08;3,82;0,62;13,76;2,95;<LOD;1,77;13,06;2,59;<LOD;30,06;0,34;0,15;36,04;5,23;<LOD;31,74;<LOD;13,61;<LOD;28,23;<LOD;93,66;34957,87;186,05;484,13;36,51;<LOD;6,88;<LOD;3,93;632540,19;2037,18;18,56;1,55;21,72;1,54;<LOD;39;<LOD;1,5;<LOD;1,5;<LOD;1,5;23,68;7,64;134,35;5,49;3425,19;34,57;3,57;1,24;6801,73;63,11;10543,79;106,66;<LOD;142,56;894,22;27,04;<LOD;13,2;430,22;16,65;50,66;6,76;<LOD;0,75;41,14;6;258,81;22,72;142,37;18,44;70828,97;928,8;1779,76;63,59;226772,47;997,88;520,85;23,07;<LOD;1257,66
774;06.11.2023 15:48;TestAll Geo;330,55;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;264,14;3,75;268,77;3,57;7,66;2,81;69,31;2,33;5,07;0,67;20,38;3,19;<LOD;1,8;13,06;2,75;<LOD;29,43;<LOD;0,21;46,6;5,66;<LOD;32,73;<LOD;13,29;<LOD;28,13;<LOD;100,36;42761,59;207,26;608,13;39,53;<LOD;6,26;<LOD;3,6;546453,56;2435,32;22,95;1,64;24,01;1,64;<LOD;43,14;<LOD;1,5;<LOD;1,5;<LOD;1,5;71,41;10,14;101,9;5,95;3994,96;40,19;3,47;1,46;6473,83;76,04;17647,53;158,94;<LOD;134,24;736,84;23,85;<LOD;11,46;350,4;14,52;23,59;5,89;<LOD;0,66;36,8;5,36;250,26;21;134,11;16,99;108937,48;1208,25;897,05;53,58;264667,81;1085,45;425,06;22,18;<LOD;1359,72
775;06.11.2023 15:58;TestAll Geo;330,4;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;236,65;5,44;388,05;5,6;<LOD;300000;59,44;2,63;<LOD;211,92;10,59;3,79;<LOD;2,75;21,24;5,02;<LOD;39,75;<LOD;300000;47,73;7,82;<LOD;300000;<LOD;18,71;<LOD;38,43;<LOD;118,82;48011,36;340,14;653,54;60,99;<LOD;9,04;<LOD;5,32;604338,88;2613,82;22,24;1,92;24,47;1,9;<LOD;51,5;<LOD;1,5;<LOD;1,5;<LOD;1,5;25,76;5,59;203,13;6,89;1695,33;31,86;2,42;0,86;4253,57;43,14;6851,89;76,08;<LOD;203,51;1454,61;37,88;<LOD;15,94;357,48;20,35;24,41;8,24;<LOD;0,92;36,37;7,5;173,6;27,65;102,7;22,83;82319,21;1197,77;1193,98;77,83;232029,47;1203,85;518,84;30,56;<LOD;1709,6
