Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cd;Cd Error;Ag;Ag Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Ce;Ce Error;La;La Error;Ba;Ba Error;Ca;Ca Error;K;K Error;Sc;Sc Error;S;S Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Pd;Pd Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
193;27.09.2023 13:39;TestAll Geo;330,47;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;165,07;2,96;152,76;2,65;<LOD;3,42;50,53;1,95;<LOD;143,1;14,65;2,86;<LOD;1,75;5,22;2,34;<LOD;29,08;<LOD;0,2;37,04;4,87;<LOD;30,77;<LOD;13,58;<LOD;21,09;<LOD;56,25;17701,86;129,44;423,17;32,04;<LOD;6,82;<LOD;3,92;575122,94;2444,61;14,62;1,45;16,25;1,4;<LOD;34,79;<LOD;1,5;<LOD;1,5;<LOD;1,5;65,49;14,5;83,71;4,82;2247,46;27,86;121,79;19,96;78,38;16,67;235,59;23,67;54398,92;155,89;5834,27;82,9;<LOD;4,43;606,96;80,22;<LOD;12,28;312,77;15,89;14,9;6,51;<LOD;0,72;39,26;6,05;45137,32;976,69;7598,28;129,46;259003,47;1063,72;4323,25;51,05;<LOD;1989,76
194;27.09.2023 14:10;TestAll Geo;330,45;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;204,02;3,04;160,73;2,58;<LOD;3,28;51,65;1,87;3,09;0,54;15,9;2,74;<LOD;1,5;<LOD;4,51;<LOD;27,2;0,2;0,13;40,84;4,75;<LOD;28,79;<LOD;12,24;<LOD;24,92;<LOD;74,71;21353,24;134,98;460,31;31,75;<LOD;6,08;<LOD;3,48;563696,5;2222,79;14,59;1,38;16,45;1,34;<LOD;33,67;<LOD;1,5;<LOD;1,5;<LOD;1,5;59,25;12,85;83,94;4,45;2301,38;26,39;162,05;19;99,83;15,74;437,23;22,63;49276,63;157,36;7189,24;94,07;<LOD;4,46;673,55;86,61;<LOD;11,5;344,81;14,69;21,52;5,97;<LOD;0,67;43,46;5,57;48646,98;916,77;4859,9;99,3;285356,94;1079,6;4026,32;45,15;<LOD;1677,13
195;27.09.2023 14:24;TestAll Geo;600;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;233,61;2,29;95,24;1,49;<LOD;2,48;67,82;1,5;3,59;0,41;13,05;1,96;<LOD;1,5;6,76;1,62;<LOD;19,47;0,33;0,1;43,6;3,59;<LOD;21,27;<LOD;8,87;<LOD;18,58;<LOD;59,21;29091,04;114,75;877,89;28,73;<LOD;4,04;<LOD;2,2;553237,13;1654,34;16,47;1,02;18,56;1,02;<LOD;25,53;<LOD;1,5;<LOD;1,5;<LOD;1,5;45,27;6,26;71,43;3,41;2932,59;21,95;262,04;14,47;167,8;11,9;486,17;15,79;10153,02;58,39;15298,71;96,14;1,95;1,12;2085,61;83;<LOD;8,4;435,83;10,64;50,6;4,31;<LOD;0,48;34,33;3,73;64333,73;739,55;1699,18;56;308106,28;849,58;4120,01;33,39;<LOD;1125,74
196;27.09.2023 14:54;TestAll Geo;330,35;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;269,88;3,73;116,9;2,49;<LOD;3,98;76,88;2,44;4,63;0,67;16,39;3,14;<LOD;2,04;8,74;2,64;<LOD;33,51;0,3;0,15;50,69;5,87;<LOD;35,87;28,56;8,97;69,81;16,42;<LOD;81,14;33809,51;188,69;994,67;46,04;<LOD;7,32;<LOD;4,41;531642,13;2529,35;17,82;1,61;22,65;1,67;<LOD;41,8;<LOD;1,5;<LOD;1,5;<LOD;1,5;35,5;7,02;87,93;5,49;2388,89;35,62;261,55;24,1;151,01;19,62;515,14;26,65;9562,29;71,41;11724,49;108,8;<LOD;2,05;2301,04;106,19;<LOD;13,91;416,8;17,68;53,51;7,25;<LOD;0,8;36,4;6,31;65167,23;1077,46;2454,22;92,81;317227,91;1245,68;4561,33;51,17;<LOD;1743,98
197;27.09.2023 15:02;TestAll Geo;330,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;230,8;3,24;104,59;2,19;<LOD;3,61;76,88;2,26;4,3;0,61;14,95;2,84;<LOD;1,64;7,61;2,36;<LOD;27,66;0,43;0,14;48,88;5,3;<LOD;31,2;<LOD;13,31;<LOD;26,53;<LOD;88,18;32722,21;172,29;813,01;39,82;<LOD;6,4;<LOD;3,67;529318,75;2309,06;17;1,48;20,43;1,52;<LOD;38,29;<LOD;1,5;<LOD;1,5;<LOD;1,5;28,16;8,66;77,43;5,21;3162,8;33,7;234,21;20,65;131,25;16,81;332,73;22,22;9584,46;80,77;13563,59;129,99;<LOD;2,3;1656,3;109,27;<LOD;11,85;380,5;15,1;36,59;6,16;<LOD;0,69;37,43;5,5;69042,88;1001,98;2136,71;75,85;323560,38;1185,04;4874,94;47,36;<LOD;1497,32
198;27.09.2023 15:09;TestAll Geo;330,38;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;251,54;3,3;97,39;2,1;<LOD;3,51;66,82;2,1;3,53;0,57;11,91;2,71;<LOD;1,61;8,97;2,3;<LOD;28,67;0,32;0,13;35,66;4,86;<LOD;30,91;<LOD;12,82;<LOD;26,4;<LOD;83,09;27995,41;157,72;861,49;39,75;<LOD;6,18;<LOD;3,48;561465,69;2114,29;16,5;1,45;20,98;1,48;<LOD;35,52;<LOD;1,5;<LOD;1,5;<LOD;1,5;27,37;8,87;75,58;4,99;2935,02;31,87;221,27;20,04;152,65;16,66;424,1;22,28;8476,13;77,61;14663,66;135,6;<LOD;2,23;1079,56;98,43;<LOD;11,88;413,47;15,07;44,48;6,12;<LOD;0,68;39,79;5,44;62858,93;893,44;1659,59;65,18;306358,75;1141,93;3246,73;37,13;<LOD;1333,47
199;27.09.2023 15:23;TestAll Geo;330,45;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;231,66;3,18;71,83;1,85;<LOD;3,4;66,78;2,09;3,56;0,57;10,01;2,64;<LOD;1,55;6,85;2,2;<LOD;28,12;0,39;0,14;43,83;4,98;<LOD;29,09;<LOD;12,54;<LOD;25,73;<LOD;81,51;26311,04;152,9;628,33;35,91;<LOD;6,12;<LOD;3,55;529745,31;2208,15;14,84;1,43;21,88;1,49;<LOD;35,28;<LOD;1,5;<LOD;1,5;<LOD;1,5;26,33;8,67;72,17;4,84;2893,93;30,89;228,91;20,09;147,01;16,59;357,62;21,19;4602,05;59,5;16290,81;137,4;2,3;1,12;410,37;79,12;<LOD;11,34;404,1;14,49;42,82;5,89;<LOD;0,65;34,72;5,16;62956,52;919,76;191,38;51,27;345099,38;1236;2831,5;36,46;<LOD;1407,32
200;27.09.2023 15:40;TestAll Geo;330,19;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;284,73;3,52;73,99;1,9;<LOD;3,46;66,29;2,13;3,65;0,59;12,9;2,78;<LOD;1,52;<LOD;4,58;<LOD;28,79;0,41;0,14;40,93;4,98;<LOD;29,2;30,16;7,7;<LOD;26,98;<LOD;82,9;25751,68;154,14;764,75;38,95;<LOD;5,83;<LOD;3,29;552826,44;2071,83;13,55;1,45;23,09;1,53;<LOD;36,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;13,45;69,08;4,41;2509,66;27,9;292,03;20,04;173,81;16,31;559,15;22,05;4736,17;62,43;17006,79;144,71;<LOD;1,74;465,35;83,76;39,59;7,83;473,79;14,89;61,91;6,02;<LOD;0,66;46,54;5,34;59282,75;830,87;300,68;46,01;328124,84;1185,46;2519,43;32,04;<LOD;1240,44
201;27.09.2023 15:51;TestAll Geo;330,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;229,13;3,2;72,46;1,87;<LOD;3,37;60,27;2,03;2,77;0,55;10,16;2,66;<LOD;1,56;5,37;2,19;<LOD;29,07;0,41;0,14;41,18;4,91;<LOD;29,42;<LOD;12,77;<LOD;26,71;<LOD;78,67;22191,83;142,33;669,22;36,84;<LOD;6,1;<LOD;3,43;544023,31;2163,25;13,45;1,42;19,32;1,45;<LOD;33,76;<LOD;1,5;<LOD;1,5;<LOD;1,5;17,96;8,44;67,83;4,61;2732,53;29,65;302,25;20,9;187,01;17,06;587,35;22,67;5578,82;63,2;15426,29;133,19;2,52;1,2;869;88,91;32,19;7,96;455,18;15,07;56,32;6,09;<LOD;0,68;44,26;5,42;61819,27;894,66;511,17;54,46;335362,59;1233,14;2871,15;35,94;<LOD;1339,96
202;27.09.2023 16:02;TestAll Geo;330,27;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;237,25;3,31;79,71;1,99;<LOD;3,41;61,73;2,08;<LOD;145,4;10,69;2,75;<LOD;1,7;<LOD;4,54;<LOD;29,72;0,35;0,14;40,97;5,06;<LOD;30,31;<LOD;13,14;<LOD;27,48;<LOD;83,3;25809,67;155,9;571,74;35,95;<LOD;6,45;<LOD;3,67;567001,25;2104,4;15,23;1,47;19,65;1,48;<LOD;35,34;<LOD;1,5;<LOD;1,5;<LOD;1,5;21,61;7,92;70,45;4,76;2901,49;30,97;241,25;21,17;151,47;17,42;490,77;23,6;4819,88;56,95;13613,77;121,48;1,85;1,08;357,99;72,18;15,38;8,41;472,77;16,19;58,3;6,52;<LOD;0,73;38,81;5,67;58080,25;861,58;324,51;52,67;313859,72;1188,78;2916,26;36,31;<LOD;1320,94
203;27.09.2023 16:12;TestAll Geo;330,61;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;102,35;2,73;196,31;3,11;<LOD;4,99;158,76;3,27;5,06;0,71;25,11;3,39;<LOD;1,95;13,41;2,89;<LOD;31,67;0,43;0,15;145,09;7,82;<LOD;34,81;<LOD;14,22;135,16;16,68;<LOD;99,88;42227;207,82;626,1;40,49;<LOD;6,93;<LOD;4,05;517491;3100,77;14,58;1,59;23,61;1,87;<LOD;47;<LOD;1,5;<LOD;1,5;<LOD;1,5;207,08;11,71;134,58;7,38;4577,81;48,38;280,24;23,25;193,62;19,25;670,93;25,74;21007,5;136,94;29446,99;215,86;22,5;2,73;789,23;121,06;36,07;8,89;463,53;16,86;55,04;6,78;<LOD;0,76;37,64;5,9;170614,47;1786,13;1537,59;74,07;192566;930,67;6822,93;59,71;<LOD;1711,75
204;28.09.2023 09:00;TestAll Geo;330,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,15;2,77;196,58;3,12;<LOD;4,94;158,95;3,29;5,45;0,73;24,19;3,39;<LOD;2,04;10,26;2,82;<LOD;31,76;0,41;0,15;145,32;7,88;<LOD;35,95;30,9;8,76;105,15;16,4;<LOD;100,64;42491,9;209,02;627,44;40,61;<LOD;7,15;<LOD;4,12;541842,44;3001,66;15,75;1,61;26,05;1,9;<LOD;47,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;195,16;11,34;141,78;7,39;4613,37;48,36;269,27;23,62;181,72;19,53;668,63;25,96;20050,04;131,06;28453,62;207,83;22,99;2,62;663,02;114,54;45,44;9,02;468,97;17,07;63,62;6,93;<LOD;0,77;46,37;6,14;156171,06;1707,16;1369,28;73,79;183513,83;921,32;6353,32;58,31;<LOD;1731,69
205;28.09.2023 09:06;TestAll Geo;330,27;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,29;2,77;196,92;3,11;<LOD;4,91;158,5;3,28;5,85;0,74;27,41;3,47;<LOD;2,01;11,87;2,91;<LOD;32,05;0,36;0,15;143,73;7,82;<LOD;35,31;27,89;8,66;109,08;16,44;<LOD;100,69;42781,29;209,21;582,66;39,82;<LOD;7,13;<LOD;4,17;541245,75;3028,86;15,72;1,62;24,64;1,89;<LOD;48,87;<LOD;1,5;<LOD;1,5;<LOD;1,5;200,44;11,52;142,97;7,42;4583,79;48,34;282,12;23,71;151,25;19,16;652,33;25,81;20268,97;132,96;28699,37;210,6;24,37;2,66;573,2;113,67;37,23;8,97;476,2;17,09;61,52;6,89;<LOD;0,77;41,89;6,03;157173,75;1731,21;1344,38;73,87;182947,34;935,76;6323,08;58,63;<LOD;1764,75
206;28.09.2023 09:11;TestAll Geo;330,32;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;105,95;2,74;197,8;3,11;<LOD;4,87;159,59;3,27;5,15;0,71;24,81;3,37;<LOD;1,97;12,11;2,85;<LOD;31,64;0,37;0,15;141,02;7,73;<LOD;34,97;<LOD;14,22;131,97;16,68;<LOD;99,79;42414,54;207,47;627,16;40,35;<LOD;7,04;<LOD;4,1;536928,38;3014,09;15,22;1,6;23,93;1,87;<LOD;47,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;206,46;11,52;137,82;7,32;4601,31;48,21;278,69;23,46;170,48;19,18;693,07;26,34;20242,82;132,48;28673,34;209,88;24,35;2,66;689,51;116,1;57,82;9,17;488,17;17,39;63,91;7;<LOD;0,78;42,94;6,13;159689,75;1744,5;1395,55;74,69;185120,31;939,32;6360,28;58,83;<LOD;1712,19
207;28.09.2023 09:17;TestAll Geo;330,27;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,32;2,76;198,49;3,12;<LOD;4,95;159,45;3,27;5,06;0,71;26,57;3,43;<LOD;1,99;12,2;2,89;<LOD;31,93;0,38;0,15;143,18;7,79;<LOD;35,32;<LOD;14;132,56;16,75;<LOD;100,3;42712,23;208,55;620,02;40,34;<LOD;7,1;<LOD;4,14;533066,5;3054,32;17,14;1,62;23,62;1,87;<LOD;47,63;<LOD;1,5;<LOD;1,5;<LOD;1,5;204,12;11,56;131,47;7,38;4651,21;48,8;286,68;23,72;180,83;19,45;661,69;25,93;20463,65;133,92;28810,33;211,58;21,04;2,66;556,56;113,71;43,12;9,02;472,03;17,1;60,8;6,91;<LOD;0,77;39,75;6,01;161215,14;1765,03;1315,61;74,24;186644,48;944,97;6431,68;59,38;<LOD;1747,44
208;28.09.2023 09:23;TestAll Geo;330,78;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,04;2,75;198,37;3,1;<LOD;4,93;159,62;3,24;4,55;0,69;24,25;3,35;<LOD;2,03;14,27;2,87;<LOD;31,12;0,29;0,15;135,22;7,61;<LOD;35,17;32,65;8,7;122,02;16,42;<LOD;99,1;42318,66;206,69;638,07;40,41;<LOD;6,98;<LOD;4,13;529171,63;3065,17;14,64;1,58;23,73;1,86;<LOD;46,53;<LOD;1,5;<LOD;1,5;<LOD;1,5;211,89;11,64;140,07;7,39;4597,96;48,26;267,6;23,46;156,27;19,15;666,97;25,86;20487,62;133,79;28955,02;211,71;24,7;2,68;570,69;114;41,36;8,98;489,78;17,18;64,18;6,91;<LOD;0,76;43,82;6,07;164628,05;1768,85;1386,57;74,29;187664,64;927,9;6428,12;58,78;<LOD;1733,43
209;28.09.2023 09:28;TestAll Geo;330,39;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,24;2,73;197,91;3,08;<LOD;4,83;158,23;3,22;5,23;0,71;25,12;3,34;<LOD;1,95;14,36;2,87;<LOD;31,37;0,38;0,15;135,37;7,56;<LOD;34,85;30,48;8,6;128,66;16,44;<LOD;99,02;42711,02;206,02;614,53;39,73;<LOD;7,03;<LOD;4,06;526577,75;3116,35;15,7;1,59;25,83;1,87;<LOD;46,86;<LOD;1,5;<LOD;1,5;<LOD;1,5;210,81;11,64;143,89;7,42;4635,63;48,39;275,41;23,36;171,06;19,14;649,62;25,76;20322,11;133,27;28978,87;211,7;21,38;2,65;658,17;116;45,32;8,99;466,08;16,99;64,8;6,92;<LOD;0,77;49,91;6,19;165993,16;1796,5;1374,54;74,76;188601,67;933,52;6420,77;59,22;<LOD;1792,66
210;28.09.2023 09:34;TestAll Geo;330,07;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,02;2,76;198,72;3,13;<LOD;4,97;161,45;3,3;4,83;0,71;28,36;3,47;<LOD;1,95;11,75;2,92;<LOD;31,58;0,46;0,15;138,05;7,71;<LOD;34,97;<LOD;14,26;118,83;16,55;<LOD;100,62;42585,63;208,95;620,71;40,45;<LOD;6,99;<LOD;4,18;522996,38;3129,53;15,93;1,61;24,25;1,89;<LOD;46,99;<LOD;1,5;<LOD;1,5;<LOD;1,5;212,4;11,65;136,64;7,37;4667,49;48,78;281,29;23,59;159,54;19,16;651,13;25,84;20617,58;134,23;28984,49;211,91;21;2,66;655,59;116,15;49,49;9,03;470,58;17,07;64,01;6,93;<LOD;0,77;41,98;6,05;167462,89;1814,43;1456,18;75,88;190277,48;955,18;6489,15;59,78;<LOD;1781,91
