Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
1612;07.02.2024 14:55;TestAll Geo;330,24;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;366,63;4,12;106,92;2,34;<LOD;3,39;39;1,89;3,93;0,62;16,35;3,03;<LOD;1,66;7,89;2,54;<LOD;29,33;0,41;0,15;20,42;4,9;<LOD;32,21;<LOD;13,55;129,38;16,37;156,91;58,14;40126,19;201,06;1381,96;51,34;211,89;12,06;143,64;7,17;6964,23;55,63;3,17;1,21;3234,67;57,32;8880,39;121,92;148,77;83,85;719,94;23,32;17,21;7,88;425,95;14,84;37,76;5,92;<LOD;0,66;<LOD;6,17;<LOD;3,54;30,85;5,15;296,98;21,31;206,52;17,63;579640,81;2350,43;23,75;1,63;33,87;1,68;<LOD;38,08;<LOD;1,5;<LOD;1,5;<LOD;1,5;118688,39;1222,65;1212,94;54,34;232952,7;991,28;565,98;21,75;<LOD;1232,44
1613;07.02.2024 15:01;TestAll Geo;330,39;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;361,17;4,14;98,42;2,28;<LOD;3,48;38,7;1,93;4,73;0,65;17,01;3,12;<LOD;1,87;5,31;2,53;<LOD;30,8;0,41;0,15;22,17;5;<LOD;32,86;<LOD;13,63;146,55;16,78;117,4;57,67;38834,8;200,16;1625,65;55,04;185,48;11,16;131,35;6,76;6466,02;52,71;<LOD;1,62;2888,74;52,63;8173,08;113,7;138,18;78,28;875,11;24,9;67,88;8,39;474,38;15,74;64,83;6,38;<LOD;0,71;<LOD;6,3;<LOD;3,62;44,1;5,6;343,34;22,08;228,95;18,1;582190,31;2322,8;22,18;1,64;32,28;1,68;<LOD;40,76;<LOD;1,5;<LOD;1,5;<LOD;1,5;118097,63;1212,04;1059,42;52,43;233071,16;1031,72;650,8;21,8;<LOD;1202,62
1614;07.02.2024 15:24;TestAll Geo;330,42;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;358,2;4,09;104,43;2,32;<LOD;3,46;41,46;1,95;4,73;0,64;14,98;3,03;<LOD;1,92;6,46;2,5;<LOD;31,2;0,24;0,14;22,69;5,11;<LOD;33,95;<LOD;14,41;102,51;16,52;<LOD;100,75;42981,91;208,31;1089,35;47,46;198,32;9,95;138,09;7,42;7473,4;58,85;2,06;0,95;2461,27;45,43;7501,16;101,46;173,11;71,01;500,64;24,59;<LOD;12,7;378,38;16,03;32,81;6,5;<LOD;0,72;<LOD;7;<LOD;4,14;32,27;5,74;243,39;22,81;147,17;18,69;609361,94;2323,45;26,02;1,67;34,7;1,7;<LOD;40,55;<LOD;1,5;<LOD;1,5;<LOD;1,5;102715,72;1201,13;783,89;59,01;216529,89;996,07;650,53;25,93;<LOD;1381,25
1615;07.02.2024 15:35;TestAll Geo;330,45;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;345,62;3,92;51,78;1,7;<LOD;3;27,99;1,65;3,78;0,59;10,91;2,82;<LOD;1,82;14,36;2,53;<LOD;29,13;<LOD;0,21;27,75;5,02;<LOD;31,37;<LOD;14;103,44;15,8;<LOD;94,53;39078,75;195,37;943,06;43,94;96,45;8,79;105,92;6,64;5982,73;50,48;<LOD;1,18;1692,01;36,53;3732,45;75,47;<LOD;94,47;228,32;22,51;<LOD;12,14;347,03;15,45;26,1;6,3;<LOD;0,7;<LOD;6,81;<LOD;3,91;30,39;5,58;215,29;21,84;141,23;18,08;575024,38;2459,46;20,06;1,56;30,16;1,57;<LOD;36,2;<LOD;1,5;<LOD;1,5;<LOD;1,5;113932,87;1258;13133,71;138,62;237794;1015,78;830,28;25,73;<LOD;1450,86
1616;07.02.2024 15:59;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;365,78;4,02;54,93;1,74;<LOD;3,05;27,66;1,65;3,87;0,6;10,91;2,8;<LOD;1,62;16,09;2,56;<LOD;27,97;0,29;0,14;26,2;4,97;<LOD;30,25;<LOD;13,09;96,01;15,1;<LOD;96,56;41840,27;202,35;463,86;36,66;103,14;10,72;98,01;5,84;5306,36;44,7;2,19;1,03;2263,52;45,35;4861,47;86,55;118,52;76,9;589,29;22,97;53,96;8,17;496,4;15,58;65,84;6,27;<LOD;0,7;<LOD;5,88;<LOD;3,32;50,91;5,62;275,23;20,04;162,9;16,32;582126,31;2285,84;18,11;1,55;30,86;1,59;<LOD;37,07;<LOD;1,5;<LOD;1,5;<LOD;1,5;118347,11;1183,27;11487,61;117,83;227365,17;980,71;479,24;19,44;<LOD;1231,41
1617;07.02.2024 16:08;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;425,96;7,01;60,79;2,49;<LOD;300000;31,41;2,31;<LOD;200,46;<LOD;5,97;<LOD;3,53;18,21;5,19;<LOD;47,88;<LOD;300000;37,52;8,71;<LOD;300000;<LOD;22,97;<LOD;44,95;<LOD;140,69;57701,45;412,73;517,21;64,75;41,98;4,42;26,42;6,13;2026,03;23,84;0,59;0,39;879,72;18,1;1496,72;38,75;<LOD;258,67;313,95;39,85;<LOD;14,61;164,9;18,93;<LOD;11,38;<LOD;0,85;<LOD;10,17;<LOD;6,23;11,53;7,07;100,06;28,65;64,88;23,99;556803,19;3403,84;18,79;2,08;31,96;2,15;<LOD;48,7;<LOD;1,5;<LOD;1,5;<LOD;1,5;102475,46;1584,53;7743;149,23;258827,31;1335,16;1493,83;45,1;<LOD;2210,04
1618;07.02.2024 16:33;TestAll Geo;330,52;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;317,32;4,03;303,19;3,77;<LOD;3,6;32,57;1,83;4,15;0,65;42,46;3,76;<LOD;1,82;<LOD;6,1;<LOD;29,78;0,27;0,14;69,59;6,15;<LOD;32,5;<LOD;13,66;<LOD;28,42;<LOD;97,05;39246,59;197,74;262,23;32,81;81,67;9,08;102,35;6,5;6017,52;50,73;<LOD;1,05;1028,49;33,27;5953,31;91,79;<LOD;135,69;670,03;25,33;18,17;8,67;443,71;16,45;47,97;6,61;<LOD;0,74;<LOD;6,82;<LOD;3,99;38,37;5,83;275,23;22,96;161,99;18,71;610592,56;2221,53;21,5;1,6;21,76;1,51;<LOD;39,79;<LOD;1,5;<LOD;1,5;<LOD;1,5;104070,27;1131,61;767,86;53,34;223695,14;996,98;653,58;23,43;<LOD;1239,13
1619;07.02.2024 16:49;TestAll Geo;330,23;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;296,72;4,1;337,52;4,11;<LOD;3,78;37,02;1,95;3,32;0,64;30,59;3,56;<LOD;1,75;4,39;2,86;<LOD;30,65;0,42;0,15;75,69;6,65;<LOD;33,5;28,79;8,6;94,58;16,52;<LOD;108,8;51255,79;234,09;273,86;35,78;120,09;11,33;110,1;6,94;6821,47;55,56;2,01;0,93;1374,17;42,06;8009,92;118,01;<LOD;124,27;791,12;24,58;77,68;8,46;481,84;15,86;57,51;6,34;<LOD;0,71;<LOD;6,48;<LOD;3,74;39,36;5,53;350,18;22,84;219,54;18,6;580099,88;2367,77;21,48;1,65;21,2;1,56;<LOD;40,71;<LOD;1,5;<LOD;1,5;<LOD;1,5;118852,55;1232,44;1222,98;54,23;226719,3;983,66;620,37;22,06;<LOD;1253,48
1620;07.02.2024 17:02;TestAll Geo;330,52;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;105;2,72;200,06;3,1;<LOD;4,94;158,74;3,24;5,74;0,72;25,55;3,37;<LOD;1,95;14,87;2,9;<LOD;31,56;0,33;0,15;144,14;7,72;<LOD;34,47;28,24;8,53;124,11;16,29;<LOD;98,88;42961,14;207,1;627,1;40,17;222,53;11,95;138,71;7,4;4645,96;48,65;23,47;2,78;21856,8;139,73;29955,49;218,05;379,6;112,1;637,12;25,28;29,63;8,77;455,06;16,61;55,53;6,71;<LOD;0,75;<LOD;7,06;<LOD;4,17;41,83;5,93;296,81;23,52;176,59;19,15;514450;3157,58;15,55;1,59;24,48;1,86;<LOD;47,94;<LOD;1,5;<LOD;1,5;<LOD;1,5;170655,77;1826,06;1708,18;76,61;192830,05;940,14;7699,13;64,8;<LOD;1773,49
1621;12.02.2024 13:32;TestAll Geo;330,33;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107;2,73;200,2;3,09;<LOD;4,88;158,71;3,22;5,28;0,71;28,27;3,42;<LOD;1,86;13,85;2,92;<LOD;31,06;0,3;0,14;145,21;7,72;<LOD;34,51;27,06;8,48;120,56;16,28;<LOD;98,96;42627,2;205,78;606,64;39,57;219,75;11,68;134,17;7,22;4551,6;47,45;26,82;2,72;21119,58;135,45;29929,13;214,47;415,08;110,83;617,82;25,39;39,63;8,9;462,62;16,83;61,75;6,83;<LOD;0,76;<LOD;6,89;<LOD;4,12;41,41;5,97;268,95;23,06;175,37;19;531875,75;3056,74;16,6;1,6;25,36;1,86;<LOD;47,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;161354,3;1750,78;1593,48;74,93;186435,66;922,68;7349,18;62,81;<LOD;1764,4
