Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
1653;22.02.2024 12:13;TestAll Geo;548,87;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,27;1,93;204,41;2,2;<LOD;3,43;161,53;2,28;5,44;0,51;29,41;2,43;<LOD;1,5;11,96;2,04;<LOD;21,8;0,44;0,11;153,91;5,54;<LOD;23,78;28,84;6,02;123,21;11,47;<LOD;69,01;43572,1;146,46;626,25;28,14;203,83;8,1;134,21;5,09;4628,53;33,69;24,83;1,95;22187,04;97,46;29692,63;150,55;438,14;78,44;607,85;17,92;31,39;6,26;446,86;11,81;60,29;4,82;<LOD;0,54;<LOD;4,59;<LOD;2,62;44,42;4,27;263,35;16,05;173,09;13,24;521440,19;2666,82;16,55;1,12;23,64;1,29;<LOD;33,81;<LOD;1,5;<LOD;1,5;<LOD;1,5;165703,41;1611,21;1790,97;73,31;188524,08;786,04;8376,28;60,17;<LOD;1644,71
1654;22.02.2024 12:19;TestAll Geo;330,16;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,52;2,76;203,74;3,15;<LOD;4,99;163,06;3,27;4,27;0,69;29,07;3,48;<LOD;1,97;10,54;2,89;<LOD;31,77;0,41;0,15;154,46;7,96;<LOD;34,49;<LOD;14,13;119,44;16,45;<LOD;100,47;43533,72;209,79;601,9;39,9;202,77;11,61;139,79;7,4;4658,1;48,65;24,98;2,8;22527,99;140,38;29802,54;215,75;426,12;112,15;648,2;25,87;40,96;9,01;456,27;16,98;65,12;6,95;<LOD;0,77;<LOD;6,98;<LOD;4,02;42,94;6,08;280,19;23,2;176,11;19,01;514111,28;3150,1;16,41;1,6;23,78;1,87;<LOD;46,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;170062,55;1819,52;1790,57;77,58;191162,03;930,71;8445,5;67,82;<LOD;1776,71
1655;22.02.2024 12:27;TestAll Geo;330,31;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;265,31;3,41;34,92;1,43;<LOD;3,08;41,4;1,83;4,73;0,62;21,16;3,04;<LOD;1,71;4,43;2,46;<LOD;27,28;<LOD;0,2;20,24;4,85;<LOD;30,62;<LOD;12,96;<LOD;27,22;<LOD;100,75;50731,43;216,9;254,38;32,3;160,39;10,33;114,23;6,66;6060,72;50,55;1,1;0,73;794,45;32,11;4718,73;89,34;187,28;74,87;166,07;21,85;<LOD;11,99;365,53;15,4;27,32;6,24;<LOD;0,69;<LOD;6,46;<LOD;3,68;36,49;5,64;192,84;20,41;112,67;16,76;633548,94;2075,48;23,75;1,57;24,81;1,5;<LOD;38,46;<LOD;1,5;<LOD;1,5;<LOD;1,5;108797,44;1117,47;2749,1;66,49;186371,36;859,67;739,03;21,84;<LOD;1143,4
1656;22.02.2024 12:45;TestAll Geo;330,54;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;279,82;3,75;32,03;1,49;<LOD;3,39;41,29;1,99;5,48;0,69;16,56;3,14;<LOD;1,98;4,03;2,55;<LOD;31,28;0,39;0,15;16,83;5,06;<LOD;34,05;15,22;8,87;86,21;17,03;<LOD;103,58;42687,73;214,17;204,64;33,13;121,85;7,94;113,66;6,9;5220,07;48,36;<LOD;0,81;583,98;24,31;3738,93;70,47;153,75;58,32;259,04;25,56;<LOD;13,97;415,91;18,06;37,88;7,25;<LOD;0,81;<LOD;7,44;<LOD;4,39;45,99;6,66;210,51;23,61;106,24;19,16;624793,56;2323,04;23,86;1,69;22,53;1,59;<LOD;43;<LOD;1,5;<LOD;1,5;<LOD;1,5;109182,07;1215,43;2323,35;72,73;200643,77;985,59;935,13;26,91;<LOD;1336,09
1657;22.02.2024 13:02;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;258,07;3,52;33,25;1,47;<LOD;3,24;38,22;1,87;5,35;0,66;14,4;2,99;<LOD;1,9;6,75;2,48;<LOD;31,03;0,34;0,15;12,03;4,7;<LOD;32,83;<LOD;14,36;113,99;16,56;<LOD;85,92;39659,53;200,37;270,4;33,39;117,96;7,86;94,97;5,97;5298,68;47,53;0,95;0,54;618,56;24,11;3623,1;68,23;157,02;57,24;712,78;27,87;129,79;10,04;566,72;19,02;97,49;7,74;1,4;0,56;<LOD;7,21;<LOD;4,19;49,84;6,63;327,16;24,65;199,74;20,06;625886,81;2219,7;21,72;1,61;20,87;1,5;<LOD;41,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;113339,68;1179,75;3232,34;73,82;198551,72;944,97;799,15;23,68;<LOD;1202,9
1658;22.02.2024 13:09;TestAll Geo;330,19;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;224,66;3,47;222,2;3,24;<LOD;3,4;31,46;1,78;5,76;0,67;17,9;3,09;<LOD;1,78;4,41;2,48;<LOD;28,98;0,46;0,15;18,77;4,73;<LOD;31,18;<LOD;13,36;118,41;15,77;<LOD;94,83;36026,09;189,06;628,97;39,35;178,29;11,62;116,38;6,25;5303,88;46,48;2,38;1,31;4653,74;64,82;8805,91;120,1;186,13;83,13;3103,84;32,8;26,55;7,95;430,86;14,78;40,8;5,9;<LOD;0,66;<LOD;6,14;<LOD;3,46;34,38;5,2;266,45;21,61;159,4;17,67;584922,88;2212,81;19,34;1,57;19,78;1,46;<LOD;41,62;<LOD;1,5;<LOD;1,5;<LOD;1,5;100553,16;1084,96;1253,74;52,92;248274,77;1057,47;454,19;20,19;<LOD;1184,59
1659;22.02.2024 13:31;TestAll Geo;440,89;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;282,74;2,73;267,59;2,53;<LOD;2,49;37,21;1,34;5,16;0,47;15,28;2,16;<LOD;1,5;6,57;1,77;<LOD;20,14;0,38;0,1;17,28;3,5;<LOD;22,56;32,15;5,91;117,23;11,41;<LOD;72,44;47929,5;155,78;581,32;28,23;193,72;10,14;144,98;5,4;5733,78;38,34;3,09;1,22;5435,84;58,93;9335,34;99,81;320,58;76,32;3141,25;40,24;;;;;;;;;<LOD;6,03;<LOD;3,41;;;195,3;20,31;132,12;16,9;564358,69;2007,22;21,05;1,13;23,43;1,08;<LOD;29,17;<LOD;1,5;<LOD;1,5;<LOD;1,5;109113,05;1176,34;1546,61;56,76;249040,17;1049,58;515,32;21,04;<LOD;1267,17
1660;22.02.2024 13:37;TestAll Geo;330,23;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;274,66;5,75;265,79;4,64;<LOD;300000;35,6;2,36;<LOD;220,96;10,82;3,85;<LOD;2,77;<LOD;7,21;<LOD;41,12;<LOD;300000;20,57;7,21;<LOD;300000;<LOD;19,54;<LOD;38,88;<LOD;130,45;57745,84;390,31;227,84;53,46;123;7,2;610,93;10,89;2690,86;50,27;2,73;0,92;3978,6;42,55;3690,96;62,53;1062,39;72,4;1383,74;35,21;<LOD;13,69;184,2;17,19;<LOD;10,43;<LOD;0,78;<LOD;8,9;<LOD;5,42;15,05;6,44;145,8;27,18;88,26;22,53;575941,94;2884,04;20,73;1,95;24,83;1,88;<LOD;53,86;<LOD;1,5;<LOD;1,5;<LOD;1,5;94294,98;1369,41;3639,57;107,18;236204,86;1221,82;799,92;35,08;<LOD;1894,3
1661;22.02.2024 14:15;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;244,13;3,4;244,87;3,22;<LOD;3,19;30,31;1,6;1,34;0,49;9,15;2,58;<LOD;1,5;<LOD;4,08;<LOD;26,72;0,26;0,13;31,97;4,78;<LOD;28,97;<LOD;11,91;<LOD;25,89;<LOD;87,19;33423,4;172,64;480,47;34,12;44,15;13,6;68,8;4,74;2805,74;30,26;2,53;0,89;2573,76;43,12;5793,4;86,85;<LOD;126,8;529,36;23,52;<LOD;12,08;407,5;15,46;44,35;6,3;<LOD;0,7;<LOD;6,19;<LOD;3,55;42,78;5,66;201,26;20,09;125,78;16,59;611276,94;2085,75;7,13;1,31;14,55;1,28;<LOD;30,35;<LOD;1,5;<LOD;1,5;<LOD;1,5;107766,17;1076,47;146,86;42,8;227536,64;942,77;598,46;20,97;<LOD;1119,51
1662;22.02.2024 14:21;TestAll Geo;330,13;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;204,68;3,17;203,1;2,95;<LOD;3,02;29,97;1,6;1,62;0,49;7,66;2,55;<LOD;1,53;3,48;2,08;<LOD;27,37;0,31;0,13;21,18;4,59;<LOD;28,67;<LOD;11,56;<LOD;26,53;<LOD;93,64;41899,01;193,64;459,6;34,51;55,77;12,93;63,63;4,73;3210,13;32,25;<LOD;1,39;2915,15;46,63;5909,79;90,16;<LOD;123,81;385,85;22,41;<LOD;11,76;392,44;15,13;31,37;6,09;<LOD;0,68;<LOD;6,18;<LOD;3,46;41,39;5,56;166,88;19,31;114,18;16,12;588945,06;2102;5,45;1,3;11,48;1,23;<LOD;31,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;99679,3;1034,65;926,8;49,04;248494,69;966,08;1345,88;24,28;<LOD;1137,15
