Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cd;Cd Error;Ag;Ag Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
852;09.11.2023 12:14;TestAll Geo;330,57;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;672,94;9,8;312,14;5,76;<LOD;300000;135,86;4,19;<LOD;285,75;30,91;5,31;<LOD;3,83;<LOD;9,39;<LOD;52,28;<LOD;300000;78,75;10,35;<LOD;300000;<LOD;24,26;<LOD;48,56;<LOD;123,65;37128,48;348,83;156,55;60,29;<LOD;11,03;<LOD;6,55;544743,44;3700,28;33,98;2,47;26,48;2,56;<LOD;68,64;<LOD;1,5;<LOD;1,5;<LOD;1,5;22,36;4,23;16,39;7,62;2015,12;28,44;<LOD;0,94;3248,32;31,99;7057,73;63,74;<LOD;292,37;1649,19;44,38;<LOD;16,87;207,76;21,32;<LOD;13,16;<LOD;0,99;20,04;8,04;165,03;32,58;59,32;26,19;98717,3;1670,96;11100,92;185,84;262235,16;1510,51;762,9;46,66;<LOD;2536,55
853;09.11.2023 12:20;TestAll Geo;330,55;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;587,94;5,24;286,31;3,73;5,9;3,21;117,79;2,9;7,12;0,78;34,51;3,71;<LOD;1,92;<LOD;6,06;<LOD;30,89;0,43;0,15;60,04;5,9;<LOD;33,23;<LOD;13,28;<LOD;27,62;<LOD;85,95;28191,32;170,33;371,05;34,9;<LOD;6,38;<LOD;3,74;589436,88;2419,63;31,76;1,78;25,54;1,82;<LOD;48,1;<LOD;1,5;<LOD;1,5;<LOD;1,5;72,23;9,75;381,29;8,23;7666,63;58,36;4,59;1,58;9135,19;78,86;17274,41;142,23;143,03;75,2;2758,92;33,59;<LOD;12,5;404,84;15,58;36,66;6,26;<LOD;0,7;35,69;5,58;251,03;22,15;148,87;18,13;93835,98;1150,96;15227,13;151,37;226890,84;1037,24;502,2;24,02;<LOD;1487,67
854;09.11.2023 12:28;TestAll Geo;330,04;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;563,99;5,24;305,27;3,9;<LOD;5,01;136,67;3,14;7,52;0,81;34,25;3,78;<LOD;2,03;<LOD;6,29;<LOD;30,86;0,35;0,15;80,18;6,47;<LOD;34,85;<LOD;14;108,85;16,6;<LOD;86,21;26518,8;167,82;394,94;35,85;<LOD;6,75;<LOD;3,85;593455,69;2399,43;36,08;1,86;31,28;1,96;<LOD;49,92;<LOD;1,5;<LOD;1,5;<LOD;1,5;29,29;8,31;275,62;7,05;5974,17;49,28;<LOD;1,78;5733,21;61,94;19523,4;140,62;<LOD;100,31;3393,04;37,57;47,26;9,01;459,59;16,78;58,27;6,77;<LOD;0,75;33,35;5,81;297,48;24,02;175,42;19,56;91055,63;1126,65;9362,91;119,28;233528,14;1061,45;299,58;23,26;<LOD;1419,95
855;09.11.2023 12:36;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;702,67;5,67;332,09;3,99;<LOD;5,08;143,5;3,17;9,14;0,84;30,5;3,66;<LOD;2,06;<LOD;6,13;<LOD;30,13;0,36;0,15;94,39;6,65;<LOD;32,99;<LOD;13,64;106,46;16,27;<LOD;86,18;28295;169,98;380,64;35,02;<LOD;6,54;<LOD;3,68;559614;2482,01;40,1;1,88;31,42;1,95;<LOD;51,46;<LOD;1,5;<LOD;1,5;<LOD;1,5;22,74;8,77;231,84;6,94;6190,18;50,59;<LOD;1,86;5868,49;66,2;21598,23;154,33;121,79;73,83;3261,18;36,61;15,5;8,75;420,77;16,27;46,1;6,58;<LOD;0,73;37,66;5,83;264,15;22,56;164,34;18,5;103894,7;1206,21;6160,18;97,52;255480,8;1126,81;310,11;22,75;<LOD;1383,36
856;09.11.2023 12:43;TestAll Geo;330,06;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;763,33;6,56;364,22;4,64;<LOD;5,98;168,34;3,82;11,04;1;39,05;4,34;<LOD;2,52;6,73;3,46;<LOD;37,81;0,39;0,18;119,93;8,28;<LOD;43,04;30,5;10,49;128,97;19,73;<LOD;102,83;36571,42;214,69;461,81;41,99;<LOD;8,33;<LOD;4,78;536991,44;2863,64;42,81;2,17;48,98;2,45;<LOD;63,03;<LOD;1,5;<LOD;1,5;<LOD;1,5;24,47;6,45;231,87;7,25;3680,79;44,25;<LOD;1,37;4163,03;48,32;15702,93;114,75;<LOD;173,91;3120,6;41,26;<LOD;14,76;399,64;18,42;36,64;7,41;<LOD;0,82;25,88;6,38;270,28;28,15;166,71;23,1;107779,91;1351,61;6603,75;110,57;264128,25;1283,56;366,11;27,55;<LOD;1662,68
857;09.11.2023 12:55;TestAll Geo;330,22;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;614,51;5,53;287,16;3,86;<LOD;5,34;161,2;3,51;12,11;0,95;38,5;4,02;<LOD;2,13;<LOD;6,84;<LOD;31,75;0,42;0,16;81,51;6,68;<LOD;34,58;33,23;8,84;95,4;16,51;<LOD;93,63;32709,28;189,69;831,63;44,95;<LOD;6,41;<LOD;3,62;535099,88;2648,32;40,78;2,01;48,13;2,26;<LOD;58,9;<LOD;1,5;<LOD;1,5;<LOD;1,5;67,29;10,53;230,31;7,41;6548,54;55,22;2,31;1,46;6282,27;77,17;25468,41;185,77;<LOD;129,27;3420,22;35,96;62,61;8,66;470,03;16,09;50,51;6,4;<LOD;0,72;44,09;5,75;370,11;23,52;197,55;18,77;106107,12;1258,39;6497,66;100,58;271295,06;1199,43;193,37;22,13;<LOD;1460,1
858;09.11.2023 13:04;TestAll Geo;330,5;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;666,6;5,8;320,55;4,1;<LOD;5,64;178,23;3,71;12,29;0,97;42,18;4,16;<LOD;2,17;<LOD;7,26;<LOD;32,01;0,41;0,16;84,24;6,82;<LOD;35,16;<LOD;14,78;112,87;17,43;<LOD;95,22;33069,63;192,32;616,66;41,98;<LOD;6,88;<LOD;4,02;513125,63;2813,58;46,03;2,08;45,54;2,3;<LOD;60,65;<LOD;1,5;<LOD;1,5;<LOD;1,5;56,75;8,66;244,26;7,36;6904,57;56,36;<LOD;1,81;5524,06;64,41;23122,24;157,27;<LOD;105,85;3506,23;38,9;27,58;9,15;439,46;17,03;49,2;6,85;<LOD;0,77;47,29;6,24;314,98;24,52;180,6;19,85;112066,8;1347,41;8296,9;116,84;282523,94;1234,62;263,45;24,27;<LOD;1573,44
859;09.11.2023 13:11;TestAll Geo;330,39;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;633,3;5,75;310,53;4,1;<LOD;5,83;185,75;3,82;11,64;0,97;37,72;4,13;<LOD;2,42;<LOD;4,81;<LOD;34,2;0,6;0,17;103,33;7,39;<LOD;36,92;38,44;9,65;118,92;17,96;<LOD;82,87;32464,69;193,42;595,03;42,09;<LOD;7,35;<LOD;4,29;523302,41;2801,65;44,11;2,09;43,35;2,32;<LOD;60,82;<LOD;1,5;<LOD;1,5;<LOD;1,5;42,14;7,82;220,03;7,18;4806,62;54,05;<LOD;1,57;4312,94;56,12;20355,69;143,25;<LOD;157,93;3986,17;42,97;85,04;9,98;494,56;18,51;62,3;7,4;<LOD;0,83;42,87;6,52;348,04;26,44;214,1;21,51;108147,95;1319,87;5976,67;102,41;281050,91;1218,74;284,22;24,96;<LOD;1573,24
860;09.11.2023 13:19;TestAll Geo;330,06;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;490,51;4,99;356,34;4,2;6,01;3,41;131,71;3,12;7,94;0,82;33,78;3,77;<LOD;1,99;4,66;2,96;<LOD;31,78;0,5;0,16;75,58;6,31;<LOD;34,45;<LOD;13,85;132,91;16,64;<LOD;82,64;23537,94;158,36;437,51;36,88;<LOD;6,44;<LOD;3,63;562538,69;2626,02;32,63;1,84;33,94;1,99;<LOD;50,69;<LOD;1,5;<LOD;1,5;<LOD;1,5;93,61;10,54;450,14;8,85;7962;61,43;3,16;1,68;9721,23;85,71;23972,68;171,08;144,86;82,25;4197,55;38,39;76,83;8,7;467;15,99;52,46;6,38;<LOD;0,72;39,59;5,64;336,11;23,79;210,39;19,42;105394,42;1258,48;24806,61;202,26;229124,17;1051,35;304,17;22,75;<LOD;1584,1
861;09.11.2023 13:25;TestAll Geo;330,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;491,75;5,1;357,95;4,3;6,27;3,48;131,61;3,19;8,22;0,84;35,74;3,91;<LOD;2,12;5,31;3,08;<LOD;31,23;0,54;0,16;76,81;6,5;<LOD;36,25;<LOD;13,97;100,25;16,48;<LOD;84,6;23388,19;161,12;398,45;36,62;<LOD;6,38;<LOD;3,62;562193,31;2679,14;32,22;1,87;33,64;2,03;<LOD;52,52;<LOD;1,5;<LOD;1,5;<LOD;1,5;91,05;10,29;457,66;8,67;7928,55;60,89;4,07;1,65;9676,11;83,57;23983;167,15;<LOD;119,43;4087,92;37,72;69,7;8,58;441,34;15,66;49,03;6,29;<LOD;0,7;41,44;5,62;360,31;23,75;216,71;19,23;105384,01;1275;24947,63;205,78;229797,44;1071,5;306,7;23,02;<LOD;1623,98
862;09.11.2023 13:31;TestAll Geo;330,24;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;524,43;5,23;421,88;4,61;<LOD;5,25;135,37;3,19;7,91;0,83;40,16;3,99;<LOD;2,03;<LOD;6,53;<LOD;31,35;0,49;0,16;80,84;6,53;<LOD;33,93;<LOD;13,81;98,28;16,21;<LOD;86,92;26542,61;170,04;442,81;37,69;<LOD;5,97;<LOD;3,48;537712;2814,13;32,79;1,86;35,74;2,05;<LOD;51,87;<LOD;1,5;<LOD;1,5;<LOD;1,5;130,67;12,07;548,83;9,63;9004,86;67,16;<LOD;2,98;12627,19;101,3;27727,44;192,42;251,69;94,24;3814,62;35,73;12,65;8,09;414,48;14,98;42,34;6,02;<LOD;0,67;29,87;5,23;291,36;22,05;173,8;17,97;114615,15;1363,97;32444,94;242,12;230149,16;1044,15;401,8;23,65;<LOD;1725,63
863;09.11.2023 13:39;TestAll Geo;330,5;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;279,61;3,79;192,21;3,07;<LOD;4,44;110,49;2,81;6,46;0,74;26,28;3,43;<LOD;1,93;<LOD;5,73;<LOD;31,13;0,45;0,15;49,03;5,45;<LOD;33,74;30,41;8,45;104,96;15,79;<LOD;75,35;17740,65;134,81;370,03;33,35;<LOD;6,62;<LOD;3,79;576763,06;2344,34;26,94;1,72;31,8;1,86;<LOD;45,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;56,26;13,66;150,22;5,74;4985,16;42,7;<LOD;1,46;4271,09;53,64;21017,58;138,7;<LOD;146,67;3227;35,62;88,28;8,81;473,47;16,21;63,39;6,55;<LOD;0,72;31,57;5,54;365,94;24,47;216,06;19,78;80644,87;1044,49;3995,32;83,77;276423,59;1204,18;227,4;23,19;<LOD;1373,48
864;09.11.2023 13:46;TestAll Geo;330,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;280,38;3,82;197,73;3,13;<LOD;4,55;117,64;2,89;6,27;0,74;27,37;3,48;<LOD;2,08;<LOD;5,93;<LOD;32,62;0,54;0,16;54,13;5,67;<LOD;34,41;<LOD;14,74;70,27;15,84;70,19;41,12;19213,19;141,06;325,17;32,69;<LOD;7,25;<LOD;4,25;587637,13;2337,3;29,8;1,76;27,13;1,83;<LOD;45,6;<LOD;1,5;<LOD;1,5;<LOD;1,5;69,19;13,73;151,69;5,77;3453,78;39,69;<LOD;1,25;3636,08;45,99;19264,45;122,25;110,76;56,22;2817,48;36,96;52,98;9,38;466,66;17,52;58,04;7,06;<LOD;0,78;35,2;6,09;313,04;25,39;184,98;20,64;74136,19;1023,22;3170,15;81,95;269015,16;1189,36;567,04;27,21;<LOD;1441,87
865;09.11.2023 13:53;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;265,98;3,68;199,61;3,08;<LOD;4,44;116,24;2,85;7,41;0,75;24,17;3,32;<LOD;1,85;<LOD;5,74;<LOD;30,37;0,43;0,15;60,11;5,68;<LOD;33,01;<LOD;14,15;102,26;15,87;<LOD;61,83;20229,85;142,16;448,52;34,58;<LOD;6,97;<LOD;4,07;576340,31;2383,54;30,75;1,74;25,33;1,77;<LOD;46,28;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;10,03;164,27;5,92;4108,2;43,82;<LOD;1,3;3754,97;47,81;19395,04;125,89;<LOD;156,25;2774,99;35,49;41,67;8,98;440;16,67;47,79;6,7;<LOD;0,74;34,46;5,84;317,14;24,52;177,77;19,81;78098,91;1052,3;3389,96;82,48;276636,91;1169,28;275;25;<LOD;1466,17
866;09.11.2023 14:12;TestAll Geo;330,22;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;411,32;4,44;187,91;3,05;<LOD;4,96;161,24;3,32;7,05;0,78;27,63;3,51;<LOD;1,9;<LOD;5,91;<LOD;29,76;0,41;0,15;57,25;5,65;<LOD;31,62;<LOD;13,57;100,2;15,75;<LOD;79,15;20724,19;146,24;470,1;36;<LOD;6,42;<LOD;3,63;543919,25;2405,23;36,65;1,84;26,05;1,92;<LOD;48,61;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;12,4;190,47;6,25;5319,46;45,56;<LOD;2,24;9860,04;78,64;21059,53;148,58;<LOD;140,51;2726,71;33,95;94,92;8,89;494,71;16,5;66,01;6,63;<LOD;0,74;49,6;5,93;347,08;23,07;207,42;18,69;77839,39;1035,5;3261,93;76,91;305502,78;1257,88;259,47;22,39;<LOD;1399,07
867;09.11.2023 14:18;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;361,12;4,31;193,77;3,16;<LOD;5,25;172,48;3,52;8,3;0,83;28,19;3,62;<LOD;2,11;<LOD;4,27;<LOD;32,54;0,47;0,16;63,25;6,09;<LOD;35,28;<LOD;14,7;87,7;16,58;<LOD;70,24;24644,58;162,74;496,64;37,55;<LOD;7,29;<LOD;4,33;552138,88;2496,95;36,65;1,9;26,46;2;<LOD;52,6;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;10,08;188,08;6,38;3693,36;44,49;<LOD;1,73;7221,85;60,93;16593,68;119,39;<LOD;163,7;2425,06;35,57;38,21;9,37;448,56;17,5;54,92;7,07;<LOD;0,78;41,14;6,25;365,6;25,96;202,29;20,81;74014,13;1068,26;1941,32;73,44;298990,41;1258,78;343,37;26,11;<LOD;1541,74
868;09.11.2023 14:46;TestAll Geo;330,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;418,57;4,82;210,23;3,45;<LOD;5,65;184,92;3,84;9,24;0,91;32,71;3,98;<LOD;2,52;<LOD;7,09;<LOD;36,33;0,31;0,16;62,1;6,5;<LOD;39,72;24,53;9,86;112,01;18,61;<LOD;77,44;27161,84;179,31;487,22;39,41;<LOD;8,05;<LOD;4,74;530279,44;2728,76;36,77;2,01;29,39;2,18;<LOD;57,32;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;8,5;205,87;6,53;2744,04;36,34;<LOD;1,5;6713,04;52,93;13934,74;100,15;<LOD;185,18;1909,54;35,7;<LOD;14,33;355,01;17,9;26,09;7,25;<LOD;0,81;35,24;6,56;293,24;27,08;152,71;21,76;79854,97;1177,46;2814,42;87,73;309635,31;1343,19;455,25;29,53;<LOD;1688,41
869;09.11.2023 14:57;TestAll Geo;330,34;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;360,37;4,26;172,18;2,97;<LOD;4,4;103,89;2,89;11,21;0,87;30,52;3,65;<LOD;2,13;<LOD;6,35;<LOD;31,14;0,48;0,16;25;5,33;<LOD;34,24;<LOD;13,73;<LOD;29,27;<LOD;105,06;47806,78;224,24;1320,77;52,22;<LOD;6,96;<LOD;4,06;616540,31;2264,43;42,06;1,96;52,9;2,14;<LOD;54,53;<LOD;1,5;<LOD;1,5;<LOD;1,5;93,41;9,51;205,62;7,35;5835,33;51,41;<LOD;2,08;6667,96;72,16;15270,72;141,5;210,91;80,14;1585,25;30,7;<LOD;13,12;421,07;16,68;47,43;6,77;<LOD;0,76;34,53;5,9;306,54;23,8;162,74;19,11;83336,96;1073,53;5205,68;91,62;207263,95;993,81;818,24;25,72;<LOD;1402,98
