Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
1567;05.02.2024 12:12;TestAll Geo;330;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,48;2,77;212,12;3,19;<LOD;4,93;164,52;3,31;6,03;0,74;26,14;3,41;<LOD;2,01;12,43;2,87;<LOD;31,4;0,34;0,15;179,57;8,38;<LOD;35,06;<LOD;14,08;124,33;16,5;<LOD;100,34;44440,89;211,14;634,16;40,37;200,83;11,46;135,5;7,38;4632,22;48,66;25,55;2,8;22751,86;139,92;28998,13;211,67;530,4;113,4;608,54;26;29,49;9,08;464,05;17,28;64,02;7,03;<LOD;0,78;<LOD;7,01;<LOD;4,13;39,39;6,08;264,16;23,4;155,78;19,1;532833,5;3069,68;15,67;1,6;25,62;1,89;<LOD;48,7;<LOD;1,5;<LOD;1,5;<LOD;1,5;156873,55;1747,78;1801,23;78,86;182781,73;918,86;9932,87;74,94;<LOD;1803,87
1568;05.02.2024 12:21;TestAll Geo;330,06;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;280,22;3,58;57,96;1,77;<LOD;2,95;22,46;1,54;5,44;0,64;20,46;3,09;<LOD;1,65;<LOD;5,09;<LOD;28,08;0,32;0,14;23,45;4,8;<LOD;29,75;<LOD;12,99;<LOD;27,35;<LOD;95,19;37694,4;190,97;213,21;31,06;205,87;11,19;110,66;6,7;6844,26;54,23;1,55;0,77;824,75;32,91;4735,26;89,99;219,21;76,85;414,54;21,83;<LOD;11,74;415,72;14,81;48,04;6,04;<LOD;0,67;<LOD;6,17;<LOD;3,39;38,55;5,32;284,67;20,8;185,27;17,08;651063,56;2039,17;20,85;1,58;33,84;1,61;<LOD;39;<LOD;1,5;<LOD;1,5;<LOD;1,5;99032,04;1063,35;5364,08;84,92;187089,78;890,89;395,93;20,14;<LOD;1131,34
1569;05.02.2024 13:28;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;348,88;3,98;58,61;1,8;<LOD;3,14;25,9;1,65;6,74;0,69;21,64;3,19;<LOD;1,82;7,6;2,65;<LOD;29,18;0,3;0,14;96,4;7,01;<LOD;34,09;<LOD;13,5;114,28;16,63;<LOD;110,73;64306,71;252,37;201,5;34,2;333,65;12,83;119,13;8,3;8982,93;68,4;1,96;0,89;961,06;36,47;3621,85;89,41;147,57;84,12;160,03;22,11;<LOD;12,25;357,16;15,55;30,09;6,35;<LOD;0,7;<LOD;6,78;<LOD;3,8;35,41;5,69;233,9;21,95;139,34;17,97;539588,25;2762,42;30,96;1,72;31,49;1,62;<LOD;44,04;<LOD;1,5;<LOD;1,5;<LOD;1,5;178263,73;1655,07;2636,57;71,17;198525,7;915,79;468,86;22,56;<LOD;1389,66
1570;05.02.2024 14:01;TestAll Geo;330,58;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;266,91;3,43;58,04;1,73;<LOD;3;25,58;1,58;5,18;0,62;16,72;2,91;<LOD;1,59;6,59;2,4;<LOD;28,28;0,31;0,14;29,18;4,91;<LOD;29,62;<LOD;12,59;<LOD;26,27;<LOD;95,06;40958,8;194,52;218,11;30,86;218,15;11,56;105,77;6,45;6596,29;51,85;1,93;0,82;1018,27;33,82;4674,73;87,44;240,08;78,75;345,15;21,07;<LOD;11,29;386,94;14,32;33,5;5,8;<LOD;0,64;<LOD;6,06;<LOD;3,33;34,16;5,13;254,79;19,95;161,14;16,38;628358,38;2101,28;22,18;1,55;31,07;1,54;<LOD;38,59;<LOD;1,5;<LOD;1,5;<LOD;1,5;108612,45;1108,07;6016,14;87,22;197462,13;889,81;392,56;19,45;<LOD;1149,3
1571;05.02.2024 16:32;TestAll Geo;330,51;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;226,15;3,13;76,75;1,89;<LOD;3,15;51,94;1,88;2,42;0,52;8,49;2,54;<LOD;1,5;4,16;2,08;<LOD;27,58;0,21;0,13;31,41;4,64;<LOD;29,34;<LOD;12,42;<LOD;25,86;<LOD;80,71;25605,01;150,18;477,36;33,04;<LOD;11,7;77,55;4,81;2582,34;29,3;2,16;1,2;6122,35;61,9;10936,95;110,68;269,32;69,03;295,1;22,2;<LOD;11,87;371,87;15,17;37,17;6,22;<LOD;0,69;<LOD;6,26;<LOD;3,64;42,21;5,65;202,89;20,1;117,34;16,48;545112,94;2097,71;13,36;1,4;21,06;1,43;<LOD;32,31;<LOD;1,5;<LOD;1,5;<LOD;1,5;54411,52;846;374,35;51,81;342915,63;1215,49;1181,87;27,34;<LOD;1360,56
1572;05.02.2024 17:07;TestAll Geo;330,59;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;200,22;2,98;84,72;1,96;<LOD;3,2;53,62;1,91;3,22;0,55;8,14;2,55;<LOD;1,53;5,62;2,11;<LOD;27,3;0,27;0,13;36,63;4,8;<LOD;29,03;<LOD;12,08;<LOD;25,94;<LOD;85,72;30696,28;163,33;444,57;32,78;24,34;9,47;78,99;5,05;2786,74;31,29;3,81;1,92;13584,09;98,7;13129,02;134,52;458,52;89,02;373,72;21,17;<LOD;11,13;371,9;14,17;32,47;5,77;<LOD;0,63;<LOD;5,98;<LOD;3,44;37,24;5,18;206,46;19,41;141,2;16,14;518305,13;2182,29;14,05;1,41;24,81;1,47;<LOD;34;<LOD;1,5;<LOD;1,5;<LOD;1,5;60316,71;899,35;513,09;51,12;351265,59;1207,29;1227,92;26,82;<LOD;1429,07
1573;05.02.2024 17:15;TestAll Geo;330,36;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;213,84;3,1;77,52;1,92;<LOD;3,2;52,14;1,9;2,5;0,53;8,12;2,59;<LOD;1,62;5,37;2,13;<LOD;28,24;0,31;0,13;37,65;4,81;<LOD;29,04;<LOD;12,12;<LOD;26,32;<LOD;80,44;24763,72;149,24;445,27;32,88;59,91;8,92;74,3;4,83;2881,3;30,95;2,82;1,34;7170,13;69,02;11328,38;116,98;353,37;75,78;398,24;21,51;<LOD;11,36;392,19;14,47;30,86;5,81;<LOD;0,65;<LOD;6,06;<LOD;3,44;31,6;5,12;222,26;19,96;143,96;16,5;519324;2199,82;12,39;1,41;21,54;1,45;<LOD;33,05;<LOD;1,5;<LOD;1,5;<LOD;1,5;61059,98;897,52;656,55;53,47;362214,63;1269,64;1283,84;27,31;<LOD;1396,27
1574;05.02.2024 17:27;TestAll Geo;330,57;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;243,94;3,41;100,34;2,23;<LOD;3,74;75,3;2,29;3,63;0,61;13,58;2,88;<LOD;1,64;5,05;2,35;<LOD;29,28;0,36;0,14;43,16;5,26;<LOD;31,44;<LOD;13,1;105,75;15,36;<LOD;89,31;30344,8;171,58;1218,56;47,16;63,08;10,04;128,22;5,8;3316,59;35,53;<LOD;2,89;13229,48;99,98;15244,37;146,63;360,59;89,93;662,68;23,27;26,79;8,01;445,82;15,14;57,2;6,16;<LOD;0,68;<LOD;6,22;<LOD;3,57;35,81;5,31;307,24;21,37;210,47;17,64;521775,91;2353,46;15,66;1,51;22,54;1,59;<LOD;38,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;70993,98;1016,9;2071,67;69,31;331704;1229,83;1700,87;30,97;<LOD;1488,2
1575;05.02.2024 17:34;TestAll Geo;330,59;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;260,04;3,38;101,28;2,15;<LOD;3,63;75,3;2,21;3,37;0,58;15,97;2,85;<LOD;1,57;<LOD;4,88;<LOD;27,79;<LOD;0,19;43,01;5,09;<LOD;30,23;<LOD;12,67;<LOD;26,6;<LOD;86,98;31852,62;169,45;1287;46,22;64,19;9,85;130,03;5,96;3546,83;36,71;<LOD;2,63;11095,38;90,8;14798,96;142,05;390,89;88,16;194,92;20,34;<LOD;10,78;322,86;13,88;18,77;5,67;<LOD;0,63;<LOD;6,15;<LOD;3,47;33,07;5,13;165,76;19,2;107,28;15,96;513202,31;2345,25;17,69;1,48;23,56;1,54;<LOD;36,36;<LOD;1,5;<LOD;1,5;<LOD;1,5;73507,59;1029,94;1947,41;68,55;338110,94;1203,91;1799,96;31,67;<LOD;1515,95
1576;05.02.2024 17:42;TestAll Geo;330,6;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;280,48;3,75;114,54;2,45;<LOD;3,99;82,1;2,46;3,9;0,64;10,99;2,92;<LOD;1,9;8,49;2,48;<LOD;30,29;0,34;0,15;51;5,85;<LOD;35,02;<LOD;14,49;68,2;16,24;<LOD;83,72;36892,37;195,88;1524,45;53,4;44,7;7,6;160,01;6,19;3531,41;37,09;2,4;1,31;7924,73;67,31;11264,39;109,46;344,5;69,75;280,32;23,94;<LOD;12,76;361,97;16,34;22,27;6,58;<LOD;0,74;<LOD;7,3;<LOD;4,35;30,26;5,86;201,47;23,07;121,26;19,01;547938,06;2353,84;16,81;1,59;23,88;1,68;<LOD;40,66;<LOD;1,5;<LOD;1,5;<LOD;1,5;60805,99;983,2;2210,62;78,11;311020,97;1194,35;2017,5;35,64;<LOD;1576,16
