Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Si;Si Error;Ti;Ti Error;Al;Al Error;Fe;Fe Error;Mn;Mn Error;Mg;Mg Error;Ca;Ca Error;K;K Error;P;P Error;S;S Error;V;V Error;Cr;Cr Error;Ni;Ni Error;Cu;Cu Error;Zn;Zn Error;Sr;Sr Error;Rb;Rb Error;Nb;Nb Error;Zr;Zr Error;Y;Y Error;Pb;Pb Error;Th;Th Error;U;U Error;Mo;Mo Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;W;W Error;Co;Co Error;Sc;Sc Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cl;Cl Error;Bal;Bal Error
2976;15.11.2024 17:53;TestAll Geo;330,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;183667,14;921,3;4592,44;56,41;158067,94;1734,25;43192,28;209,74;607,86;40,1;<LOD;1758,1;22262,36;169,28;30106,55;262,61;1549,61;74,81;554,62;139,96;136,4;8,8;212,5;14,21;128,56;16,51;28,07;8,62;157,06;8,03;200,3;3,13;159,04;3,27;15,59;1,6;105,6;2,75;24,6;1,88;25,7;3,4;5,24;0,72;<LOD;5,02;<LOD;1,5;<LOD;1,97;13,76;2,9;<LOD;31,54;0,32;0,15;<LOD;34,84;<LOD;99,98;29,49;3,42;645,85;20,86;39,3;7,27;467,69;13,78;64,28;5,6;<LOD;0,63;<LOD;5,5;<LOD;3,12;42;4,89;277,87;18,83;158,34;15,29;<LOD;47,16;<LOD;1,5;<LOD;1,5;<LOD;1,5;7524,33;63,73;535658,13;3041,75
2975;15.11.2024 17:45;TestAll Geo;330,41;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;263979;1140,53;5957,6;70,18;128373,22;1483,91;50286,76;239,41;384,07;39,1;<LOD;1620,88;7181,29;82,21;9273,95;129,63;2134,72;76,53;<LOD;165,19;190,53;10;133,41;10,59;105,52;18,31;25,79;9,61;49,51;6,4;175,56;3,12;68,22;2,48;41,18;1,97;435,08;4,79;38,93;1,96;27,22;3,64;5,53;0,74;<LOD;4,23;<LOD;1,5;<LOD;2,19;<LOD;6,16;<LOD;34,74;0,37;0,16;<LOD;39,63;<LOD;111,59;3,3;1,64;791,31;22,81;<LOD;10,6;302,7;13,38;10,88;5,45;<LOD;0,61;<LOD;6,05;<LOD;3,46;30,5;4,95;225,02;19,8;135,87;16,23;<LOD;47,24;<LOD;1,5;<LOD;1,5;<LOD;1,5;508,12;26,99;517001,66;2853,01
2974;15.11.2024 17:29;TestAll Geo;330,13;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;243564,44;1029,9;6973,25;65,88;113576,03;1238,1;41015,38;206,8;385,43;36,65;<LOD;1312,78;9424,66;107,56;10839,3;159,77;2734,29;69,61;<LOD;127,02;195,03;9,25;156,28;13,8;110,81;16,53;<LOD;13,6;42,34;5,65;189,45;3,09;61,2;2,26;28,8;1,74;423,95;4,54;36,36;1,81;17,72;3,18;5,22;0,69;<LOD;3,91;<LOD;1,5;<LOD;1,8;7,08;2,62;<LOD;30,33;0,43;0,15;<LOD;33,68;<LOD;100,74;<LOD;3,2;1579,33;23,28;18,37;6,79;440,47;12,79;52,99;5,18;<LOD;0,57;<LOD;5,08;<LOD;2,87;39,66;4,56;317,11;18,26;185,17;14,78;<LOD;42,66;<LOD;1,5;<LOD;1,5;<LOD;1,5;328,79;20,81;563326,94;2447,31
2973;15.11.2024 17:20;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;212164,42;1105,98;3701,83;46,75;89849,06;1225,49;49012,23;258,32;383,66;43,17;<LOD;1614,07;5234,69;58,14;4864,51;83,22;714,51;69,8;<LOD;181,13;147,13;8,59;73,12;7,42;107,63;21,05;28,24;11,18;73,21;7,69;156,43;3,24;65,8;2,66;30,96;2,03;442,44;5,25;35,8;2,08;20,04;3,76;5,47;0,8;<LOD;4,49;<LOD;1,5;<LOD;2,73;5,5;3,07;<LOD;39,27;0,52;0,19;<LOD;45,52;<LOD;111,11;<LOD;1,72;1370,8;29,28;49,53;8,98;448,97;16,76;54,66;6,77;<LOD;0,75;<LOD;7,17;<LOD;4,3;36,3;5,89;343,14;24,94;207,26;20,24;<LOD;51,01;<LOD;1,5;<LOD;1,5;<LOD;1,5;563,45;29,49;615874,38;2553,35
2972;15.11.2024 16:55;TestAll Geo;330,01;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;132682,94;857,26;1971,39;44,52;65149,96;1548,14;40164,22;211,93;786,78;45,18;15512,59;2117,97;260944,88;635,14;14312,62;202,59;2609,93;100,81;<LOD;249,72;94,34;8,6;68,08;13,25;89,81;17,23;37,77;9,4;48,78;6,08;511,22;5,13;53,01;2,19;6,73;1,48;43,82;2,8;11,82;1,47;19,93;3,35;2,39;0,62;<LOD;4,26;<LOD;1,5;<LOD;2,07;47,47;3,59;<LOD;34,77;0,43;0,16;<LOD;36,23;<LOD;90,8;44,39;12,39;923,21;23,04;66,26;7,69;469,33;14,39;56,57;5,77;<LOD;0,64;<LOD;5,95;<LOD;3,41;39,78;5,06;372,2;21,5;240,6;17,55;<LOD;39,22;<LOD;1,5;<LOD;1,5;<LOD;1,5;1365,75;40,37;480537,75;3500,36
2971;15.11.2024 16:49;TestAll Geo;330,06;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;153077,95;894,63;2177;43,38;87744,37;1706,87;27527,36;172,04;718,69;41,94;13008,93;1971,52;239255,13;571,01;14705,2;195,41;3165,63;105,1;<LOD;244,58;94,53;7,93;52,55;12,17;107,6;16,73;28,12;8,87;67,86;6,22;271,14;3,7;75,95;2,39;6,87;1,45;85,8;2,75;13,55;1,53;18,28;3,21;2,45;0,61;<LOD;4,22;<LOD;1,5;<LOD;1,94;44,21;3,41;<LOD;31,98;0,46;0,16;<LOD;35,32;<LOD;74,14;56,35;11,18;865,09;22,47;85,83;7,66;473,44;14,23;61,58;5,74;<LOD;0,63;<LOD;5,77;<LOD;3,29;49,18;5,16;387,01;20,73;262,49;16,99;<LOD;38,12;<LOD;1,5;<LOD;1,5;<LOD;1,5;1362,93;39,61;467348,97;3566,49
2970;15.11.2024 16:41;TestAll Geo;330,51;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;124325,95;830,62;1099,67;31,47;45120,09;1427,14;23359,46;160,67;1023,35;47,16;22550,2;2545,39;224069,61;531,3;11134,72;173,85;37509,88;305,59;<LOD;278,6;78,79;7,04;105,29;23,48;107,92;17,1;89,39;10,41;251,34;9,85;585,22;5,42;39,4;1,96;5,4;1,43;40,99;2,84;10,47;1,38;12,43;3,1;1,61;0,58;<LOD;4,12;<LOD;1,5;<LOD;2,13;52,88;3,52;<LOD;34,47;0,47;0,16;<LOD;39,35;<LOD;69,44;50,18;10,4;931,62;23,08;74,89;7,72;465,69;14,37;56,58;5,78;<LOD;0,64;<LOD;5,98;<LOD;3,41;38,12;5,04;390,56;21,48;231,09;17,3;<LOD;35,75;<LOD;1,5;<LOD;1,5;<LOD;1,5;1558,59;42,38;501211,09;3703,96
2969;15.11.2024 15:20;TestAll Geo;330,23;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;223107,3;1020,17;8101,75;73,21;105389,8;1300,62;53908,64;250,24;461,44;41,83;<LOD;1567,93;5966,9;74,46;6846,15;113,53;6814,02;107,76;<LOD;157,13;249,21;10,13;161,7;10,94;132,78;18,85;44,86;10,1;67,87;6,92;250,17;3,72;66,46;2,51;32,47;1,91;413,63;4,79;36,32;1,94;20,45;3,48;5,76;0,75;<LOD;4,37;<LOD;1,5;<LOD;2,22;6,05;2,84;<LOD;33,54;0,45;0,17;<LOD;38,66;<LOD;114,33;3,22;1,52;2066,76;28,91;<LOD;11,64;409,35;14,61;40,21;5,88;<LOD;0,65;<LOD;6,05;<LOD;3,47;38,2;5,26;255,29;21,05;156,14;17,24;<LOD;48,11;<LOD;1,5;<LOD;1,5;<LOD;1,5;488,95;25,72;577788,75;2649,85
2968;15.11.2024 14:00;TestAll Geo;330,31;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;207940,75;1145,91;4389,6;49,26;87205,61;1305,76;53761,11;379,58;444,12;59,36;<LOD;1865,44;3169,66;44,37;3727,47;72,24;3845,09;105,38;<LOD;210,63;211,84;10,34;85,23;7,02;69,89;27,85;24,23;14,14;75,42;8,99;228,88;4,36;64,09;2,8;31,27;2,16;473,12;7,2;37,5;2,22;14,33;4,1;<LOD;226,08;<LOD;300000;<LOD;1,5;<LOD;3;<LOD;7,36;<LOD;43,03;<LOD;300000;<LOD;300000;<LOD;129,11;<LOD;1,37;1331,9;31,14;<LOD;12,94;273,45;16,31;<LOD;9,91;<LOD;0,74;<LOD;7,32;<LOD;4,41;18,4;5,87;178,64;23,12;129,41;19,34;<LOD;54,22;<LOD;1,5;<LOD;1,5;<LOD;1,5;620,52;34,23;617325,13;2766,91
2967;15.11.2024 13:50;TestAll Geo;330,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;213904,16;1000,54;7850,11;69,54;96248,58;1163,06;49332,86;231,75;454,19;39,7;<LOD;1414,13;5334,21;71,62;6788,83;114,15;5426,62;93,73;<LOD;145,65;221,7;9,48;157,26;11,11;105,84;17,56;51,28;9,68;56,4;6,33;216,04;3,36;60,34;2,33;29,66;1,81;404,03;4,57;37,54;1,87;21,9;3,42;5,95;0,73;<LOD;4,05;<LOD;1,5;<LOD;2,15;4,72;2,74;<LOD;31,47;0,32;0,15;<LOD;36,05;<LOD;99,2;2,73;1,47;2192,56;29,07;38,54;7,89;457,68;14,81;62,42;6,03;<LOD;0,67;<LOD;5,8;<LOD;3,34;45,29;5,35;274,91;20,15;159,73;16,39;<LOD;45,87;<LOD;1,5;<LOD;1,5;<LOD;1,5;443,63;23,78;604010,56;2344,01
