Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
1767;27.03.2024 10:57;TestAll Geo;330,53;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;106,23;2,73;207,29;3,14;<LOD;4,86;163,31;3,28;6,06;0,74;29,09;3,46;<LOD;1,93;10,68;2,87;<LOD;30,91;0,32;0,15;159,27;7,98;<LOD;34,23;30,63;8,58;112,38;16,24;<LOD;100,05;44049,22;209,08;612,49;39,83;208,91;11,59;138,01;7,38;4695,14;48,63;24,63;2,75;21885,48;137,54;29840,36;214,16;455,95;111,87;605,26;25,49;31,5;8,91;444,22;16,79;51,34;6,78;<LOD;0,76;<LOD;6,98;<LOD;4,14;38,74;5,95;268,21;23,2;180,05;19,16;523040,34;3105,13;18,14;1,62;22,23;1,84;<LOD;48,58;<LOD;1,5;<LOD;1,5;<LOD;1,5;163076,86;1781,77;1968,32;79,77;188685;930,09;8635,25;69,06;<LOD;1783,72
1768;27.03.2024 11:12;TestAll Geo;330,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;346,48;4,26;171,64;3,02;<LOD;4,1;75,59;2,51;5,7;0,72;18,48;3,32;<LOD;2,25;<LOD;5,8;<LOD;33,57;0,26;0,15;45,66;5,8;<LOD;36,04;24,35;9,3;107,54;17,63;<LOD;79,09;30666,65;183,23;340,37;34,88;<LOD;9,06;107,88;5,84;2905,99;35,42;<LOD;1,42;5031,67;50,24;11515,65;99,52;<LOD;164,02;605,45;28,25;<LOD;14,02;355,84;17,78;29,75;7,28;<LOD;0,81;<LOD;7,74;<LOD;4,44;42,45;6,68;202,44;23,85;122,4;19,62;572036,44;2440,38;24,99;1,75;26,41;1,77;<LOD;44,8;<LOD;1,5;<LOD;1,5;<LOD;1,5;87061,83;1123,08;803,07;63,47;269976,63;1235,72;684,32;27,27;<LOD;1450,38
1769;27.03.2024 11:24;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;350,18;4,03;161,18;2,78;<LOD;3,8;67,56;2,25;4,81;0,65;15,66;3;<LOD;1,77;<LOD;5,11;<LOD;30,27;0,27;0,14;37,56;5,18;<LOD;32,85;<LOD;13,91;<LOD;28,89;<LOD;71,03;27521,53;164,34;342,33;32,59;25,42;7,45;120,03;5,98;4740,87;42,89;2,63;1,18;6392,85;61,54;13931,21;118,57;<LOD;153,72;545,4;24,61;<LOD;12,23;337,36;15,52;21,35;6,31;<LOD;0,71;<LOD;6,75;<LOD;3,94;37,13;5,78;218,34;21,86;136,63;18,01;573587,5;2365,9;24,63;1,63;26,51;1,64;<LOD;39,98;<LOD;1,5;<LOD;1,5;<LOD;1,5;89645,19;1117,96;1073,55;62,26;268486,25;1114,16;567,68;25,63;<LOD;1414,84
1770;27.03.2024 11:32;TestAll Geo;330,55;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;332,14;3,91;171,75;2,82;<LOD;3,8;72,07;2,28;4,77;0,65;20,15;3,11;<LOD;1,79;<LOD;5,21;<LOD;30,1;0,25;0,14;43,51;5,3;<LOD;32,1;<LOD;13,75;<LOD;27,81;<LOD;87,93;30359,52;170,26;352,61;32,82;37,14;7,97;117,29;6,01;4805,38;43,21;2,45;1,29;7147,07;67,48;15988,68;130,89;<LOD;151,35;539,84;24,22;<LOD;12,06;346,75;15,37;24,02;6,25;<LOD;0,69;<LOD;6,77;<LOD;3,94;30,79;5,56;209,31;21,61;129,37;17,81;549471,88;2407,7;26,5;1,63;28,13;1,66;<LOD;40,18;<LOD;1,5;<LOD;1,5;<LOD;1,5;94240,23;1143,72;1228,1;62,04;283140,63;1134,79;519,49;24,82;<LOD;1440,67
1771;27.03.2024 11:52;TestAll Geo;330,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;369,81;4,51;222,8;3,48;<LOD;5,12;136,46;3,3;8,92;0,86;26,34;3,69;<LOD;2,22;8,42;3,01;<LOD;32,48;0,32;0,16;74,71;6,97;<LOD;36,1;<LOD;14,55;116,86;17,97;<LOD;117;59626,35;260,13;1041,55;51,32;150,66;11,23;210,05;8,06;6332,72;56,73;<LOD;3,07;12815,17;107,82;21670,46;185,31;<LOD;144,97;1343,49;29,91;87,82;9,38;493,33;17,53;70,55;7,09;<LOD;0,78;<LOD;7,07;<LOD;4,14;42,41;6,15;411,5;25,32;255,28;20,46;570142,44;2535,5;46,77;2,08;46,21;2,21;<LOD;56;<LOD;1,5;<LOD;1,5;<LOD;1,5;91326,84;1195,13;7466,95;109,09;222511,86;1012;513,49;24,5;<LOD;1603,61
1772;27.03.2024 11:58;TestAll Geo;330,36;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;423,57;7,51;243,93;4,69;<LOD;300000;137,82;3,97;<LOD;284,85;25,25;4,72;<LOD;3,3;<LOD;8,65;<LOD;45,39;<LOD;300000;93,78;9,78;<LOD;300000;<LOD;21,22;<LOD;42,38;<LOD;144;65181,71;457,17;1413,91;78,18;65,72;5,98;195,77;8,19;2732,16;35,98;<LOD;1,57;6163,53;54,41;9707,18;93,47;<LOD;225,24;975,13;37,41;<LOD;18;412,97;22,55;45,23;9,14;<LOD;1;<LOD;10,2;<LOD;6,13;38,54;8,13;326,61;33,78;190,24;27,36;610862,06;2833,57;47,38;2,52;48,02;2,69;<LOD;68,58;<LOD;1,5;<LOD;1,5;<LOD;1,5;71426,77;1221,37;4624,12;112,1;201359,48;1112,67;931,8;36,51;<LOD;2020,27
1773;27.03.2024 12:07;TestAll Geo;330,22;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;345,91;4,42;214,34;3,45;<LOD;5;123,78;3,17;7,97;0,83;21,04;3,54;<LOD;2,3;7,93;2,91;<LOD;33,6;0,59;0,17;67,14;6,86;<LOD;37,95;21,94;9,52;122,84;18,58;<LOD;114,61;55159,75;252,64;1430,26;56,98;113,91;9,25;209,13;8,13;6224,12;56,65;<LOD;2,54;10690,54;88,47;16453,15;147,21;153,47;81,11;1346,74;32,95;96,98;10,39;517,45;19,53;79,7;7,92;<LOD;0,87;<LOD;7,76;<LOD;4,58;47,3;6,9;378,89;27,34;229,6;22,11;602265;2501,89;45,61;2,08;46,4;2,2;<LOD;53,95;<LOD;1,5;<LOD;1,5;<LOD;1,5;79689,91;1168,31;5820,67;106,37;207523,8;1011,79;658,01;28,8;<LOD;1698,57
1774;27.03.2024 12:32;TestAll Geo;330,4;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;396,7;4,34;191,98;3,05;<LOD;4,56;117,09;2,88;7,76;0,77;25,52;3,41;<LOD;1,9;<LOD;5,74;<LOD;29,44;0,25;0,14;65,82;6,16;<LOD;32,64;<LOD;13,5;89,45;16,14;<LOD;101,89;45727,32;214,35;830,34;43,78;106,12;10,43;186,34;7,51;6281,91;54,11;<LOD;2,7;10541,28;95;21291,78;175,73;254,69;93,43;989,78;27,37;<LOD;13,08;442,54;16,65;51,71;6,74;<LOD;0,76;<LOD;6,67;<LOD;3,86;44,28;6,03;287,15;22,36;163,43;18,11;583864,38;2366,14;43,55;1,9;43,04;2;<LOD;48,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;91437,1;1133,23;3300,01;77,37;227707,53;993,57;775,54;25,33;<LOD;1456,04
1775;27.03.2024 12:41;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;382,63;4,47;191,77;3,19;<LOD;4,87;126,52;3,12;8,21;0,82;22,35;3,48;<LOD;2,16;6,18;2,81;<LOD;32,56;<LOD;0,22;75,62;6,77;<LOD;35,82;<LOD;15,03;83,97;17,52;<LOD;99,91;49494,3;232,76;679,61;43,32;113,99;9,27;189,12;8,41;5860,39;61,1;<LOD;2,16;7453,63;75,83;19431,48;155,78;138,58;79,6;418,97;24,88;<LOD;12,24;271,53;15,55;<LOD;9,46;<LOD;0,71;<LOD;7,45;<LOD;4,41;24,32;5,72;214,66;23,4;117,44;19,06;507150,84;2935,29;45,31;2,01;42,84;2,11;<LOD;52,58;<LOD;1,5;<LOD;1,5;<LOD;1,5;118160,26;1473,59;2114,63;79,63;272146,19;1150,06;992;31,86;<LOD;1790,61
1776;27.03.2024 12:48;TestAll Geo;330,52;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;404,82;4,54;207,17;3,28;<LOD;4,85;126,96;3,1;8,49;0,82;28,28;3,63;<LOD;2,2;<LOD;4,3;<LOD;31,97;0,27;0,15;81,59;6,86;<LOD;35,78;<LOD;14,89;68,55;17,09;<LOD;99,32;49741,01;231,32;853,41;45,97;127,41;9,88;218,47;8,79;7621,04;64,75;<LOD;2,65;11361,47;94,32;20766,39;167,6;157,89;86,23;518,62;25,55;<LOD;12,39;283,66;15,71;<LOD;9,57;<LOD;0,72;<LOD;7,27;<LOD;4,29;32,85;5,93;207,49;23,04;120,61;18,87;511368,75;2911,43;45,92;2;40,53;2,06;<LOD;52,67;<LOD;1,5;<LOD;1,5;<LOD;1,5;110960,06;1434,09;5203,5;104,42;265721,22;1115,31;1092,11;32,51;<LOD;1843,05
