Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
1793;03.04.2024 09:53;TestAll Geo;330,77;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,27;2,75;198,09;3,09;<LOD;4,95;161,8;3,26;5,27;0,71;24,85;3,35;<LOD;1,91;13,84;2,87;<LOD;31,25;<LOD;0,21;137,4;7,61;<LOD;34,12;<LOD;14,1;120,97;16,43;<LOD;99,47;42556,47;206,72;607,65;39,88;215,9;11,72;141,94;7,4;4638,64;48,53;24,7;2,7;20681,19;134,76;29510,81;214,06;393,47;110,3;652,06;25,63;34,97;8,89;467,58;16,89;57,71;6,8;<LOD;0,76;<LOD;7;<LOD;4,17;41,9;5,99;278,87;23,53;189,47;19,45;544389,94;2967,7;16,79;1,61;24,93;1,87;<LOD;47,37;<LOD;1,5;<LOD;1,5;<LOD;1,5;153198,72;1683,54;1505,31;74,01;180444,34;906,11;8897,19;69,32;<LOD;1733,23
1794;03.04.2024 10:06;TestAll Geo;330,07;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;516,09;5,27;268,27;3,84;<LOD;5,25;146,54;3,38;6,79;0,82;21,41;3,57;<LOD;2,1;<LOD;4,23;<LOD;31,49;0,41;0,16;66,66;6,83;<LOD;35,27;<LOD;13,73;<LOD;29,69;<LOD;117,62;59042,54;261,63;877,09;49,27;142,29;12,99;248,29;8,73;7764,33;64,27;<LOD;3,27;11732,48;114,54;28425,84;226,8;179,68;99,83;2061,17;30,83;34,18;8,48;435,8;15,8;50,95;6,38;<LOD;0,7;<LOD;6,49;<LOD;3,78;37,77;5,6;371,7;23,58;237,04;19,19;525800,13;2747,18;34,6;1,95;41,32;2,19;<LOD;53,72;<LOD;1,5;<LOD;1,5;<LOD;1,5;118355,14;1377,31;9234,87;117,87;237034,98;1045,06;515,16;23,8;<LOD;1599,25
1795;03.04.2024 10:19;TestAll Geo;330,35;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;415,33;4,62;208,18;3,31;<LOD;4,68;123,93;3,05;6,18;0,76;14,5;3,22;<LOD;2,04;4,87;2,59;<LOD;32,69;0,34;0,16;60,22;6,45;<LOD;34,79;<LOD;13,84;<LOD;29,42;<LOD;112,11;55071,39;245,26;711,94;44,75;89,37;10,85;202,84;7,73;6389,4;55,06;<LOD;2,5;7874,05;86,47;19407,46;173,51;<LOD;134,64;1801,96;30,52;25,65;8,64;427,02;16,13;41,05;6,45;<LOD;0,73;<LOD;6,73;<LOD;3,85;41,99;5,83;356,76;23,99;247,02;19,75;536738,5;2558,97;34,34;1,89;39,16;2,05;<LOD;49,87;<LOD;1,5;<LOD;1,5;<LOD;1,5;104156,1;1235,14;7070;102,12;255757,06;1072,79;639,78;23,66;<LOD;1506,29
1796;03.04.2024 10:32;TestAll Geo;330,07;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;783,19;6,51;263,03;3,94;<LOD;5,42;134,53;3,32;5,84;0,82;18,69;3,63;<LOD;2,3;6,9;2,97;<LOD;34,94;0,49;0,18;85,12;7,68;<LOD;38,28;<LOD;15,47;102,66;19,16;<LOD;124,32;67743,47;289,42;1008,67;54,1;125,18;10,76;248,01;8,51;6977,77;60,03;3,81;1,91;11159,41;98,05;19179,35;170,04;165,08;92;1880,63;33,59;24,64;9,45;435,75;17,71;48,83;7,14;<LOD;0,8;<LOD;7,4;<LOD;4,25;37,45;6,28;353,36;25,73;219,59;20,92;504831,66;2937,79;32,39;1,99;49,66;2,32;<LOD;53,56;<LOD;1,5;<LOD;1,5;<LOD;1,5;126948,76;1479,95;10863,65;131,64;244534,13;1044,17;766,12;26,77;<LOD;1715,63
1797;03.04.2024 10:53;TestAll Geo;330,03;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;303,81;3,99;76,28;2,13;<LOD;4,18;82,42;2,64;7,37;0,77;18,04;3,31;<LOD;2,1;7,3;2,73;<LOD;31,76;0,41;0,16;31,82;5,88;<LOD;35,24;33,63;9,29;97,34;17,69;<LOD;117,53;62634,85;263,4;1216,56;53,32;150,02;10,02;141,33;7,36;6099;53,8;1,92;1,06;2856,16;53,08;11008,98;127,61;<LOD;141,62;1187,54;30,41;106,95;9,89;532,25;18,64;77,67;7,5;0,92;0,56;<LOD;7,45;<LOD;4,31;50,29;6,6;386,13;26,16;236,19;21,17;619289,31;2245,81;32,04;1,87;43,8;2,02;<LOD;49,68;<LOD;1,5;<LOD;1,5;<LOD;1,5;90419,7;1099,01;1946,61;64,98;198728,23;946,68;583,64;23,57;<LOD;1359,86
1798;03.04.2024 11:10;TestAll Geo;330,33;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;333,42;4,1;77,69;2,12;<LOD;4,11;84,4;2,62;7,11;0,76;15,8;3,2;<LOD;1,96;6,55;2,63;<LOD;30,7;0,39;0,15;22,49;5,54;<LOD;33,73;45,13;9,15;95,7;17,01;<LOD;116,24;63113,3;261,5;1234,61;53,01;221,5;13,07;142,47;8,07;7022,35;60,57;<LOD;2,1;3864,42;70,76;14685,63;167,64;206;93,38;928,92;26,03;39,27;8,55;455,36;16,12;50,87;6,46;<LOD;0,72;<LOD;6,66;<LOD;3,79;32,83;5,56;378,81;23,76;219,46;19,09;581472,06;2398,01;32,98;1,86;45,09;2,01;<LOD;49,43;<LOD;1,5;<LOD;1,5;<LOD;1,5;102386,66;1193,16;3941,53;79,42;219293,97;978,81;657,99;23,39;<LOD;1410,63
1799;03.04.2024 11:37;TestAll Geo;330,3;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;405,66;6,7;86,77;2,62;<LOD;300000;94,8;3,2;<LOD;251,22;13,39;4;<LOD;3,07;<LOD;7,56;<LOD;40,41;<LOD;300000;45,73;7,76;<LOD;300000;<LOD;19,15;<LOD;37,92;<LOD;137,59;70719,7;434,66;1617,41;75,09;132,83;7,69;145,44;8,34;4432,28;47,7;1,66;0,81;2207,5;40,52;8227,83;97,75;<LOD;90,46;640,78;31,72;<LOD;16,05;387,3;20,17;35,01;8,17;<LOD;0,91;<LOD;9,21;<LOD;5,46;32,33;7,2;333,93;30,53;190,76;24,59;582840,25;2846,22;38,09;2,22;48,09;2,39;<LOD;60,42;<LOD;1,5;<LOD;1,5;<LOD;1,5;96110,25;1351,64;3613,91;95,97;214043,13;1078,98;1787,08;37,34;<LOD;1820,61
1800;03.04.2024 12:22;TestAll Geo;330,24;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;526,65;5,08;269,91;3,69;<LOD;4,72;111,27;2,86;5,48;0,73;16,78;3,25;<LOD;1,92;5,12;2,62;<LOD;30,6;0,38;0,15;63,1;6,35;<LOD;33,42;<LOD;13,39;96,23;16,66;<LOD;107,77;51387,77;233,66;846,28;46,14;194,34;13,46;218,31;9,08;9259,1;71,52;6,31;2,34;13361,23;118,87;19711,04;197,84;293,42;107,27;1484,74;27,65;<LOD;12,17;406,73;15,16;40,85;6,12;<LOD;0,69;<LOD;6,4;<LOD;3,69;36,5;5,42;368,93;23,03;232,71;18,71;502898,75;2811,95;36,89;1,91;68,26;2,31;<LOD;47,61;<LOD;1,5;<LOD;1,5;<LOD;1,5;132189,55;1466,5;6877,08;104,39;257214,64;1069,72;760,51;25,69;<LOD;1607,08
1801;03.04.2024 12:37;TestAll Geo;330,04;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;581,17;5,53;272,1;3,86;<LOD;4,92;112,94;2,99;5,18;0,75;16,84;3,4;<LOD;2,08;4,99;2,74;<LOD;32,96;0,3;0,16;73,29;6,95;<LOD;36,52;<LOD;14,42;88,49;17,65;148,96;71,59;53529,91;248,82;980,38;50,4;175,7;12,37;211,36;8,89;9216,61;71,51;5,54;2,14;12264,61;108,41;18875,68;179,39;<LOD;148,69;1614,34;29,51;29,79;8,61;427,75;16,05;46,53;6,47;<LOD;0,72;<LOD;6,7;<LOD;3,88;40,97;5,78;408,47;24,3;212,44;19,2;487925,84;2970,05;31,74;1,95;71,63;2,45;<LOD;49,61;<LOD;1,5;<LOD;1,5;<LOD;1,5;136541,25;1538,01;6785,79;106,16;267486,84;1121,76;844,39;26,91;<LOD;1695,72
1802;03.04.2024 12:51;TestAll Geo;330,64;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;558,29;5,39;310,86;4,06;<LOD;4,96;122,28;3,04;4,68;0,73;17,28;3,36;<LOD;1,96;6,46;2,74;<LOD;31,18;0,38;0,16;80,98;7,02;<LOD;34,78;<LOD;13,69;<LOD;29,35;<LOD;113,85;56148,34;251,4;960,33;49,64;164,15;12,99;211,53;8,9;9805,51;73,22;6,14;2,43;15133,41;124,15;21056,3;200,09;252,65;102,79;1603,5;28,63;38,02;8,4;438,64;15,67;49,34;6,32;<LOD;0,7;<LOD;6,45;<LOD;3,69;42,5;5,64;394,69;23,27;257,97;18,94;486770,91;2886,56;36,85;1,97;77,19;2,5;<LOD;48,51;<LOD;1,5;<LOD;1,5;<LOD;1,5;127464,77;1461,72;8849,47;117,08;268783,59;1092,94;876,42;26,34;<LOD;1694,5
